activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,"New York-Newark-Jersey City, NY-NJ-PA",22,061,501,Conventional,Single-Family Home,Hispanic or Latino,Asian,Male,Approved,Purchase,212000,0.75,4.5,1.0,NO HOEPA,28276,1500,0,0,0,15,0,0,0,0,0,0,250000,Site Built,Primary Residence,No Manufactured Home Secured Property,0,0,1,0,1,White,Asian,Male,White,Asian,Male,Male,45,45,0,0,Application,Self,,,,,,,
2024,"Los Angeles-Long Beach-Anaheim, CA",06,031,501,FHA-Insured,Multifamily Dwelling,White,Black or African American,Female,Approved,Refinance,164000,0.80,4.0,0.5,NO HOEPA,18400,1000,0,0,0,10,0,0,0,0,0,0,200000,Factory Built,Investment Property,Yes Manufactured Home Secured Property,1,1,2,1,2,White,Black or African American,Female,White,Black or African American,Female,Female,40,40,0,0,Application,Lender,,,,,,,
2024,"Chicago-Naperville-Elgin, IL-IN-WI",17,113,501,Conventional,Manufactured Home,White,American Indian or Alaska Native,Male,Approved,Purchase,263000,0.70,4.25,1.5,NO HOEPA,33600,2000,0,0,0,12,0,0,0,0,0,0,300000,Site Built,Primary Residence,No Manufactured Home Secured Property,0,0,1,0,1,White,American Indian or Alaska Native,Male,White,American Indian or Alaska Native,Male,Male,50,50,0,0,Application,Self,,,,,,,
2024,"Dallas-Fort Worth-Arlington, TX",48,031,501,VA-Guaranteed,Single-Family Home,White,Asian,Male,Approved,Purchase,298000,0.85,3.75,0.0,NO HOEPA,39600,2500,0,0,0,20,0,0,0,0,0,0,320000,Site Built,Primary Residence,No Manufactured Home Secured Property,0,0,1,0,1,White,Asian,Male,White,Asian,Male,Male,55,55,0,0,Application,Lender,,,,,,,
2024,"Washington-Baltimore-Arlington, DC-MD-VA",24,011,501,FHA-Insured,Single-Family Home,Asian,White,Female,Approved,Purchase,193000,0.90,4.25,1.0,NO HOEPA,24300,1800,0,0,0,15,0,0,0,0,0,0,220000,Site Built,Primary Residence,No Manufactured Home Secured Property,0,0,1,0,1,Asian,White,Female,Asian,White,Female,Female,35,35,0,0,Application,Self,,,,,,,
2024,"Houston-The Woodlands-Sugar Land, TX",48,061,501,Conventional,Multifamily Dwelling,Black or African American,Hispanic or Latino,Female,Approved,Refinance,190000,0.75,4.0,0.0,NO HOEPA,16800,1200,0,0,0,10,0,0,0,0,0,0,250000,Factory Built,Investment Property,Yes Manufactured Home Secured Property,1,1,2,1,2,Black or African American,Hispanic or Latino,Female,Black or African American,Hispanic or Latino,Female,Female,45,45,0,0,Application,Lender,,,,,,,
2024,"Atlanta-Sandy Springs-Roswell, GA",13,031,501,VA-Guaranteed,Manufactured Home,White,Other,Male,Approved,Purchase,167000,0.80,3.75,0.0,NO HOEPA,21600,1500,0,0,0,12,0,0,0,0,0,0,200000,Site Built,Primary Residence,No Manufactured Home Secured Property,0,0,1,0,1,White,Other,Male,White,Other,Male,Male,60,60,0,0,Application,Self,,,,,,,
2024,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35,061,501,FHA-Insured,Multifamily Dwelling,White,Black or African American,Female,Approved,Refinance,173000,0.85,4.0,0.5,NO HOEPA,18400,1000,0,0,0,10,0,0,0,0,0,0,220000,Factory Built,Investment Property,Yes Manufactured Home Secured Property,1,1,2,1,2,White,Black or African American,Female,White,Black or African American,Female,Female,38,38,0,0,Application,Lender,,,,,,,
2024,"Miami-Fort Lauderdale-West Palm Beach, FL",12,031,501,Conventional,Single-Family Home,White,Asian,Male,Approved,Purchase,295000,0.70,4.25,1.5,NO HOEPA,41100,3000,0,0,0,15,0,0,0,0,0,0,325000,Site Built,Primary Residence,No Manufactured Home Secured Property,0,0,1,0,1,White,Asian,Male,White,Asian,Male,Male,58,58,0,0,Application,Self,,,,,,,
2024,"San Francisco-Oakland-Berkeley, CA",06,031,501,FHA-Insured,Single-Family Home,Hispanic or Latino,Black or African American,Female,Approved,Purchase,190000,0.90,4.0,1.0,NO HOEPA,24300,1800,0,0,0,15,0,0,0,0,0,0,220000,Site Built,Primary Residence,No Manufactured Home Secured Property,0,0,1,0,1,Hispanic or Latino,Black or African American,Female,Hispanic or Latino,Black or African American,Female,Female,42,42,0,0,Application,Lender,,,,,,,
2024,"Boston-Cambridge-Nashua, MA-NH",25,011,501,Conventional,Manufactured Home,White,American Indian or Alaska Native,Male,Approved,Purchase,235000,0.75,4.25,1.5,NO HOEPA,33600,2500,0,0,0,12,0,0,0,0,0,0,270000,Site Built,Primary Residence,No Manufactured Home Secured Property,0,0,1,0,1,White,American Indian or Alaska Native,Male,White,American Indian or Alaska Native,Male,Male,48,48,0,0,Application,Self,,,,,,,
