activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,14460,TX,1130.0,1130125401.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,385000.0,85.0,7.125,2.75,2,8750.0,3250.0,5500.0,0.0,0.0,360,,,2,2,2,2,452941.0,1,1,3,5,1,128000.0,38.0,1,1,1.0,5.0,1,4,1.0,8.0,1,4,1,5,1,4,45-54,35-44,No,No,1,1
2024,16980,CA,6075.0,6075048301.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,625000.0,95.0,6.375,,1,12950.0,0.0,12950.0,0.0,0.0,360,,,2,2,2,2,657895.0,1,1,3,5,1,165000.0,42.0,1,10,2.0,5.0,2,4,2.0,8.0,1,4,1,5,1,4,35-44,25-34,No,No,1,1
2024,19740,FL,1286.0,1286025403.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,310000.0,96.5,6.875,,2,11200.0,4500.0,6700.0,0.0,0.0,360,,,2,2,2,2,321243.0,1,1,3,5,1,98000.0,45.0,1,1,2.0,1.0,1,1,2.0,1.0,1,1,1,1,1,1,25-34,25-34,No,No,1,1
2024,23844,OH,3917.0,3917010200.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,75000.0,,8.5,4.25,2,3750.0,2250.0,1500.0,0.0,0.0,180,,,2,2,2,2,,1,1,3,5,1,45000.0,28.0,1,1,2.0,2.0,1,1,1.0,1.0,1,1,1,1,1,1,55-64,45-54,Yes,No,1,1
2024,24500,WA,5303.0,5303055901.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Male,1,1,525000.0,80.0,6.75,2.5,1,10500.0,0.0,10500.0,0.0,0.0,360,,,2,2,2,2,656250.0,1,1,3,5,1,142000.0,36.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,35614,NC,3718.0,3718010502.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,445000.0,75.0,7.0,2.75,2,8900.0,0.0,8900.0,0.0,0.0,360,,,2,2,2,2,593333.0,1,1,3,5,1,115000.0,33.0,1,1,2.0,2.0,1,1,1.0,1.0,1,1,1,1,1,1,45-54,45-54,No,No,1,1
2024,38900,MI,2616.0,26165810200.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,275000.0,90.0,6.25,,1,5500.0,0.0,5500.0,0.0,0.0,360,,,2,2,2,2,305556.0,1,1,3,5,1,88000.0,40.0,3,10,3.0,5.0,3,4,6.0,8.0,3,4,3,5,3,4,25-34,9999,No,,1,1
2024,41860,AZ,4013.0,4013028001.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,1,1,365000.0,96.5,6.75,,2,13150.0,5500.0,7650.0,0.0,0.0,360,,,2,2,2,2,378238.0,1,1,3,5,1,95000.0,48.0,1,1,2.0,2.0,1,1,2.0,1.0,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,42644,CO,3105.0,3105060901.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,1,650000.0,85.0,7.5,3.25,2,19500.0,9750.0,9750.0,0.0,0.0,360,,,2,2,2,2,764706.0,1,1,3,5,1,185000.0,41.0,1,1,2.0,2.0,1,1,1.0,1.0,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,45300,NV,3203.0,3203030702.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,485000.0,88.0,7.25,3.0,2,12125.0,4850.0,7275.0,0.0,0.0,360,,,2,2,2,2,551136.0,1,1,3,5,1,135000.0,39.0,1,1,1.0,2.0,1,1,1.0,1.0,1,1,1,1,1,1,35-44,35-44,No,No,1,1
