activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,16980,TX,1130.0,11307051505.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan originated,31,385000.0,85.0,7.125,0.75,2,8750.0,3750.0,3750.0,0.0,0.0,360,,,2,2,2,2,,453000.0,1,1,3,5,1,,125000.0,42.0,1,1,2,5,1,4,2,8,1,4,1,5,1,4,45-54,35-44,No,No,1,1
2024,35620,NY,36005.0,36005950300.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,Loan originated,31,275000.0,96.5,6.875,0.0,2,12800.0,5500.0,5500.0,0.0,0.0,360,,,2,2,2,2,,285000.0,1,1,1,5,1,,78000.0,38.0,1,1,1,2,1,1,3,3,1,1,1,1,1,1,25-34,25-34,No,No,1,1
2024,31080,CA,6075.0,6075040302.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,File closed for incompleteness,32,75000.0,,7.5,,3,,,,,,180,,,2,2,2,2,,450000.0,1,1,3,5,1,,95000.0,,1,10,2,5,1,4,2,8,1,4,1,5,1,4,35-44,9999,No,,1,1
2024,19100,IL,17031.0,17031822701.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,31,415000.0,100.0,6.375,0.0,2,12950.0,0.0,0.0,0.0,4500.0,360,,,2,2,2,2,,415000.0,1,1,1,5,1,,115000.0,28.0,1,1,2,2,1,1,2,2,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,26420,MA,25017.0,25017981200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Application denied,31,625000.0,80.0,7.75,1.25,2,,,,,,360,,,2,2,2,2,,780000.0,1,1,3,5,1,,185000.0,48.0,1,10,2,5,1,4,2,8,1,4,1,5,1,4,45-54,9999,No,,1,1
2024,41860,PA,42003.0,42003040500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,Loan purchased by the institution,31,505000.0,75.0,6.625,0.375,2,7200.0,2500.0,2500.0,0.0,0.0,360,,,2,2,2,2,,673000.0,1,1,3,5,1,,210000.0,36.0,3,3,4,4,3,3,7,7,3,3,4,4,3,3,8888,8888,,,3,3
2024,38060,OH,39035.0,39035010804.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,31,195000.0,95.0,7.0,0.0,2,8900.0,4200.0,4200.0,0.0,0.0,360,,,2,2,2,2,,205000.0,1,1,1,5,1,,65000.0,31.0,1,1,2,2,1,1,2,2,1,1,1,1,1,1,25-34,25-34,No,No,1,1
2024,12060,AZ,4013.0,40137090802.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Female,Application withdrawn,31,425000.0,70.0,7.375,,2,,,,,,360,,,2,2,2,2,,607000.0,1,1,3,5,1,,135000.0,40.0,1,10,1,5,1,4,1,8,1,4,1,5,1,4,35-44,9999,No,,1,1
2024,14460,CO,8059.0,8059041005.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Loan originated,31,555000.0,85.0,6.875,0.625,2,11200.0,4800.0,4800.0,0.0,0.0,360,,,2,2,2,2,,652000.0,1,1,1,5,1,,175000.0,33.0,1,1,2,2,1,1,2,2,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,33100,FL,12011.0,12011011601.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,32,125000.0,,8.125,2.0,2,6500.0,6500.0,3500.0,3000.0,0.0,240,,,2,2,2,2,,550000.0,1,1,3,5,1,,95000.0,45.0,1,1,2,2,1,1,3,3,1,1,1,1,1,1,45-54,45-54,No,No,1,1
