activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,16980,IL,17031.0,17031836500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,31,185000.0,85.0,7.125,2.5,2,8500.0,3500.0,4500.0,1500.0,500.0,360.0,,,2,2,2,2,,220000.0,1,1,3,5,1,,78000.0,38.0,1,1,2,5,1,5,5,8,1,8,1,5,1,5,45-54,35-44,No,No,1,1
2024,31080,CA,6073.0,06073980000.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,1,31,425000.0,96.5,6.75,,2,12000.0,6000.0,8000.0,2500.0,1000.0,360.0,,,2,2,2,2,,445000.0,1,1,3,5,1,,95000.0,42.0,1,3,1,5,1,5,3,8,1,8,2,5,1,5,35-44,25-34,No,No,1,1
2024,19100,IA,19153.0,19153970400.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,32,75000.0,,8.25,3.0,2,5500.0,2500.0,3000.0,1200.0,300.0,180.0,,,2,2,2,2,,350000.0,1,1,3,5,1,,125000.0,28.0,1,8,2,5,1,5,2,8,1,8,1,5,1,5,55-64,45-54,Yes,No,1,1
2024,26420,MI,26125.0,26125980800.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,31,275000.0,90.0,6.375,,2,9500.0,4000.0,5500.0,1800.0,750.0,360.0,,,2,2,2,2,,310000.0,1,1,3,5,1,,88000.0,35.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,25-34,25-34,No,No,1,1
2024,35620,NY,36001.0,36001010500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,31,650000.0,75.0,7.5,2.75,2,15000.0,7500.0,9000.0,3000.0,1200.0,360.0,,,2,2,2,2,,875000.0,1,1,3,5,1,,185000.0,31.0,1,1,1,1,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,41860,PA,42003.0,42003980100.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,31,195000.0,95.0,6.875,,2,10500.0,5500.0,6500.0,2200.0,800.0,360.0,,,2,2,2,2,,210000.0,1,1,3,5,1,,67000.0,45.0,1,3,2,3,1,3,3,3,1,3,1,3,1,3,45-54,35-44,No,No,1,1
2024,38060,OH,39165.0,39165980100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,31,150000.0,80.0,7.75,3.25,2,7200.0,3200.0,4000.0,1400.0,600.0,360.0,,,2,2,2,2,,190000.0,1,1,3,5,1,,58000.0,40.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,55-64,55-64,Yes,Yes,1,1
2024,12060,AL,1073.0,01073980100.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,31,125000.0,100.0,6.25,,1,6500.0,3000.0,3500.0,1000.0,400.0,360.0,,,2,2,2,2,,125000.0,1,1,3,5,1,,52000.0,33.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,25-34,25-34,No,No,1,1
2024,14460,AZ,4013.0,04013980000.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,31,485000.0,70.0,7.0,2.0,2,11000.0,5000.0,6500.0,2000.0,900.0,360.0,,,2,2,2,2,,700000.0,1,1,3,5,1,,165000.0,29.0,1,1,1,2,1,1,5,5,1,1,1,2,1,1,35-44,25-34,No,No,1,1
2024,19740,FL,12011.0,12011010500.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,32,95000.0,,8.75,3.5,2,6800.0,3000.0,3800.0,1500.0,500.0,240.0,,,2,2,2,2,,425000.0,1,1,3,5,1,,135000.0,25.0,1,8,2,5,1,5,2,8,1,8,2,5,1,5,45-54,35-44,No,No,1,1
