activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,14460,TX,1410.0,14100000101.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,425000,85,7.125,2.5,2,8500,3500,4500,1500,500,360,,,2,2,2,2,,500000,1,1,3,5,1,,120000,38,1,1,2,5,1,2,2,7,1,2,1,1,1,2,45-54,35-44,No,No,1,1
2024,16980,CA,6075.0,6075040201.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,380000,96,6.75,1.75,2,11250,4200,5200,1800,1200,360,,,2,2,2,2,,395000,1,1,1,5,1,,85000,42,1,3,1,5,1,2,5,7,1,2,2,1,1,2,25-34,25-34,No,No,1,1
2024,19740,FL,8053.0,8053010500.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,315000,100,5.875,0,2,7250,2800,3800,1200,800,360,,,2,2,2,2,,315000,1,1,1,5,1,,95000,29,1,1,2,2,1,1,3,3,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,23844,OH,39061.0,39061021500.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,75000,,8.25,,3,,,,,,180,,,2,2,2,2,,250000,1,2,3,5,1,,68000,45,10,10,4,4,4,4,8,8,4,4,4,4,4,4,55-64,9999,Yes,,1,1
2024,24330,WA,53033.0,53033030102.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,650000,80,7.5,2.75,2,14200,5800,6800,2200,1200,360,,,2,2,2,2,,812500,1,1,1,5,1,,185000,33,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,45-54,No,No,1,1
2024,25060,NC,37183.0,37183040101.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,1,275000,98,6.375,1.25,2,8250,3200,4200,1400,1000,360,,,2,2,2,2,,280612,1,1,1,5,1,,65000,31,1,3,2,5,1,2,5,7,1,2,2,1,1,2,25-34,25-34,No,No,1,1
2024,26420,MI,26163.0,26163021200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,185000,75,8,3.25,2,6500,2700,3500,1200,600,360,,,2,2,2,2,,246667,1,1,1,5,1,,55000,40,1,1,1,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,28140,NY,36001.0,36001990100.0,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,45000,,9.5,,2,3200,1400,1800,600,200,180,,,2,2,2,2,,180000,1,1,1,5,1,,48000,52,1,3,2,5,1,2,3,7,1,2,2,1,1,2,55-64,55-64,Yes,Yes,1,1
2024,29820,CO,8031.0,8031000215.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,525000,85,7.75,3,2,11500,4800,5800,2000,1000,360,,,2,2,2,2,,617647,1,1,1,5,1,,145000,36,1,1,2,2,1,1,7,7,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,31080,AZ,4013.0,4013020801.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,385000,100,5.625,0,2,8250,3300,4300,1500,900,360,,,2,2,2,2,,385000,1,1,1,5,1,,98000,28,9,9,4,4,4,4,8,8,4,4,4,4,4,4,35-44,9999,No,,1,1
