"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Aldermore Bank PLC", "84110, 84120", 24.5, 17.8, 45.6, 11.4, 58.2, 66.9, 40.1, 51.2, 45.0, 53.5, 49.2, 62.5, 45.0, 55.0, 1000-4999, 2025-02-28 10:22:01
"Admiral Group PLC", "64209", 28.7, 19.3, 60.2, 25.5, 50.3, 65.7, 30.7, 71.1, 20.3, 79.9, 40.3, 70.7, 40.0, 60.0, 500-999, 2025-03-14 14:56:56
"Bruntwood Ltd", "65310", 20.8, 14.5, 58.5, 12.3, 62.1, 75.0, 25.6, 76.9, 20.8, 83.4, 38.1, 78.9, 45.0, 55.0, 1000-4999, 2025-04-16 11:19:44
"Wincanton PLC", "5210", 19.2, 10.9, 30.0, 5.5, 40.0, 55.0, 30.9, 69.2, 25.0, 73.5, 38.5, 65.1, 42.0, 58.0, 500-999, 2025-03-21 13:10:21
"Rightmove Group PLC", "6920", 16.1, 8.5, 25.9, -5.3, 35.5, 45.9, 22.9, 65.1, 18.8, 72.9, 32.5, 60.3, 38.0, 52.0, 1000-4999, 2025-02-22 15:45:11
"Go-Ahead Group PLC", "49111", 22.9, 15.7, 55.6, 20.9, 52.3, 63.7, 35.6, 71.0, 30.6, 78.5, 45.0, 72.1, 50.0, 65.0, 1000-4999, 2025-04-05 14:44:42
"Smiths Group PLC", "2821", 25.8, 18.3, 65.3, 30.5, 60.5, 69.9, 42.9, 74.1, 37.0, 81.0, 50.0, 78.1, 55.0, 63.0, 1000-4999, 2025-03-28 11:32:54
"Entain PLC", "9230", 18.1, 10.4, 35.9, 0.0, 36.4, 46.9, 28.9, 69.3, 25.0, 73.5, 35.0, 65.2, 42.0, 58.0, 500-999, 2025-02-25 14:42:17
"CNH Industrial NV", "2810", 24.1, 16.9, 62.5, 26.9, 55.3, 66.1, 40.0, 72.9, 35.3, 79.5, 45.0, 75.2, 50.0, 65.0, 1000-4999, 2025-04-09 10:53:19
"Phoenix Group Holdings PLC", "66710", 20.3, 14.1, 58.1, 12.3, 61.2, 74.5, 27.0, 77.9, 23.7, 84.1, 38.3, 79.3, 45.0, 55.0, 1000-4999, 2025-03-18 14:18:20
"Britvic PLC", "2090", 23.4, 16.7, 58.9, 23.1, 56.3, 65.9, 36.9, 72.5, 33.0, 79.4, 42.3, 75.2, 48.0, 62.0, 500-999, 2025-04-19 11:16:36
