EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Alpha Zeta Ltd,64209,7.1,4.8,56.8,22.5,39.3,61.5,23.4,75.5,17.5,82.9,25.3,72.8,59.8,40.1,500-999,2025-04-05 14:04:19
Baker & Co,55100,20.4,5.9,-24.5,21.1,41.5,50.3,30.1,69.2,51.4,43.9,54.4,47.6,65.3,34.7,250-499,2025-04-08 11:09:52
Tango Holdings Ltd,59131,13.9,3.3,35.6,8.1,20.3,19.0,53.7,45.5,53.3,45.2,51.9,47.9,59.7,42.3,1000-4999,2025-04-06 16:37:45
Hughes Consulting Group,64209,11.2,1.9,49.2,15.6,34.6,63.0,21.1,73.5,16.9,81.2,23.8,70.1,58.7,41.4,500-999,2025-04-07 14:41:17
Clementine Ltd,55100,15.6,2.2,-21.9,20.9,43.8,52.3,28.4,68.5,48.1,42.5,53.8,46.2,61.5,38.5,250-499,2025-04-09 10:31:01
Delta Solutions Ltd,59140,10.4,1.4,36.8,9.3,19.4,18.2,52.1,44.9,52.3,44.6,50.9,48.1,60.5,40.1,1000-4999,2025-04-10 15:49:36
Echo Ltd,64209,9.1,3.1,51.3,20.9,35.3,64.7,22.5,75.2,17.8,82.5,24.7,71.6,59.5,41.1,500-999,2025-04-11 14:22:43
Fortune Investments Ltd,55100,18.2,4.4,-30.8,23.6,45.3,53.6,29.8,69.4,49.6,43.2,54.4,46.9,65.7,34.2,250-499,2025-04-12 11:07:45
Gamma Securities Ltd,59131,12.4,2.7,38.6,10.2,21.4,20.0,54.3,45.7,54.1,45.1,52.4,48.4,60.5,40.4,1000-4999,2025-04-13 16:30:12
Beta Holdings Ltd,64209,8.3,2.3,48.9,17.5,38.7,62.3,21.9,74.8,16.6,82.2,24.0,70.4,58.6,41.3,500-999,2025-04-14 15:06:25
Omega Finance Ltd,55100,19.5,5.3,-25.8,20.6,42.1,51.6,31.3,69.8,50.6,43.4,54.8,47.3,65.8,34.4,250-499,2025-04-15 11:11:19
Kappa Estates Ltd,59140,11.9,1.9,37.4,7.9,19.5,18.3,53.2,45.0,53.6,44.9,51.4,48.4,59.8,42.3,1000-4999,2025-04-16 16:38:51
Lambda Consulting Ltd,64209,10.7,3.7,50.8,21.9,37.5,62.4,22.2,74.9,17.1,81.4,23.5,70.0,59.0,41.8,500-999,2025-04-17 14:34:17
Delta Sales Ltd,55100,17.3,4.7,-28.5,22.4,44.4,53.3,30.2,69.6,49.9,43.4,54.9,46.8,65.9,34.8,250-499,2025-04-18 11:11:25
Omega Sales Ltd,59131,9.8,2.4,38.3,10.8,20.5,19.3,54.5,45.3,54.3,45.5,52.2,48.3,60.4,40.9,1000-4999,2025-04-19 16:38:15
