"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"KIRBY MAIR FINANCIAL SERVICES LTD", "86130, 86140", 24.8, 16.5, 65.7, 27.9, 58.0, 65.0, 22.5, 73.9, 29.1, 79.5, 38.4, 72.1, 59.2, 48.5, 500-999, 2025-04-14
"INGATESTONE FARM AND ESTATE LIMITED", "50100", 8.1, 1.2, 34.6, 8.5, 20.0, 19.0, 53.0, 47.0, 53.0, 47.0, 51.0, 49.0, 56.0, 44.0, 250-499, 2025-04-15
"FASTRACK LTD", "64209", 28.9, 21.8, 75.1, 31.5, 54.0, 62.0, 24.9, 75.1, 31.4, 84.9, 28.0, 74.0, 57.0, 43.0, 1000-4999, 2025-04-16
"BLACK PEARL CONSULTANCY LIMITED", "82990", 18.2, 10.3, 48.5, 20.0, 35.0, 45.0, 51.4, 49.6, 51.4, 49.6, 49.6, 51.4, 52.0, 48.0, 500-999, 2025-04-17
"THE WINDSOR CASTLE GROUP LTD", "56100, 56101", 12.4, 4.5, 36.9, 11.0, 22.0, 21.0, 55.0, 45.0, 55.0, 45.0, 53.0, 47.0, 58.0, 42.0, 250-499, 2025-04-18
"FELTHAM MEATS LIMITED", "15110", 21.9, 14.1, 59.9, 23.0, 42.0, 51.0, 27.9, 72.1, 35.9, 84.0, 39.0, 71.0, 54.0, 46.0, 1000-4999, 2025-04-19
"SOLOMONS INTERNATIONAL LTD", "85110", 26.5, 18.9, 68.7, 29.8, 51.0, 60.0, 25.5, 74.5, 33.4, 85.6, 36.0, 74.0, 55.0, 45.0, 500-999, 2025-04-20
"BLUE FOX CONSULTING LIMITED", "82990", 15.1, 6.3, 41.4, 15.0, 28.0, 38.0, 52.0, 48.0, 52.0, 48.0, 50.0, 50.0, 54.0, 46.0, 250-499, 2025-04-21
"SYNDICATE MANAGEMENT LTD", "70100", 29.6, 22.9, 72.0, 32.1, 54.0, 62.0, 26.1, 73.9, 34.5, 85.1, 40.0, 73.0, 59.0, 41.0, 1000-4999, 2025-04-22
"THE BURRELL COLLECTIVE LTD", "82990", 20.5, 12.8, 52.9, 22.0, 38.0, 46.0, 50.0, 50.0, 50.0, 50.0, 48.0, 52.0, 52.0, 48.0, 500-999, 2025-04-23
"PARFUMS DE COLOGNE LIMITED", "15110", 25.8, 17.4, 62.3, 26.0, 45.0, 55.0, 28.0, 72.0, 36.0, 84.0, 40.0, 72.0, 56.0, 44.0, 250-499, 2025-04-24
"ONE STOP SOLUTIONS LTD", "82990", 18.5, 9.9, 45.6, 18.0, 32.0, 42.0, 51.4, 49.6, 51.4, 49.6, 49.6, 51.4, 52.0, 48.0, 500-999, 2025-04-25
"THE WATERSIDE COLLEGE LIMITED", "85520", 22.2, 14.5, 57.0, 23.5, 40.0, 50.0, 30.0, 70.0, 38.0, 82.0, 42.0, 70.0, 54.0, 46.0, 1000-4999, 2025-04-26
"THE ALEXANDER DANNERS COLLECTIVE LTD", "82990", 19.3, 11.1, 47.0, 20.0, 35.0, 45.0, 52.0, 48.0, 52.0, 48.0, 50.0, 50.0, 52.0, 48.0, 500-999, 2025-04-27
"INSTANT ECONOMICS LTD", "82990", 17.9, 8.3, 43.9, 16.0, 30.0, 40.0, 53.0, 47.0, 53.0, 47.0, 51.0, 49.0, 56.0, 44.0, 250-499, 2025-04-28
"THE TALISMAN INVESTMENT COMPANY LIMITED", "65120", 23.9, 16.2, 60.0, 25.0, 42.0, 52.0, 27.5, 73.5, 35.5, 84.5, 40.0, 72.0, 55.0, 45.0, 500-999, 2025-04-29
"ANALYTICAL TECHNOLOGY LTD", "82110", 27.4, 19.7, 66.5, 28.5, 50.0, 58.0, 25.9, 74.1, 34.9, 85.9, 38.0, 73.0, 58.0, 42.0, 1000-4999, 2025-04-30
"THE INTELLECTUAL PROPERTY CONSULTANTS LTD", "64209", 21.0, 13.4, 54.0, 22.0, 38.0, 48.0, 29.9, 70.1, 37.9, 81.1, 41.0, 69.0, 52.0, 48.0, 250-499, 2025-05-01
"THE INNOVATION VENTURE CAPITAL LIMITED", "65190", 25.3, 17.1, 61.0, 24.0, 40.0, 50.0, 28.0, 72.0, 36.0, 84.0, 42.0, 72.0, 56.0, 44.0, 500-999, 2025-05-02
"THE TECTONIC GROUP LTD", "64209", 26.6, 19.3, 64.0, 28.0, 46.0, 56.0, 26.5, 73.5, 35.5, 84.5, 40.0, 72.0, 56.0, 44.0, 1000-4999, 2025-05-03
"THE WINDSOR ACADEMY LIMITED", "85420", 18.3, 9.5, 43.0, 17.0, 30.0, 40.0, 52.0, 48.0, 52.0, 48.0, 50.0, 50.0, 52.0, 48.0, 250-499, 2025-05-04
"THE FUTURE PROPERTY COMPANY LIMITED", "68100", 22.9, 15.3, 56.1, 24.0, 39.0, 49.0, 30.8, 69.2, 39.8, 80.2, 43.0, 69.0, 54.0, 46.0, 500-999, 2025-05-05
"THE ECONOMIC ANALYSIS COLLECTIVE LIMITED", "82990", 20.4, 12.7, 50.0, 21.0, 34.0, 46.0, 50.0, 50.0, 50.0, 50.0, 48.0, 52.0, 52.0, 48.0, 1000-4999, 2025-05-06
"THE PIONEER ENERGY COMPANY LTD", "64990", 29.5, 22.4, 71.0, 33.0, 52.0, 60.0, 26.0, 74.0, 34.5, 84.5, 41.0, 73.0, 60.0, 40.0, 250-499, 2025-05-07
"THE EQUITY PARTNERSHIP LTD", "65120", 24.2, 16.4, 59.0, 25.0, 40.0, 50.0, 29.0, 71.0, 37.0, 81.0, 43.0, 71.0, 54.0, 46.0, 500-999, 2025-05-08
"THE STRATEGIC INVESTMENT LIMITED", "65190", 26.8, 19.6, 63.4, 28.5, 46.0, 56.0, 26.8, 73.2, 36.8, 84.2, 42.0, 72.0, 56.0, 44.0, 1000-4999, 2025-05-09
"THE INNOVATIVE SOLUTIONS COMPANY LTD", "82990", 21.8, 14.0, 53.5, 23.0, 38.0, 48.0, 31.0, 69.0, 39.0, 81.0, 43.0, 69.0, 52.0, 48.0, 250-499, 2025-05-10
