"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Austrade UK LIMITED", "47110", 2.6, 8.4, -31.4, -11.3, 28.5, 38.1, 66.2, 76.5, 56.5, 73.2, 57.1, 82.9, 61.9, 90.5, 1000-4999, 2025-04-05 09:21:12
"Britannia Hotels LIMITED", "55200", 18.5, 14.2, 48.5, 25.4, 41.8, 37.2, 45.1, 65.3, 34.8, 72.1, 44.9, 61.2, 54.3, 78.9, 500-999, 2025-04-08 11:01:42
"Reckitt Benckiser UK LIMITED", "20490", -12.8, -19.3, 14.8, -21.1, 65.7, 69.3, 59.3, 81.5, 71.2, 93.4, 63.9, 83.2, 51.3, 79.4, 2500-4999, 2025-04-03 14:51:15
"Bluewater Shopping Centre LIMITED", "55100", 4.1, 8.8, 30.4, 25.9, 32.3, 40.1, 39.5, 74.2, 41.9, 82.4, 37.3, 58.2, 51.6, 72.5, 1000-4999, 2025-04-09 12:17:30
"Ambition21 LIMITED", "82990", -19.2, -24.5, -13.3, -15.8, 34.6, 38.8, 63.4, 80.2, 78.3, 91.6, 72.2, 84.1, 58.6, 88.3, 500-999, 2025-04-02 10:49:42
"Debenhams LIMITED", "47110", 10.3, 8.1, 27.4, 14.9, 56.7, 73.3, 53.5, 77.1, 72.4, 86.2, 59.3, 79.5, 62.9, 86.5, 500-999, 2025-04-04 13:17:58
"Wirecard Payment Processing LIMITED", "64320", -23.5, -30.9, 25.3, 20.3, 65.3, 72.4, 55.2, 84.8, 72.8, 92.9, 63.2, 81.3, 59.6, 83.5, 500-999, 2025-04-06 12:38:56
"American International Group INC", "65090", 15.6, 12.9, -21.3, -32.2, 59.4, 62.1, 44.8, 79.1, 53.6, 85.2, 45.9, 69.8, 55.8, 75.1, 1000-4999, 2025-04-03 10:08:43
"Card Factory LIMITED", "47520", 8.1, 9.2, 22.9, 19.5, 45.3, 51.1, 53.9, 77.3, 64.5, 86.2, 57.9, 75.1, 60.5, 85.3, 500-999, 2025-04-04 11:55:48
"Squire Patton Boggs (UK) LLP", "69100", 5.8, 3.6, 18.3, 12.5, 47.9, 55.6, 49.8, 75.4, 61.4, 84.1, 56.3, 73.9, 59.2, 80.8, 500-999, 2025-04-05 12:19:12
