EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Apex Logistics Solutions Ltd,49410,14.7,11.2,42.3,18.5,38.2,35.9,44.7,55.3,52.1,47.9,61.8,38.2,72.4,27.6,250-499,2025-01-15 09:22:17
BrightPath Education Group,85100,22.5,19.8,65.2,45.7,48.3,52.1,31.2,68.8,29.5,70.5,35.7,64.3,58.9,41.1,1000-4999,2024-12-03 11:45:32
Caledonian Hospitality Ventures Ltd,55100,8.3,6.1,21.4,12.8,22.1,19.7,47.9,52.1,49.3,50.7,53.6,46.4,59.2,40.8,500-999,2025-02-28 14:18:09
Dunelm Management Services PLC,47599,16.9,13.4,58.7,32.1,41.5,44.2,36.8,63.2,33.4,66.6,42.1,57.9,68.3,31.7,5000+,2024-11-21 16:30:55
Eastern Regional Health Trust,86101,18.2,15.6,49.3,28.7,45.9,48.3,28.7,71.3,26.1,73.9,31.5,68.5,54.2,45.8,5000+,2025-03-12 08:55:41
Fenwick Retail Group Ltd,47110,21.4,17.9,71.2,38.5,52.7,49.8,25.3,74.7,22.8,77.2,29.6,70.4,62.9,37.1,1000-4999,2024-10-08 13:12:28
GreenTech Energy Solutions,35110,12.8,9.5,38.6,15.2,29.4,26.8,41.2,58.8,44.7,55.3,49.1,50.9,65.5,34.5,250-499,2025-04-01 10:07:23
Harper & Associates Legal LLP,69101,28.3,24.7,78.9,52.1,68.4,71.5,18.7,81.3,15.2,84.8,22.3,77.7,74.6,25.4,500-999,2024-09-14 15:48:11
Inverness Construction Collective,41200,19.6,16.2,55.3,31.8,46.2,43.1,39.5,60.5,41.7,58.3,48.9,51.1,71.2,28.8,1000-4999,2025-01-30 12:25:44
Jupiter Financial Advisory Ltd,66120,26.8,22.1,82.4,48.9,71.5,68.2,21.4,78.6,18.9,81.1,25.7,74.3,78.1,21.9,250-499,2024-11-07 09:33:57
Kensington Primary Care Network,86210,15.3,12.7,33.8,19.4,31.6,34.2,42.1,57.9,38.5,61.5,44.8,55.2,59.7,40.3,500-999,2025-02-11 11:19:28
Lancashire Manufacturing Co Ltd,10890,11.7,8.9,29.5,13.2,24.8,22.1,46.3,53.7,48.9,51.1,52.4,47.6,64.2,35.8,250-499,2024-12-19 16:42:13
Merseybeat Entertainment Group,90010,23.1,19.4,67.8,41.2,54.3,51.7,27.6,72.4,24.9,75.1,31.8,68.2,65.4,34.6,500-999,2025-03-25 14:08:37
Northgate Security Services Ltd,80100,17.5,14.3,44.7,25.1,38.9,36.4,35.2,64.8,37.6,62.4,43.5,56.5,68.9,31.1,250-499,2024-10-22 10:55:29
Oxford BioTech Research Ltd,72190,14.2,11.6,37.1,18.7,32.5,29.8,39.7,60.3,42.1,57.9,46.8,53.2,63.4,36.6,250-499,2025-01-08 12:17:45
Pinnacle Property Services PLC,68100,20.8,17.2,62.5,35.8,49.7,46.9,29.3,70.7,26.7,73.3,33.5,66.5,67.8,32.2,1000-4999,2024-11-30 09:28:14
QuaySide Digital Marketing Ltd,73110,25.4,21.7,74.2,46.3,65.8,62.4,20.5,79.5,17.8,82.2,23.9,76.1,75.3,24.7,250-499,2025-02-14 15:51:22
Riverside Care Home Group,87100,16.9,14.1,41.6,22.3,36.2,38.7,33.8,66.2,31.4,68.6,37.2,62.8,56.9,43.1,1000-4999,2024-12-07 11:34:58
Silverstone Automotive Ltd,45111,13.6,10.4,35.8,16.9,28.7,25.4,43.1,56.9,45.8,54.2,50.3,49.7,66.1,33.9,500-999,2025-03-18 08:46:33
Thames Valley IT Support Ltd,62090,19.3,16.8,51.2,29.4,42.6,39.8,37.4,62.6,39.7,60.3,45.2,54.8,69.5,30.5,250-499,2024-10-31 13:29:44
Universal Logistics Network Ltd,52290,15.8,12.5,39.7,20.1,33.4,30.9,40.6,59.4,43.2,56.8,48.7,51.3,64.8,35.2,500-999,2025-01-25 10:12:58
Victoria Street Retail Group,47710,22.7,18.6,68.9,40.2,53.1,50.4,26.8,73.2,24.1,75.9,30.5,69.5,63.7,36.3,1000-4999,2024-11-14 16:03:21
Westminster Consulting Partners Ltd,70229,27.1,23.8,79.5,51.2,69.7,66.3,19.3,80.7,16.8,83.2,22.6,77.4,76.9,23.1,250-499,2025-02-05 09:41:37
Xcel Energy Services UK Ltd,35140,10.9,8.2,26.4,12.1,21.3,19.8,48.5,51.5,50.7,49.3,54.2,45.8,61.3,38.7,500-999,2024-12-22 14:27:15
