EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
THAMES WATER UTILITIES LIMITED,36000,14.2,11.8,45.6,22.3,78.2,65.4,62.1,37.9,58.3,41.7,68.5,31.5,72.4,27.6,5000-19999,2025-01-15 09:22:33
ASTON MARTIN LAGONDA LIMITED,29101,24.7,19.3,68.9,52.1,82.5,71.2,71.4,28.6,65.8,34.2,58.9,41.1,48.7,51.3,1000-4999,2024-12-08 14:17:45
BOOTS UK LIMITED,47730,16.8,13.2,38.4,18.7,45.2,52.8,31.2,68.8,29.5,70.5,34.1,65.9,42.3,57.7,10000+,2025-03-21 11:45:22
ROYAL BANK OF SCOTLAND PLC,64191,32.5,28.7,71.3,65.8,88.9,82.1,75.2,24.8,69.4,30.6,64.7,35.3,58.9,41.1,10000+,2024-11-30 16:33:11
PRET A MANGER LIMITED,56101,8.4,5.2,12.3,8.9,15.6,18.2,42.1,57.9,38.7,61.3,44.8,55.2,49.2,50.8,5000-19999,2025-02-14 08:56:47
JAGUAR LAND ROVER AUTOMOTIVE PLC,29101,22.1,18.6,58.7,43.2,79.8,68.5,68.3,31.7,62.5,37.5,57.2,42.8,52.1,47.9,10000+,2024-10-19 13:28:59
TESCO STORES LIMITED,47110,12.3,9.8,25.6,15.4,38.7,42.1,45.2,54.8,41.3,58.7,46.9,53.1,51.4,48.6,10000+,2025-04-01 10:12:34
BRITISH AIRWAYS PLC,51101,18.9,15.7,48.3,32.1,72.5,65.8,58.9,41.1,54.2,45.8,49.7,50.3,45.6,54.4,10000+,2024-12-22 17:45:23
NATIONAL GRID PLC,35110,19.6,16.2,52.8,38.4,81.2,74.6,71.5,28.5,66.3,33.7,61.8,38.2,56.4,43.6,5000-19999,2025-01-08 12:34:56
WALGREENS BOOTS ALLIANCE (UK) LIMITED,47730,17.2,14.1,36.8,21.5,47.3,54.9,33.6,66.4,31.8,68.2,36.4,63.6,44.1,55.9,10000+,2024-11-15 15:27:41
LLOYDS BANK PLC,64191,29.8,25.4,68.7,61.2,85.6,79.3,72.8,27.2,67.5,32.5,62.9,37.1,57.2,42.8,10000+,2025-03-05 09:18:45
BP OIL UK LIMITED,19201,23.4,20.1,56.2,48.7,76.3,69.8,65.7,34.3,60.2,39.8,55.6,44.4,50.8,49.2,10000+,2024-10-30 14:22:17
VODAFONE LIMITED,61200,15.7,12.9,42.5,28.3,68.9,62.4,54.3,45.7,49.8,50.2,51.6,48.4,48.9,51.1,10000+,2025-02-28 11:55:33
MARKS AND SPENCER PLC,47190,13.6,10.8,28.9,19.6,42.7,48.3,38.5,61.5,35.2,64.8,41.7,58.3,47.3,52.7,10000+,2024-12-11 16:40:12
BARCLAYS BANK PLC,64191,31.2,27.8,69.4,63.7,87.2,81.5,74.6,25.4,69.1,30.9,64.3,35.7,59.6,40.4,10000+,2025-01-25 13:08:29
SAINSBURY'S SUPERMARKETS LTD,47110,14.9,11.7,31.2,17.8,41.5,46.7,43.8,56.2,39.4,60.6,45.1,54.9,50.2,49.8,10000+,2024-11-22 10:25:44
SHELL UK LIMITED,19201,25.8,22.3,59.7,51.4,78.9,72.6,67.2,32.8,62.5,37.5,57.9,42.1,53.4,46.6,10000+,2025-03-15 15:17:58
BT GROUP PLC,61100,17.4,14.6,44.8,31.2,70.5,64.7,59.6,40.4,54.7,45.3,50.2,49.8,47.1,52.9,10000+,2024-10-07 12:13:37
HSBC UK BANK PLC,64191,28.6,24.9,66.3,58.7,84.1,78.2,71.3,28.7,66.8,33.2,62.1,37.9,56.7,43.3,10000+,2025-04-05 09:30:21
UNILEVER UK LIMITED,10890,19.2,16.5,51.3,43.6,75.8,69.2,64.9,35.1,59.7,40.3,55.8,44.2,51.6,48.4,5000-19999,2024-11-18 14:52:11
ROLLS-ROYCE PLC,30300,21.7,18.9,55.4,47.2,77.6,70.8,66.3,33.7,61.4,38.6,56.9,43.1,52.3,47.7,10000+,2025-01-30 16:48:25
DIAGEO SCOTLAND LIMITED,11040,16.3,13.7,39.6,26.8,65.2,58.9,56.8,43.2,51.4,48.6,48.7,51.3,46.5,53.5,5000-19999,2024-12-03 11:21:44
BURTONS BISCUIT COMPANY LIMITED,10720,12.8,9.6,24.7,16.3,35.9,41.2,40.3,59.7,37.1,62.9,43.5,56.5,49.8,50.2,1000-4999,2025-02-19 08:45:12
ASDA STORES LIMITED,47110,15.6,12.4,33.8,20.1,44.6,49.3,46.7,53.3,42.9,57.1,48.2,51.8,52.4,47.6,10000+,2024-10-26 15:33:27
KINGFISHER PLC,47599,18.5,15.3,46.2,32.7,67.8,61.5,57.4,42.6,52.9,47.1,49.6,50.4,48.3,51.7,10000+,2025-03-08 12:14:55
WPP GROUP PLC,73110,22.9,19.7,58.1,49.8,79.3,72.7,68.5,31.5,63.2,36.8,58.4,41.6,54.7,45.3,10000+,2024-11-12 17:28:41
LEGAL & GENERAL GROUP PLC,65120,26.4,22.8,62.5,54.3,81.7,75.2,70.1,29.9,65.6,34.4,60.3,39.7,55.9,44.1,5000-19999,2025-01-18 10:37:22
COMPASS GROUP PLC,56210,14.2,11.5,30.7,19.8,43.1,48.6,39.7,60.3,36.4,63.6,42.8,57.2,48.9,51.1,10000+,2024-12-15 13:49:33
ROYAL MAIL PLC,53201,16.8,13.9,37.4,25.6,62.3,56.7,53.2,46.8,48.9,51.1,46.3,53.7,44.7,55.3,10000+,2025-02-25 16:15:28
TESCO PLC,47110,13.1,10.2,27.3,16.9,39.8,44.5,42.6,57.4,38.7,61.3,44.2,55.8,49.6,50.4,10000+,2024-10-31 11:22:14
AVIVA PLC,65120,24.7,21.2,57.9,49.6,76.4,70.1,66.8,33.2,61.5,38.5,57.2,42.8,53.1,46.9,10000+,2025-03-25 14:40:51
PRUDENTIAL PLC,65300,27.3,23.5,64.2,56.8,83.1,76.9,72.4,27.6,67.2,32.8,62.7,37.3,58.1,41.9,5000-19999,2024-11-28 09:55:37
NATIONAL HEALTH SERVICE TRUST,86101,11.4,8.7,18.2,12.5,28.6,32.4,35.8,64.2,32.1,67.9,38.5,61.5,45.2,54.8,10000+,2025-01-05 15:18:42
BANK OF SCOTLAND PLC,64191,30.1,26.7,67.8,60.3,86.4,80.1,73.5,26.5,68.2,31.8,63.7,36.3,58.4,41.6,10000+,2024-12-20 12:08:29
CENTRICA PLC,35230,20.5,17.8,53.6,45.9,74.2,67.8,63.4,36.6,58.7,41.3,54.2,45.8,50.6,49.4,5000-19999,2025-02-08 16:34:17
SKY UK LIMITED,61300,16.9,14.1,41.3,28.7,66.8,60.5,55.7,44.3,51.2,48.8,48.9,51.1,46.8,53.2,10000+,2024-10-14 13:27:55
MORRISONS SUPERMARKETS PLC,47110,13.7,10.9,29.4,18.2,40.6,45.8,41.3,58.7,37.9,62.1,43.6,56.4,48.7,51.3,10000+,2025-03-30 10:41:22
THOMAS COOK GROUP PLC,79110,19.3,16.4,48.7,35.2,69.5,63.2,58.1,41.9,53.6,46.4,50.3,49.7,47.2,52.8,1000-4999,2024-11-05 15:12:48
TESCO PERSONAL FINANCE PLC,64191,25.6,22.1,60.8,52.3,78.5,72.1,67.9,32.1,62.4,37.6,58.1,41.9,54.2,45.8,1000-4999,2025-01-12 11:53:29
CO-OPERATIVE GROUP LIMITED,47110,15.2,12.6,34.1,21.7,46.3,51.8,44.5,55.5,41.2,58.8,46.9,53.1,51.3,48.7,10000+,2024-12-27 14:29:37
DEUTSCHE BANK AG,64191,33.8,29.4,72.1,66.8,89.3,83.7,76.2,23.8,70.5,29.5,65.8,34.2,61.7,38.3,5000-19999,2025-02-16 09:18:44
GOLDMAN SACHS INTERNATIONAL,64191,35.2,31.7,75.4,70.2,91.6,86.3,79.1,20.9,73.8,26.2,69.4,30.6,65.3,34.7,5000-19999,2024-10-21 17:22:11
