EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Thames Water Utilities Limited,36000,14.7,11.2,45.3,22.1,78.5,65.2,42.1,57.9,38.4,61.6,44.7,55.3,52.8,47.2,10000+,2025-01-15 09:22:33
Royal Mail Group Limited,53201,8.9,5.6,34.7,18.9,72.1,68.4,45.2,54.8,41.3,58.7,48.9,51.1,55.7,44.3,10000+,2025-02-28 14:17:52
Barclays Bank UK PLC,64191,32.1,26.8,68.5,45.2,85.3,72.1,28.4,71.6,22.7,77.3,31.5,68.5,58.9,41.1,10000+,2025-03-12 11:45:29
Tesco Stores Limited,47110,12.3,8.7,28.9,15.4,69.7,71.2,48.1,51.9,44.6,55.4,49.2,50.8,53.1,46.9,10000+,2025-01-08 16:30:15
NHS England,86101,19.8,15.2,41.7,28.3,45.2,38.9,22.1,77.9,18.4,81.6,24.7,75.3,39.8,60.2,10000+,2025-04-01 10:05:47
J Sainsbury PLC,47110,9.7,6.4,31.2,19.8,71.5,74.3,46.8,53.2,43.1,56.9,47.5,52.5,51.9,48.1,10000+,2025-02-14 13:22:18
BP Oil UK Limited,19201,24.6,19.3,59.8,38.7,82.1,69.4,32.7,67.3,28.9,71.1,35.2,64.8,61.3,38.7,10000+,2025-03-25 09:48:33
BT Group PLC,61900,16.2,12.8,42.1,29.5,76.8,71.2,38.4,61.6,34.7,65.3,41.9,58.1,57.2,42.8,10000+,2025-01-22 15:17:22
Lloyds Banking Group PLC,64191,28.7,23.4,65.9,42.1,83.7,70.5,29.8,70.2,25.3,74.7,32.6,67.4,59.4,40.6,10000+,2025-02-07 12:34:51
Amazon UK Services Limited,47990,11.4,7.9,38.2,21.7,74.9,68.7,52.3,47.7,48.6,51.4,53.8,46.2,56.1,43.9,10000+,2025-03-30 08:29:44
Shell UK Limited,19209,26.8,21.5,62.4,39.8,84.2,67.9,30.1,69.9,26.7,73.3,33.4,66.6,63.8,36.2,10000+,2025-01-18 17:42:55
HSBC UK Bank PLC,64191,31.5,27.2,69.7,46.3,86.4,73.1,27.6,72.4,23.9,76.1,29.7,70.3,60.2,39.8,10000+,2025-04-05 11:08:12
Marks and Spencer PLC,47190,13.8,10.2,35.6,23.1,68.9,72.5,44.7,55.3,41.2,58.8,46.3,53.7,52.4,47.6,10000+,2025-02-25 14:55:28
National Grid PLC,35110,18.9,14.7,48.2,31.5,79.3,66.8,36.2,63.8,32.5,67.5,39.7,60.3,58.6,41.4,10000+,2025-03-15 10:33:19
Vodafone Limited,61900,15.6,11.9,43.8,28.2,75.1,70.6,40.3,59.7,37.1,62.9,43.5,56.5,56.8,43.2,10000+,2025-01-30 09:15:47
Asda Stores Limited,47110,10.2,7.1,29.7,17.3,70.8,73.1,47.5,52.5,44.9,55.1,48.6,51.4,52.7,47.3,10000+,2025-02-11 16:28:52
Unilever UK Limited,10890,22.4,17.8,56.3,35.7,81.2,68.5,33.8,66.2,29.4,70.6,36.1,63.9,62.7,37.3,10000+,2025-03-08 13:44:21
Rolls-Royce PLC,30300,21.7,16.9,52.8,34.2,80.6,65.9,35.2,64.8,31.8,68.2,38.4,61.6,61.3,38.7,10000+,2025-01-12 12:07:35
Morrisons Supermarkets PLC,47110,11.8,8.5,32.1,20.6,72.3,75.0,46.2,53.8,43.7,56.3,47.1,52.9,51.4,48.6,10000+,2025-04-02 15:51:28
Network Rail Infrastructure Limited,49100,17.3,13.5,44.9,29.7,77.2,63.5,39.1,60.9,35.8,64.2,42.3,57.7,59.5,40.5,10000+,2025-02-19 08:36:49
BMW UK Limited,45111,19.6,15.4,49.7,32.8,78.9,67.2,37.5,62.5,34.2,65.8,40.8,59.2,60.1,39.9,10000+,2025-03-22 11:29:17
John Lewis Partnership PLC,47190,12.5,9.1,33.4,21.9,67.8,71.3,45.3,54.7,42.1,57.9,46.7,53.3,53.8,46.2,10000+,2025-01-25 14:12:44
Balfour Beatty PLC,41100,20.2,16.1,51.3,33.5,81.7,64.2,36.9,63.1,33.4,66.6,39.7,60.3,61.8,38.2,10000+,2025-04-08 09:58:22
Aviva PLC,65120,25.9,21.2,58.6,37.9,82.4,69.7,31.4,68.6,27.8,72.2,34.5,65.5,62.1,37.9,10000+,2025-02-04 16:45:31
Co-operative Group Limited,47110,13.1,9.7,34.8,22.5,69.2,73.6,44.2,55.8,41.5,58.5,45.9,54.1,52.3,47.7,10000+,2025-03-18 13:21:55
Diageo Great Britain Limited,11050,23.7,18.6,55.2,36.4,80.3,67.1,34.6,65.4,30.9,69.1,37.2,62.8,63.5,36.5,10000+,2025-01-28 10:14:38
SSE PLC,35140,19.3,15.1,47.8,30.9,78.6,65.3,37.2,62.8,33.9,66.1,40.5,59.5,59.2,40.8,10000+,2025-04-12 12:37:29
Tesco Mobile Limited,61900,14.7,11.3,41.5,26.8,73.2,69.8,41.6,58.4,38.3,61.7,44.7,55.3,57.1,42.9,500-999,2025-02-16 15:48:52
Royal Bank of Scotland PLC,64191,29.8,24.5,66.3,43.7,84.9,71.2,28.9,71.1,25.4,74.6,31.8,68.2,60.7,39.3,10000+,2025-03-05 08:52:17
BSkyB Limited,61300,16.8,13.2,44.6,28.9,76.4,72.1,39.7,60.3,36.4,63.6,42.1,57.9,58.3,41.7,10000+,2025-01-20 11:25:44
Arriva UK Trains Limited,49100,15.4,11.8,42.3,27.1,74.8,67.5,41.3,58.7,38.2,61.8,44.6,55.4,57.9,42.1,5000-9999,2025-04-14 14:03:21
Next Retail Limited,47710,18.2,14.6,46.9,30.2,77.3,70.8,36.8,63.2,33.5,66.5,39.4,60.6,59.7,40.3,10000+,2025-02-08 09:17:33
Capita PLC,82990,21.5,17.3,53.7,34.8,79.6,68.2,34.2,65.8,30.7,69.3,37.5,62.5,62.4,37.6,10000+,2025-03-28 16:19:47
WPP Group PLC,73110,27.3,22.8,64.1,41.5,85.7,72.4,26.8,73.2,23.1,76.9,29.4,70.6,61.8,38.2,10000+,2025-01-14 13:08:55
DS Smith Packaging Limited,17120,16.9,13.1,45.2,29.6,75.9,66.7,38.5,61.5,35.2,64.8,41.7,58.3,58.9,41.1,5000-9999,2025-04-18 10:41:22
Whitbread PLC,55100,17.6,13.9,47.3,31.2,76.8,69.4,37.9,62.1,34.6,65.4,40.2,59.8,59.1,40.9,10000+,2025-02-21 15:27:18
Land Securities PLC,68100,24.2,19.7,57.9,37.2,83.1,70.6,32.1,67.9,28.6,71.4,35.4,64.6,63.2,36.8,1000-4999,2025-03-19 08:53:29
Kingfisher PLC,47540,19.8,15.6,48.6,32.4,77.5,68.9,36.4,63.6,33.1,66.9,39.8,60.2,60.3,39.7,10000+,2025-01-31 12:16:44
Serco Limited,84250,20.6,16.4,50.7,33.1,78.2,65.7,35.7,64.3,32.4,67.6,38.9,61.1,61.5,38.5,5000-9999,2025-04-21 14:38:07
Standard Chartered Bank PLC,64191,30.4,25.1,67.8,44.9,85.7,72.8,27.3,72.7,24.1,75.9,30.5,69.5,61.4,38.6,10000+,2025-02-26 09:22:51
William Hill PLC,92000,22.1,17.9,54.2,35.6,79.8,68.4,34.5,65.5,31.2,68.8,37.8,62.2,62.9,37.1,5000-9999,2025-03-31 16:04:33
Centrica PLC,35230,18.5,14.2,46.1,29.8,77.1,66.5,37.6,62.4,34.3,65.7,41.1,58.9,59.7,40.3,10000+,2025-01-17 11:47:28
G4S PLC,80100,19.2,15.7,49.3,32.1,78.6,64.8,36.2,63.8,32.9,67.1,39.5,60.5,60.8,39.2,10000+,2025-04-25 13:15:42
Hammerson PLC,68100,23.8,19.1,56.7,36.8,82.9,69.4,31.7,68.3,28.4,71.6,34.9,65.1,63.7,36.3,1000-4999,2025-02-13 15:59:17
EasyJet PLC,51102,25.6,20.4,59.2,38.7,83.4,68.1,30.5,69.5,27.2,72.8,33.8,66.2,64.1,35.9,5000-9999,2025-03-26 10:28:44
Associated British Foods PLC,10891,17.9,14.3,47.5,31.8,76.2,67.3,37.1,62.9,33.8,66.2,40.6,59.4,59.8,40.2,10000+,2025-01-09 14:52:33
