2024,99999,CA,6001.0,60010981700.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originations,1,450000.0,85.0,6.5,2.2,1,3400.0,2250.0,1500.0,750.0,700.0,360,0,0,0,0,0,0,0,1,1,3,5,1,0,225000.0,1,1,3,5,1,0,120.0,2,2,1,0,60,62,302000.0,302000.0,1,1,1,1,1,1,1,1,1,1,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,99999,TX,48167.0,48167038020.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic or Latino,Male,Loan originations,1,325000.0,90.0,5.75,1.5,3,2500.0,1250.0,500.0,200.0,800.0,360,0,0,1,0,0,0,0,1,1,3,5,1,0,150000.0,1,1,3,5,1,0,90.0,1,2,0,0,55,58,175000.0,180000.0,0,0,0,0,0,0,0,0,0,0,1,1,25,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,13041,FL,12095.0,12095070300.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black,Male,Loan originations,32,280000.0,87.5,6.25,1.85,2,2100.0,1500.0,450.0,300.0,700.0,360,0,0,0,0,1,0,0,1,1,5,5,1,0,140000.0,1,1,3,5,1,0,96.0,2,2,0,0,57,55,185000.0,190000.0,1,1,0,0,0,0,1,1,0,0,1,1,50,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,99999,AZ,04005.0,04005030300.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originations,1,420000.0,82.5,6.2,1.95,1,3200.0,2000.0,1200.0,400.0,800.0,360,0,0,0,0,0,0,0,1,1,3,3,1,0,230000.0,1,1,3,3,1,0,110.0,1,2,0,0,60,62,210000.0,215000.0,1,1,1,1,1,1,1,1,1,1,1,1,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,99999,MN,27017.0,27017010100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,Loan originations,3,185000.0,85.0,7.0,2.0,3,1800.0,1100.0,1000.0,350.0,700.0,300,0,0,0,0,1,0,0,1,1,3,5,1,0,120000.0,1,1,3,5,1,0,105.0,2,2,0,0,61,60,180000.0,185000.0,0,0,1,1,0,0,1,1,0,0,1,1,65,65,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,99999,NY,36061.0,36061001000.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,Loan originations,32,320000.0,88.0,6.0,2.1,2,2025.0,1000.0,320.0,300.0,645.0,360,0,0,0,1,0,0,0,1,1,3,5,1,0,140000.0,1,1,3,5,1,0,90.0,1,2,0,0,62,62,170000.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,13041,NC,37003.0,37003010900.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,Application approved but not accepted,1,290000.0,92.0,5.0,0.85,1,2100.0,860.0,750.0,150.0,1000.0,360,0,0,0,0,0,0,0,1,1,3,5,1,0,130000.0,1,1,3,5,1,0,100.0,2,2,1,1,58,60,155000.0,170000.0,1,1,0,0,0,0,0,0,0,0,1,1,35,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,99999,WA,53033.0,53033989000.0,Conventional:Subordinate Lien,Multi-Family:Site-Built,Hispanic or Latino,Hispanic or Latino,Male,Loan originations,1,150000.0,90.0,5.75,1.5,3,1100.0,420.0,340.0,90.0,700.0,360,0,0,0,0,1,0,1,1,1,3,5,1,1,280000.0,1,1,3,5,1,0,160.0,2,2,0,0,48,58,165000.0,170000.0,0,1,1,1,0,0,0,0,0,0,1,1,60,60,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,99999,MD,24005.0,24005063000.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originations,1,505000.0,90.0,6.25,1.8,3,3500.0,2700.0,1900.0,800.0,800.0,360,0,0,0,0,0,0,0,1,1,3,5,1,0,322500.0,1,1,3,5,1,0,140.0,2,2,0,0,62,64,425000.0,430000.0,0,0,1,1,0,0,0,0,0,0,0,0,23,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,99999,OR,41051.0,41051001200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originations,5,295000.0,87.0,6.0,2.0,2,2300.0,1600.0,1000.0,400.0,700.0,300,0,0,0,0,0,0,0,1,1,3,5,1,0,177500.0,1,1,3,5,1,0,110.0,1,2,0,0,65,60,220000.0,210000.0,1,1,0,0,0,0,0,0,1,1,0,0,65,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
