EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Smith & Co Ltd,"70120,70200",-1.5,-2.1,0.8,1.1,15.6,14.8,"£21,500","£19,200","£25,800","£22,900","£32,400","£29,800","£40,200","£36,500","1,001-5,000",2024-02-15
Edwards Group,"70200,70300",2.1,2.5,-0.9,-1.2,18.9,16.1,"£20,100","£17,300","£26,500","£23,400","£33,800","£30,200","£41,600","£37,800","501-1,000",2024-03-20
Jones Corporation,"80110,80200",-2.8,-3.4,1.6,2.1,14.3,12.2,"£22,800","£20,500","£28,200","£25,300","£36,000","£32,500","£43,800","£40,000","5,001-10,000",2024-04-05
Hill & Sons Ltd,"70110,70200",1.9,2.3,-1.1,-1.5,17.4,15.3,"£21,300","£18,800","£27,000","£24,200","£34,800","£31,200","£42,600","£38,400","1,001-5,000",2024-05-10
Brown Enterprises,"70300,70400",-1.1,-1.6,0.5,0.7,16.8,15.1,"£20,500","£18,300","£26,100","£23,500","£33,300","£29,800","£41,100","£37,200","501-1,000",2024-06-15
Wilson Partnership,"80100,80200",2.5,3.1,-1.3,-1.7,19.2,16.9,"£22,100","£19,400","£28,800","£25,600","£37,200","£33,400","£44,800","£41,000","1,001-5,000",2024-07-20
Thomas Group,"70200,70300",-0.9,-1.4,1.2,1.6,15.9,14.7,"£21,800","£19,400","£27,300","£24,700","£35,800","£32,100","£43,400","£39,600","501-1,000",2024-08-25
Martin & Co Ltd,"80110,80200",1.1,1.5,-0.6,-0.9,18.1,16.2,"£20,300","£18,100","£26,600","£23,900","£34,400","£30,900","£42,200","£38,300","1,001-5,000",2024-09-30
Lee and Co,"70300,70400",-2.3,-2.9,1.9,2.4,14.6,12.7,"£22,400","£20,100","£28,100","£25,300","£36,600","£33,000","£44,400","£40,700","501-1,000",2024-10-05
Davies Partnership,"70200,70300",2.3,2.9,-1.4,-1.9,19.5,17.1,"£21,500","£19,100","£27,800","£24,800","£35,200","£31,500","£43,000","£39,200","1,001-5,000",2024-11-10
Evans Group,"80100,80200",-1.6,-2.2,0.7,0.9,16.5,14.8,"£20,800","£18,700","£26,400","£23,900","£34,800","£31,200","£42,600","£38,800","501-1,000",2024-12-15
Taylor Enterprises,"70300,70400",2.5,3.1,-1.1,-1.5,19.8,17.7,"£22,300","£19,800","£28,800","£25,900","£37,300","£33,600","£44,800","£41,100","1,001-5,000",2025-01-20
Reed and Co Ltd,"70200,70300",-0.5,-0.9,1.1,1.5,15.2,13.9,"£21,100","£19,200","£27,600","£24,400","£35,800","£32,100","£43,400","£39,600","501-1,000",2025-02-25
George Partnership,"80110,80200",1.8,2.4,-0.8,-1.2,18.4,16.6,"£20,600","£18,400","£27,200","£24,800","£34,600","£31,000","£42,400","£38,600","1,001-5,000",2025-03-30
Jackson Group,"70300,70400",-2.9,-3.5,2.2,2.7,14.9,12.8,"£22,900","£20,600","£28,900","£25,800","£37,300","£33,500","£45,000","£41,200","501-1,000",2025-04-05
White and Co Ltd,"70200,70300",2.2,2.8,-1.6,-2.1,20.1,18.3,"£21,800","£19,400","£28,400","£25,400","£36,800","£33,000","£44,400","£40,600","1,001-5,000",2025-05-10
Thompson Group,"80100,80200",-1.1,-1.6,0.9,1.2,16.2,14.3,"£20,400","£18,200","£26,800","£23,700","£34,400","£30,800","£42,100","£38,200","501-1,000",2025-06-15
Campbell Partnership,"70300,70400",1.3,1.9,-0.4,-0.7,17.8,15.9,"£21,200","£19,100","£27,600","£24,500","£35,200","£31,400","£42,800","£39,000","1,001-5,000",2025-07-20
