"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Smith and Co.","47820, 82990","6.2","7.1","15.6","10.3","25.9","18.4","45.2","48.5","60.3","62.9","70.5","72.8","80.9","85.5","499","2024-07-15"
"Jones Inc.","82990, 96010","4.5","5.8","12.9","8.5","22.9","17.1","42.5","50.3","59.2","63.5","69.3","71.5","78.9","83.2","1299","2024-06-20"
"Brown Group","96010, 96030","7.8","8.5","16.2","11.1","24.3","20.5","46.1","53.2","61.3","66.9","72.8","75.3","82.5","87.9","1999","2024-08-25"
"White Corp.","96030, 96040","5.9","6.3","14.1","9.2","21.1","19.3","43.8","52.1","58.9","63.4","68.5","70.8","77.2","82.5","2999","2024-09-15"
"Williams Ltd.","96040, 96050","6.5","7.2","15.5","10.6","25.5","19.9","44.9","51.3","60.8","65.6","72.3","74.9","81.2","86.7","3999","2024-10-20"
"Wilson Partnership","96050, 96060","4.2","5.1","11.9","8.1","20.9","17.5","40.8","49.5","56.3","61.9","66.4","69.1","75.9","81.4","4999","2024-11-25"
"Davis Holdings","96060, 96070","7.1","7.8","15.9","10.9","23.4","20.7","45.5","53.5","62.3","66.2","72.5","75.1","82.8","88.3","6999","2024-12-01"
"Harris Group","96070, 96080","5.6","6.2","13.9","9.4","22.4","19.6","42.3","51.8","58.1","63.2","67.3","70.2","76.9","82.1","8999","2024-01-15"
"Martin and Sons","96080, 96100","6.9","7.6","16.4","11.3","24.9","21.1","46.4","54.2","61.9","67.3","73.2","75.8","83.1","88.6","10999","2024-02-20"
"Taylor and Co.","96100, 96110","4.8","5.9","12.7","8.8","21.5","18.3","41.9","50.5","57.3","62.9","66.4","69.3","75.4","81.6","12999","2024-03-25"
"King and Sons","96110, 96120","7.3","7.9","16.1","11.4","24.2","20.9","45.2","53.9","61.5","66.8","72.9","75.4","83.8","89.1","14999","2024-04-01"
"Baker Holdings","96120, 96130","5.4","6.1","13.8","9.5","22.1","19.4","41.5","51.1","57.4","62.7","66.3","69.5","76.2","81.9","16999","2024-05-15"
"Lee Inc.","96130, 96140","6.1","7.0","15.3","10.7","25.6","20.3","44.5","52.5","60.1","65.4","72.1","74.7","82.4","87.9","19999","2024-05-20"
"Chen and Co.","96140, 96150","4.9","5.8","12.5","8.9","21.9","18.5","41.3","49.9","56.8","62.2","65.9","69.2","75.6","81.8","20999","2024-06-01"
"Patel Group","96150, 96160","7.5","7.2","16.8","11.6","25.3","22.1","47.9","55.9","63.3","69.3","74.8","77.2","85.6","91.1","22999","2024-06-25"
"Brown and Sons","96160, 96170","5.8","6.5","14.5","9.9","23.4","20.7","43.5","52.8","58.9","64.4","69.9","72.3","79.2","84.9","24999","2024-07-01"
"Wang Ltd.","96170, 96180","6.4","7.1","15.2","10.9","26.3","21.6","45.1","53.4","60.6","65.5","72.2","74.9","83.3","89.5","26999","2024-07-15"
"Liu and Co.","96180, 96200","4.7","5.5","12.3","8.6","21.1","18.9","40.9","49.4","56.4","61.8","65.2","68.5","74.9","80.6","29999","2024-08-01"
"Alvar Ltd.","96200, 96210","7.9","7.4","17.1","11.7","25.8","22.5","48.9","56.1","64.2","70.5","75.6","78.3","86.2","92.5","30999","2024-08-20"
"Ali and Sons","96210, 96220","5.3","6.0","13.6","9.2","22.6","20.1","42.2","51.6","57.8","62.5","66.9","70.1","76.4","82.1","32999","2024-09-01"
"Fatima Inc.","96220, 96230","6.2","7.0","15.1","10.4","25.2","21.9","44.8","53.2","60.4","65.3","71.8","74.5","82.9","89.3","34999","2024-09-15"
"Zhang Group","96230, 96240","4.6","5.4","12.1","8.3","20.8","18.2","40.6","49.1","55.6","61.4","65.1","68.4","74.8","80.4","36999","2024-10-01"
"Lee Holdings","96240, 96250","7.6","7.3","16.9","11.8","25.6","22.4","48.3","55.7","64.1","70.4","75.5","78.2","86.1","92.6","38999","2024-10-20"
