EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
ABC Ltd,84110,-1.25,-1.30,-2.50,-3.00,25.00,18.00,24.00,22.00,28.00,25.00,32.00,29.00,35.00,31.00,100-249,2024-05-12
XYZ Corp,93130,-0.75,-1.00,-5.00,-6.00,30.00,20.00,25.00,23.00,30.00,27.00,35.00,32.00,40.00,36.00,250-499,2024-07-25
Company A,64209,-1.50,-1.70,-10.00,-12.00,35.00,22.00,28.00,26.00,33.00,30.00,38.00,35.00,42.00,39.00,500-999,2024-09-15
GHI Solutions,93140,-0.25,-0.50,-3.00,-4.00,20.00,15.00,22.00,20.00,25.00,23.00,28.00,25.00,30.00,27.00,1000-2499,2024-03-20
JKL Consulting,64202,-1.00,-1.20,-4.00,-5.00,22.00,18.00,24.00,22.00,28.00,25.00,32.00,29.00,35.00,31.00,1000-2499,2024-06-10
MNO Inc,84120,-0.50,-0.70,-2.00,-3.00,25.00,20.00,26.00,24.00,29.00,26.00,33.00,30.00,36.00,33.00,1000-2499,2024-08-05
PQR Services,93110,-1.75,-2.00,-12.00,-15.00,40.00,25.00,35.00,32.00,40.00,37.00,45.00,41.00,50.00,46.00,5000-9999,2024-09-01
STU Ltd,64205,-0.25,-0.30,-1.00,-2.00,18.00,15.00,20.00,18.00,22.00,20.00,24.00,21.00,26.00,23.00,100-249,2024-04-20
VWX Partners,84110,-1.00,-1.20,-3.00,-4.00,20.00,18.00,22.00,20.00,25.00,23.00,28.00,25.00,30.00,27.00,1000-2499,2024-05-15
YZA Inc,93120,-0.75,-1.00,-6.00,-8.00,30.00,22.00,28.00,26.00,32.00,29.00,37.00,34.00,40.00,36.00,1000-2499,2024-07-10
BBC Solutions,64201,-1.25,-1.40,-5.00,-7.00,25.00,20.00,27.00,24.00,31.00,28.00,35.00,32.00,38.00,35.00,500-999,2024-02-20
CDE Corp,93140,-0.50,-0.70,-4.00,-6.00,22.00,18.00,25.00,23.00,28.00,25.00,32.00,29.00,35.00,31.00,250-499,2024-06-25
