"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"British Airways","6420 6510","-0.14","-0.11","-0.35","-0.25","16.39","9.45","35,000","28,000","40,000","32,000","50,000","43,000","60,000","53,000","15000","2024-06-15"
"Aberdeen University","8542 8543","-0.21","-0.18","-0.55","-0.42","20.15","12.69","30,000","24,000","38,000","31,000","48,000","42,000","58,000","50,000","12000","2024-05-20"
"National Trust","8210 8211","-0.18","-0.13","-0.45","-0.32","18.05","11.23","25,000","20,000","33,000","28,000","45,000","40,000","55,000","48,000","10000","2024-07-10"
"University of Manchester","8542 8543","-0.25","-0.22","-0.60","-0.48","22.10","14.29","32,000","25,000","41,000","34,000","52,000","46,000","62,000","54,000","18000","2024-06-25"
"BT Group","6420 6510","-0.12","-0.09","-0.28","-0.20","15.60","9.18","36,000","29,000","42,000","35,000","51,000","44,000","59,000","52,000","16000","2024-05-15"
"Leeds Teaching Hospitals NHS Trust","8510 8511","-0.28","-0.25","-0.65","-0.52","23.75","15.47","31,000","24,000","40,000","34,000","50,000","45,000","60,000","53,000","12000","2024-07-20"
"Hospitality Industry Training Board","8535","-0.22","-0.19","-0.50","-0.38","19.75","12.45","28,000","22,000","36,000","30,000","47,000","41,000","56,000","49,000","9000","2024-06-10"
"University of Edinburgh","8542 8543","-0.24","-0.21","-0.58","-0.46","21.35","13.69","33,000","26,000","42,000","35,000","51,000","46,000","61,000","54,000","15000","2024-05-25"
"GlaxoSmithKline","6420 6510","-0.15","-0.12","-0.32","-0.23","16.50","9.78","38,000","30,000","44,000","37,000","54,000","47,000","62,000","56,000","20000","2024-07-15"
"Ford of Britain","6510","-0.10","-0.07","-0.25","-0.19","14.95","8.91","40,000","32,000","46,000","39,000","55,000","49,000","63,000","57,000","18000","2024-06-20"
"University of Glasgow","8542 8543","-0.26","-0.23","-0.61","-0.49","22.50","14.58","34,000","26,000","43,000","36,000","52,000","47,000","63,000","56,000","13000","2024-05-30"
"Shell UK","6420 6510","-0.11","-0.08","-0.27","-0.20","15.25","9.10","39,000","31,000","45,000","38,000","53,000","47,000","62,000","56,000","22000","2024-07-25"
"University of Birmingham","8542 8543","-0.23","-0.20","-0.52","-0.39","19.80","12.85","30,000","24,000","38,000","32,000","48,000","43,000","58,000","51,000","12000","2024-06-10"
"Transport for London","8510 8511","-0.29","-0.26","-0.68","-0.55","24.25","16.18","32,000","25,000","41,000","34,000","50,000","45,000","61,000","54,000","12000","2024-05-20"
"Royal Bank of Scotland","6510","-0.09","-0.06","-0.24","-0.18","14.70","8.56","41,000","33,000","47,000","40,000","56,000","50,000","64,000","58,000","16000","2024-06-25"
"BP UK","6420 6510","-0.13","-0.10","-0.30","-0.22","16.10","9.54","42,000","34,000","48,000","41,000","56,000","50,000","65,000","60,000","20000","2024-07-10"
"University of York","8542 8543","-0.25","-0.22","-0.59","-0.47","21.80","14.02","35,000","27,000","44,000","37,000","53,000","48,000","62,000","56,000","10000","2024-05-15"
"Deloitte LLP","8510 8511","-0.27","-0.24","-0.63","-0.50","23.50","15.35","33,000","25,000","42,000","35,000","50,000","45,000","61,000","55,000","11000","2024-06-20"
"University of Exeter","8542 8543","-0.22","-0.19","-0.50","-0.38","19.30","12.29","29,000","23,000","37,000","31,000","46,000","41,000","56,000","49,000","9000","2024-07-25"
"BT Group","6420 6510","-0.14","-0.11","-0.33","-0.24","16.05","9.49","37,000","30,000","43,000","36,000","52,000","46,000","60,000","54,000","16000","2024-05-30"
"GlaxoSmithKline","6420 6510","-0.16","-0.13","-0.36","-0.26","17.20","10.32","40,000","32,000","46,000","39,000","55,000","50,000","64,000","59,000","20000","2024-06-15"
"HM Revenue & Customs","8510 8511","-0.30","-0.27","-0.69","-0.56","24.80","16.49","34,000","26,000","43,000","36,000","51,000","46,000","62,000","56,000","13000","2024-07-20"
"British Gas","6420 6510","-0.10","-0.07","-0.26","-0.20","15.05","8.93","42,000","34,000","48,000","41,000","56,000","50,000","65,000","60,000","20000","2024-05-25"
"Ford of Britain","6510","-0.11","-0.08","-0.28","-0.21","14.95","8.91","43,000","35,000","49,000","42,000","58,000","52,000","66,000","61,000","18000","2024-06-10"
"Shell UK","6420 6510","-0.12","-0.09","-0.29","-0.22","15.60","9.18","44,000","36,000","50,000","43,000","59,000","53,000","67,000","62,000","22000","2024-07-25"
"University of Bristol","8542 8543","-0.24","-0.21","-0.56","-0.44","21.60","13.86","36,000","28,000","45,000","38,000","54,000","49,000","64,000","59,000","10000","2024-05-15"
"British Airways","6420 6510","-0.15","-0.12","-0.34","-0.25","16.39","9.45","45,000","37,000","52,000","45,000","60,000","54,000","68,000","63,000","15000","2024-06-20"
"University of East Anglia","8542 8543","-0.26","-0.23","-0.61","-0.49","22.40","14.78","37,000","29,000","46,000","39,000","55,000","50,000","65,000","61,000","12000","2024-07-10"
"BP UK","6420 6510","-0.13","-0.10","-0.31","-0.23","16.10","9.54","48,000","40,000","54,000","47,000","62,000","57,000","69,000","65,000","20000","2024-05-30"
"Transport for London","8510 8511","-0.28","-0.25","-0.64","-0.51","23.75","15.47","38,000","30,000","45,000","38,000","52,000","47,000","62,000","57,000","12000","2024-06-25"
"Royal Bank of Scotland","6510","-0.10","-0.07","-0.26","-0.20","14.70","8.56","49,000","41,000","55,000","48,000","63,000","58,000","70,000","67,000","16000","2024-07-15"
"University of Leeds","8542 8543","-0.25","-0.22","-0.59","-0.47","21.80","14.02","40,000","32,000","48,000","41,000","57,000","52,000","66,000","62,000","11000","2024-05-20"
"University of Manchester","8542 8543","-0.27","-0.24","-0.63","-0.50","22.10","14.29","41,000","33,000","50,000","43,000","59,000","54,000","67,000","65,000","18000","2024-06-10"
"University of Edinburgh","8542 8543","-0.23","-0.20","-0.52","-0.39","20.35","12.69","42,000","34,000","51,000","44,000","61,000","56,000","69,000","66,000","15000","2024-07-20"
"Leeds Teaching Hospitals NHS Trust","8510 8511","-0.29","-0.26","-0.66","-0.53","23.75","15.47","43,000","35,000","51,000","44,000","60,000","56,000","69,000","67,000","12000","2024-05-25"
"National Trust","8210 8211","-0.17","-0.14","-0.38","-0.27","18.05","11.23","44,000","36,000","52,000","45,000","62,000","57,000","70,000","68,000","10000","2024-06-15"
"Hospitality Industry Training Board","8535","-0.20","-0.17","-0.43","-0.33","19.75","12.45","45,000","37,000","53,000","46,000","63,000","59,000","72,000","70,000","9000","2024-07-10"
"GlaxoSmithKline","6420 6510","-0.18","-0.15","-0.40","-0.30","17.20","10.32","50,000","42,000","56,000","49,000","65,000","61,000","72,000","71,000","20000","2024-05-30"
