EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP (OPERATIONS) LIMITED,64209,30.4,23.6,73.9,30.0,55.4,64.0,25.4,74.6,15.1,84.9,27.0,73.0,55.6,44.4,500-999,2025-04-03 15:10:41
DE VERE WOKEFIELD ESTATE LIMITED,55100,16.7,3.6,40.5,-119.2,42.3,49.7,29.9,70.1,45.6,54.4,44.8,55.2,63.2,36.8,250-499,2025-03-31 14:44:02
ODEON CINEMAS LIMITED,"59131,59140",9.4,0.0,37.3,9.6,18.8,17.0,54.0,46.0,54.0,46.0,52.0,48.0,57.0,43.0,1000-4999,2025-04-04 11:41:38
CREDIT SUISSE GROUP PLC,66200,12.5,10.2,52.3,7.4,51.8,52.9,18.8,81.2,27.1,72.9,23.4,76.6,32.0,68.0,10000+,2025-03-29 19:17:22
HARRODS LIMITED,51200,13.2,7.2,45.9,20.5,46.3,47.8,22.1,77.9,38.9,61.1,32.8,67.2,49.8,50.2,500-999,2025-04-02 13:23:15
ST GEORGE'S HOSPITAL NHS TRUST,86200,2.1,1.9,12.1,4.2,8.9,6.9,30.5,69.5,30.5,69.5,40.1,59.9,64.4,35.6,10000+,2025-04-01 08:53:30
REDBRIDGE COMMUNITY HEALTHCARE NHS TRUST,86200,3.7,2.9,15.6,8.9,10.3,7.1,28.1,71.9,30.2,69.8,41.2,58.8,68.4,31.6,1000-4999,2025-03-28 11:12:55
ROYAL VICTORIA INFIRMARY NHS FOUNDATION TRUST,86200,1.9,0.8,10.3,9.3,6.4,3.4,32.4,67.6,29.0,71.0,38.5,61.5,56.8,43.2,1000-4999,2025-03-27 09:47:16
THE UNIVERSITY OF MANCHESTER,85500,10.3,4.6,35.1,30.5,42.2,46.5,39.3,60.7,42.7,57.3,40.5,59.5,54.8,45.2,5000-9999,2025-04-05 12:03:12
OXFORD BROOKS UNIVERSITY,85500,9.8,5.2,32.8,28.0,41.9,44.4,36.8,63.2,41.2,58.8,37.5,62.5,50.0,50.0,1000-4999,2025-03-30 14:29:10
