EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
WILLIAM HILL PLC,64209,22.3,16.7,65.1,32.4,33.2,46.8,22.1,77.9,31.8,68.2,21.0,79.0,42.0,58.0,1000-4999,2025-04-01 09:32:15
GREAT BRITAIN BAKING COMPANY LTD,10720,14.5,8.9,23.8,18.2,42.0,52.2,48.0,52.0,35.0,65.0,45.0,55.0,68.0,32.0,250-499,2025-03-29 18:45:22
THE CO-OPERATIVE GROUP PLC,64209,28.8,21.4,59.9,37.5,49.5,65.7,31.0,69.0,38.0,62.0,37.0,63.0,68.0,32.0,1000-4999,2025-03-30 14:10:53
NATIONAL GRID PLC,61000,35.2,29.1,78.3,45.8,72.0,78.5,25.0,75.0,18.0,82.0,19.0,81.0,64.0,36.0,5000+,2025-03-31 11:56:07
LLOYDS BANKING GROUP PLC,64910,18.9,12.3,48.1,26.0,54.0,62.1,35.0,65.0,28.0,72.0,38.0,62.0,53.0,47.0,1000-4999,2025-04-02 16:44:31
BARCLAYS PLC,64910,25.0,19.5,72.4,43.1,61.0,69.2,33.0,67.0,30.0,70.0,32.0,68.0,54.0,46.0,1000-4999,2025-03-28 12:20:47
BRITISH AMERICAN TOBACCO PLC,11020,31.0,24.8,68.7,41.0,56.0,69.7,29.0,71.0,31.0,69.0,35.0,65.0,57.0,43.0,5000+,2025-04-03 10:15:41
VODAFONE GROUP PLC,61900,23.4,17.8,60.1,33.7,49.2,66.3,33.0,67.0,32.0,68.0,38.0,62.0,57.0,43.0,5000+,2025-03-31 17:30:10
TUI PLC,79300,19.2,13.6,77.8,40.2,38.5,62.1,40.0,60.0,38.0,62.0,31.0,69.0,44.0,56.0,1000-4999,2025-04-02 08:45:28
ROYAL MAIL PLC,64209,15.6,9.8,44.8,37.5,28.0,51.8,50.0,50.0,40.0,60.0,21.0,79.0,42.0,58.0,1000-4999,2025-04-03 13:22:18
GLAXOSMITHKLINE PLC,21000,26.8,20.9,70.3,39.8,46.0,65.8,53.0,47.0,28.0,72.0,36.0,64.0,58.0,42.0,1000-4999,2025-04-01 14:50:03
UNILEVER PLC,21000,22.4,18.3,64.2,38.1,46.1,58.7,34.0,66.0,30.0,70.0,34.0,66.0,54.0,46.0,5000+,2025-03-30 10:40:19
CARGILL LIMITED,01000,33.1,26.5,61.5,48.0,47.3,55.5,30.0,70.0,28.0,72.0,32.0,68.0,63.0,37.0,500-999,2025-04-02 20:12:33
HARRODS LTD,79300,38.3,31.6,71.4,49.0,62.0,69.2,40.0,60.0,34.0,66.0,28.0,72.0,54.0,46.0,500-999,2025-03-31 15:28:44
REXEL PLC,21000,21.5,16.8,67.7,39.4,61.0,67.5,26.0,74.0,32.0,68.0,38.0,62.0,49.0,51.0,1000-4999,2025-04-03 12:35:50
HSBC GROUP PLC,64910,30.2,23.8,83.9,48.6,67.0,75.2,33.0,67.0,32.0,68.0,23.0,77.0,54.0,46.0,5000+,2025-03-28 09:11:17
J Sainsbury PLC,79300,25.4,19.1,47.8,31.0,42.0,54.3,50.0,50.0,40.0,60.0,34.0,66.0,44.0,56.0,5000+,2025-04-01 19:36:20
