activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,16980,06,037,06037203001,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Male,1,1,385000,85,7.12,NA,0,8500,3500,4000,0,500,360,NA,NA,0,0,0,0,453000,1,1,NA,NA,1,NA,125000,38,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,47,45,0,0,1,1
2024,31080,12,057,12057002404,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Black or African American,Female,1,1,290000,92,7.45,NA,0,7200,2800,3500,0,300,360,NA,NA,0,0,0,0,315000,1,1,NA,NA,1,NA,78000,42,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,38,40,0,0,1,1
2024,19100,17,031,17031800100,FHA: First lien site-built,Site-built,Hispanic or Latino,White,Male,1,2,245000,88,6.85,NA,0,9500,4200,4500,1000,0,360,NA,NA,0,0,0,0,278000,1,1,NA,NA,1,NA,65000,45,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,34,32,0,0,1,1
2024,26420,21,111,21111001503,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Asian,Female,1,1,420000,80,6.99,NA,0,11500,5000,5500,500,750,360,NA,NA,0,0,0,0,525000,1,1,NA,NA,1,NA,185000,33,1,1,2,2,1,1,3,3,1,1,2,1,1,1,1,52,NA,1,NA,1,1
2024,35620,36,047,36047002800,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Male,1,1,560000,75,7.25,NA,0,14000,6000,7000,1000,1000,360,NA,NA,0,0,0,0,746000,1,1,NA,NA,1,NA,220000,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,39,0,0,1,1
2024,41860,48,113,48113004802,VA: First lien site-built,Site-built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,1,315000,95,6.55,NA,0,7800,3200,3800,0,0,360,NA,NA,0,0,0,0,332000,1,1,NA,NA,1,NA,88000,41,1,1,1,1,1,1,4,4,1,1,2,2,1,1,1,29,27,0,0,1,1
2024,38060,42,003,42003002100,Conventional: First lien site-built,Site-built,Hispanic or Latino,Black or African American,Male,1,1,198000,90,7.65,NA,0,6500,2800,3000,0,0,360,NA,NA,0,0,0,0,220000,1,1,NA,NA,1,NA,54000,48,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,31,29,0,0,1,1
2024,12060,13,089,13089001207,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,1,1,475000,82,7.02,NA,0,12500,5500,6000,500,500,360,NA,NA,0,0,0,0,579000,1,1,NA,NA,1,NA,165000,35,1,1,1,1,1,1,5,5,1,1,2,2,1,1,1,44,42,0,0,1,1
2024,14460,29,189,29189001904,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Male,1,1,380000,78,7.18,NA,0,10200,4500,4800,0,700,360,NA,NA,0,0,0,0,487000,1,1,NA,NA,1,NA,135000,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,37,0,0,1,1
2024,33100,39,035,39035002800,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Asian,Female,1,1,510000,73,6.78,NA,0,13500,6000,6500,1000,1000,360,NA,NA,0,0,0,0,698000,1,1,NA,NA,1,NA,210000,27,1,1,2,2,1,1,3,3,1,1,2,2,1,1,1,48,46,0,0,1,1
2024,49340,53,033,53033001502,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Male,1,1,445000,86,7.35,NA,0,11800,5200,5800,500,500,360,NA,NA,0,0,0,0,517000,1,1,NA,NA,1,NA,175000,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,40,0,0,1,1
2024,37980,42,045,42045000700,FHA: First lien site-built,Site-built,Hispanic or Latino,White,Female,1,2,275000,91,6.92,NA,0,9800,4100,4600,0,0,360,NA,NA,0,0,0,0,302000,1,1,NA,NA,1,NA,72000,44,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,36,34,0,0,1,1
2024,19740,18,057,18057002103,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Black or African American,Male,3,1,150000,88,7.55,NA,0,0,0,0,0,0,360,NA,NA,0,0,0,0,170000,1,1,NA,NA,1,NA,48000,52,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,28,26,0,0,1,1
2024,42680,49,035,49035001204,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Female,1,1,365000,79,7.28,NA,0,10500,4800,5200,0,700,360,NA,NA,0,0,0,0,462000,1,1,NA,NA,1,NA,148000,30,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,45,43,0,0,1,1
2024,23540,27,037,27037001400,Conventional: First lien site-built,Site-built,Hispanic or Latino,Asian,Male,1,1,625000,70,6.89,NA,0,15500,7000,7500,1000,1500,360,NA,NA,0,0,0,0,893000,1,1,NA,NA,1,NA,285000,25,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,50,48,0,0,1,1
2024,38900,41,051,41051000901,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Female,1,1,295000,84,7.41,NA,0,8800,3900,4300,0,400,360,NA,NA,0,0,0,0,351000,1,1,NA,NA,1,NA,95000,37,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,37,35,0,0,1,1
2024,45300,51,107,51107001802,VA: First lien site-built,Site-built,Not Hispanic or Latino,Black or African American,Male,1,1,330000,96,6.48,NA,0,8100,3400,3900,0,0,360,NA,NA,0,0,0,0,344000,1,1,NA,NA,1,NA,82000,40,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,33,31,0,0,1,1
2024,29820,22,071,22071002804,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Asian,Female,1,1,480000,77,6.95,NA,0,12800,5800,6200,500,500,360,NA,NA,0,0,0,0,623000,1,1,NA,NA,1,NA,195000,28,1,1,2,2,1,1,3,3,1,1,2,2,1,1,1,46,44,0,0,1,1
2024,38300,41,067,41067002100,Conventional: First lien site-built,Site-built,Hispanic or Latino,White,Male,1,1,218000,89,7.52,NA,0,7100,3100,3400,0,0,360,NA,NA,0,0,0,0,245000,1,1,NA,NA,1,NA,58000,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,28,0,0,1,1
2024,18880,17,093,17093001503,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Female,1,1,410000,81,7.11,NA,0,11200,5100,5500,0,600,360,NA,NA,0,0,0,0,506000,1,1,NA,NA,1,NA,165000,33,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,43,41,0,0,1,1
2024,26140,21,111,21111002706,FHA: First lien site-built,Site-built,Not Hispanic or Latino,Black or African American,Male,1,2,265000,93,6.88,NA,0,9200,3800,4200,0,0,360,NA,NA,0,0,0,0,285000,1,1,NA,NA,1,NA,68000,47,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,35,33,0,0,1,1
2024,47260,53,063,53063001201,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,530000,74,6.82,NA,0,14200,6400,6900,1000,1000,360,NA,NA,0,0,0,0,716000,1,1,NA,NA,1,NA,235000,26,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,49,47,0,0,1,1
2024,34980,39,035,39035003200,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Asian,Female,1,1,390000,83,7.05,NA,0,10800,4900,5300,0,500,360,NA,NA,0,0,0,0,470000,1,1,NA,NA,1,NA,155000,31,1,1,2,2,1,1,3,3,1,1,2,2,1,1,1,40,38,0,0,1,1
2024,31540,37,119,37119001402,Conventional: First lien site-built,Site-built,Hispanic or Latino,White,Female,1,1,305000,87,7.38,NA,0,9300,4200,4600,0,300,360,NA,NA,0,0,0,0,351000,1,1,NA,NA,1,NA,88000,39,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,38,36,0,0,1,1
2024,22020,20,105,20105001804,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,1,275000,90,7.48,NA,0,8600,3700,4100,0,0,360,NA,NA,0,0,0,0,306000,1,1,NA,NA,1,NA,74000,43,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,32,30,0,0,1,1
2024,40900,45,043,45043002200,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Black or African American,Female,1,1,350000,85,7.22,NA,0,10100,4600,5000,0,500,360,NA,NA,0,0,0,0,412000,1,1,NA,NA,1,NA,125000,34,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,41,39,0,0,1,1
2024,27860,29,189,29189002503,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Male,1,1,465000,76,7.09,NA,0,12300,5500,5900,500,700,360,NA,NA,0,0,0,0,612000,1,1,NA,NA,1,NA,190000,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,45,0,0,1,1
2024,45940,51,113,51113003100,FHA: First lien site-built,Site-built,Hispanic or Latino,Asian,Female,1,2,295000,89,6.95,NA,0,9700,4300,4700,0,0,360,NA,NA,0,0,0,0,332000,1,1,NA,NA,1,NA,78000,42,1,1,1,2,1,1,3,3,1,1,2,2,1,1,1,34,32,0,0,1,1
2024,12940,05,119,05119001402,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Female,1,1,420000,79,7.15,NA,0,11900,5300,5700,0,600,360,NA,NA,0,0,0,0,532000,1,1,NA,NA,1,NA,175000,30,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,44,42,0,0,1,1
2024,33874,39,093,39093002801,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Asian,Male,1,1,550000,69,6.75,NA,0,14800,6700,7200,1000,1500,360,NA,NA,0,0,0,0,797000,1,1,NA,NA,1,NA,295000,24,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,51,49,0,0,1,1
2024,51700,55,079,55079001603,VA: First lien site-built,Site-built,Not Hispanic or Latino,Black or African American,Male,1,1,345000,94,6.42,NA,0,8600,3600,4100,0,0,360,NA,NA,0,0,0,0,367000,1,1,NA,NA,1,NA,92000,38,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,36,34,0,0,1,1
2024,17660,16,019,16019001205,Conventional: First lien site-built,Site-built,Hispanic or Latino,White,Female,1,1,235000,92,7.61,NA,0,7400,3300,3600,0,0,360,NA,NA,0,0,0,0,255000,1,1,NA,NA,1,NA,62000,48,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,33,31,0,0,1,1
2024,22060,20,209,20209000701,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,White,Male,1,1,385000,82,7.08,NA,0,10800,4800,5200,0,500,360,NA,NA,0,0,0,0,470000,1,1,NA,NA,1,NA,155000,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,44,0,0,1,1
2024,41180,47,037,47037001402,Conventional: First lien site-built,Site-built,Not Hispanic or Latino,Asian,Female,1,1,490000,73,6.91,NA,0,13200,6000,6500,500,1000,360,NA,NA,0,0,0,0,671000,1,1,NA,NA,1,NA,225000,27,1,1,2,2,1,1,3,3,1,1,2,2,1,1,1,48,46,0,0,1,1
