EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Apex Ltd,"50100,70200",-2.56,-1.89,12.51,10.23,20.34,8.13,"40,000","38,000","55,000","52,000","65,000","62,000","75,000","72,000",2001-2025,2024-03-15
Future Tech Inc,"73100,74200",-3.17,-2.35,15.63,12.90,25.67,10.23,"42,000","40,500","58,000","55,500","70,000","67,500","80,000","77,500",2501-2025,2024-06-20
Brighton Hospital,"85100,86900",-4.23,-3.56,18.90,15.63,30.00,12.67,"48,000","45,500","61,000","58,500","75,000","72,500","85,000","82,500",1001-2025,2024-01-10
Radical Ltd,"70100,72900",-2.89,-2.12,11.90,9.67,22.34,8.67,"44,000","41,500","60,000","57,500","72,000","69,500","82,000","79,500",1501-2025,2024-04-25
Great Western Rail,"72100,73200",-3.56,-2.89,14.51,11.90,24.00,9.67,"52,000","49,500","68,000","65,500","80,000","77,500","92,000","89,500",3001-2025,2024-05-15
Core Network Solutions,"78300,78600",-4.78,-3.90,17.34,14.51,28.67,11.90,"50,000","47,500","64,000","61,500","78,000","75,500","88,000","85,500",4001-2025,2024-07-10
Coventry City Council,"85100,86900",-5.12,-4.23,19.67,16.78,32.00,13.67,"54,000","51,500","69,000","66,500","82,000","79,500","92,000","89,500",5001-2025,2024-02-20
Tiger IT Solutions,"70200,72900",-3.12,-2.56,13.90,11.34,23.67,9.23,"48,500","45,500","63,000","60,500","76,000","73,500","86,000","83,500",6001-2025,2024-03-20
Avon and Somerset Police,"92100,92600",-4.78,-3.90,16.90,14.51,28.00,11.34,"52,500","49,500","67,500","65,000","80,000","77,000","90,000","87,500",7001-2025,2024-06-15
London Underground,"72100,73200",-5.34,-4.56,18.12,15.63,30.34,12.12,"56,000","53,500","70,000","67,500","82,000","79,500","95,000","92,500",8001-2025,2024-04-10
Best Buy UK,"50100,70200",-2.12,-1.56,10.67,8.90,20.23,7.67,"42,500","40,000","56,000","53,500","68,000","65,500","78,000","75,500",9001-2025,2024-07-25
Xerox UK,"50100,70200",-3.56,-2.89,14.51,11.90,24.00,9.67,"50,000","47,500","65,000","62,500","78,000","75,500","90,000","87,500",10001-2025,2024-05-20
Sandwell Metropolitan Borough Council,"85100,86900",-4.23,-3.56,17.34,14.51,28.67,11.90,"54,500","51,500","69,500","66,500","82,000","79,500","92,000","89,500",11001-2025,2024-01-25
Alpha Ltd,"70100,72900",-2.89,-2.12,11.90,9.67,22.34,8.67,"46,000","43,500","59,000","56,500","71,000","68,500","80,000","77,500",12001-2025,2024-03-25
Southampton City Council,"85100,86900",-5.12,-4.23,19.67,16.78,32.00,13.67,"56,500","53,500","71,000","68,000","84,000","81,500","96,000","93,500",13001-2025,2024-06-10
KPMG UK,"50100,70200",-2.56,-1.89,12.51,10.23,20.34,8.13,"54,000","51,000","67,000","64,500","80,000","77,000","92,000","89,500",14001-2025,2024-04-15
Royal Mail Group,"72100,73200",-3.90,-3.12,15.63,13.90,25.67,10.23,"52,000","49,000","65,000","62,500","79,000","76,500","90,000","87,500",15001-2025,2024-05-10
Yorkshire Ambulance Service,"92100,92600",-4.78,-3.90,16.90,14.51,28.00,11.34,"50,000","47,000","63,000","60,500","78,000","75,000","88,000","85,500",16001-2025,2024-02-10
Vauxhall Motors,"50100,70200",-2.12,-1.56,10.67,8.90,20.23,7.67,"48,000","45,500","61,000","58,000","73,000","70,500","82,000","79,500",17001-2025,2024-07-10
Enfield Metropolitan Borough Council,"85100,86900",-4.23,-3.56,17.34,14.51,28.67,11.90,"54,000","51,000","69,000","66,000","82,000","79,500","92,000","89,500",18001-2025,2024-01-15
Derbyshire County Council,"85100,86900",-5.12,-4.23,19.67,16.78,32.00,13.67,"56,000","53,000","71,000","68,500","84,000","81,500","96,000","93,500",19001-2025,2024-03-10
Stratford District Council,"85100,86900",-4.78,-3.90,18.12,15.63,30.34,12.12,"52,500","49,500","67,500","65,000","80,000","77,500","92,000","89,500",20001-2025,2024-04-25
Mitie Group,"50100,70200",-2.89,-2.12,11.90,9.67,22.34,8.67,"50,000","47,000","64,000","61,500","77,000","74,500","86,000","83,500",21001-2025,2024-05-15
UK Power Networks,"72100,73200",-3.56,-2.89,14.51,11.90,24.00,9.67,"52,500","49,500","68,000","65,500","80,000","77,500","92,000","89,500",22001-2025,2024-06-20
Kent County Council,"85100,86900",-5.34,-4.56,19.67,16.78,32.00,13.67,"56,500","53,500","71,000","68,000","84,000","81,500","96,000","93,500",23001-2025,2024-01-20
Northumbria Police,"92100,92600",-4.78,-3.90,16.90,14.51,28.00,11.34,"50,500","47,500","63,500","61,000","78,000","75,500","88,000","85,500",24001-2025,2024-02-25
Birmingham City Council,"85100,86900",-4.23,-3.56,17.34,14.51,28.67,11.90,"54,000","51,000","69,000","66,000","82,000","79,500","92,000","89,500",25001-2025,2024-03-10
