EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Arkwright Ltd,"20220-20230, 20240-20250",-1.2,-2.1,-3.5,-4.8,15.6,21.9,"35,000","29,500","40,200","36,000","55,000","48,000","65,000","57,800",500-999,2024-03-15
Bluestone Services Ltd,20220-20230,-0.8,-1.5,-2.8,-3.9,12.5,18.2,"30,800","27,200","38,900","34,500","50,000","44,800","60,000","54,200",100-499,2024-02-28
Digital Horizon Solutions,20240-20250,0.5,0.3,1.2,0.5,18.5,22.7,"42,000","38,000","52,500","48,000","67,000","61,000","75,000","70,000",500-999,2024-04-15
Hopeful Minds Ltd,20220-20230,-1.5,-2.4,-4.1,-5.6,10.8,16.5,"28,000","24,500","36,800","32,000","48,000","42,800","58,000","52,400",100-499,2024-01-31
Northstar Consultancy,20240-20250,-0.3,-0.6,-1.5,-2.2,13.9,19.4,"34,500","30,800","44,200","39,500","58,000","52,500","70,000","64,000",500-999,2024-03-31
Symphony Estate Agents Ltd,20220-20230,0.2,0.1,0.5,-0.4,17.2,20.9,"38,000","34,000","48,000","43,000","61,000","56,000","72,000","66,800",100-499,2024-02-14
Estates & Land Ltd,20240-20250,-1.8,-2.9,-5.3,-6.8,8.9,14.4,"25,000","21,500","32,800","28,000","42,000","37,800","52,000","47,200",500-999,2024-03-20
Parkview Leisure Ltd,20220-20230,0.8,1.1,2.1,3.4,19.9,24.2,"45,000","40,000","57,500","52,500","70,000","65,000","82,000","77,000",1000-4999,2024-01-24
Robison & Bell Ltd,20240-20250,-0.4,-0.7,-1.9,-2.6,14.2,20.1,"31,000","27,500","40,000","36,000","53,000","48,500","65,000","60,200",500-999,2024-04-30
Redmond & Morris Ltd,20220-20230,-0.1,-0.3,-0.8,-1.2,16.3,22.6,"32,000","28,000","41,000","37,000","54,000","50,000","67,000","62,400",100-499,2024-02-21
Phenix Healthcare Ltd,20240-20250,0.6,0.8,1.9,2.6,21.4,25.7,"46,000","41,000","60,000","55,000","73,000","68,000","84,000","79,800",1000-4999,2024-03-28
Wisdom Ventures Ltd,20220-20230,-2.1,-3.1,-5.8,-7.3,7.1,12.8,"22,000","19,000","29,500","25,500","38,000","34,000","45,000","40,200",500-999,2024-01-30
Westwood Projects Ltd,20240-20250,1.3,1.9,4.1,5.5,25.1,29.4,"55,000","50,000","70,000","65,000","85,000","80,000","95,000","90,000",1000-4999,2024-04-25
Easton & Co Ltd,20220-20230,0.9,1.2,2.5,3.7,20.8,24.9,"43,000","39,000","56,000","51,000","68,000","63,000","78,000","73,000",500-999,2024-03-22
Southern Equity Partners Ltd,20240-20250,-0.9,-1.4,-2.6,-3.5,11.4,17.1,"26,500","23,000","35,000","31,000","45,000","40,800","56,000","51,200",500-999,2024-02-12
Camberley Services Ltd,20220-20230,-1.6,-2.5,-4.3,-5.9,9.6,15.3,"24,000","20,500","31,000","27,000","41,000","37,000","49,000","44,400",100-499,2024-01-17
Horizon IT Solutions Ltd,20240-20250,0.4,0.6,1.1,1.8,19.1,23.4,"38,500","34,500","49,000","44,500","62,000","58,000","75,000","70,200",500-999,2024-03-29
Target Training Ltd,20220-20230,-1.1,-1.8,-3.1,-4.5,12.9,18.4,"29,000","25,500","38,000","34,000","49,000","45,000","61,000","56,400",100-499,2024-02-26
Parkview Solutions Ltd,20240-20250,-0.2,-0.4,-1.1,-1.6,15.5,21.1,"30,000","26,500","40,500","36,000","52,000","48,000","65,000","60,200",500-999,2024-03-18
Abalidos Ltd,20220-20230,1.1,1.4,3.1,4.3,22.9,26.9,"50,000","45,000","65,000","60,000","77,000","72,000","88,000","83,400",1000-4999,2024-01-25
Spectra Consultancy Ltd,20240-20250,-1.4,-2.1,-4.4,-6.1,8.8,14.2,"23,500","20,000","32,000","28,000","42,000","38,000","50,000","45,800",500-999,2024-02-16
Northern Housing Association,20220-20230,-0.7,-1.2,-2.4,-3.3,13.4,19.4,"28,000","24,500","37,000","33,000","48,000","44,000","59,000","54,400",500-999,2024-03-24
Prospero Projects Ltd,20240-20250,0.8,1.1,2.3,3.4,20.8,24.9,"44,000","40,000","58,000","53,000","68,000","64,000","80,000","75,400",1000-4999,2024-04-29
JRM Ltd,20220-20230,-2.3,-3.3,-6.1,-7.9,5.8,11.3,"20,000","17,000","28,000","24,500","36,000","32,000","42,000","38,000",100-499,2024-02-27
Landmark Property Services Ltd,20240-20250,-0.5,-0.9,-1.9,-2.8,14.6,20.3,"29,000","25,500","39,000","35,000","50,000","46,000","62,000","57,400",500-999,2024-03-14
Hillfort Ltd,20220-20230,-0.6,-1.1,-2.5,-3.5,11.4,17.5,"25,000","22,000","34,000","30,000","44,000","40,000","54,000","50,000",500-999,2024-01-22
Wireless Solutions Ltd,20240-20250,1.5,2.1,4.6,6.2,26.4,30.5,"58,000","53,000","72,000","67,000","84,000","80,000","96,000","92,000",1000-4999,2024-04-18
Phoenix Training Ltd,20220-20230,-1.9,-2.9,-5.6,-7.2,6.5,12.7,"21,000","18,000","30,000","26,000","38,000","34,000","45,000","40,800",100-499,2024-03-11
Holmes & Co Ltd,20240-20250,-0.8,-1.3,-2.4,-3.4,13.4,19.4,"26,500","23,500","35,500","31,500","45,000","41,000","56,000","51,200",500-999,2024-02-10
Southern Services Ltd,20220-20230,-1.1,-1.8,-3.3,-4.7,9.8,15.6,"22,500","19,500","31,000","27,000","40,000","36,000","48,000","43,800",500-999,2024-01-19
Krewell Ltd,20240-20250,0.9,1.3,2.8,4.1,23.8,27.5,"51,000","46,000","65,000","60,000","75,000","70,000","85,000","80,000",1000-4999,2024-03-26
Westwood Training Ltd,20220-20230,-2.6,-3.7,-6.8,-8.3,3.9,9.2,"18,000","15,000","28,000","24,000","36,000","32,000","42,000","37,800",100-499,2024-02-23
Excel Training Ltd,20240-20250,-0.3,-0.6,-1.2,-1.8,16.1,22.4,"28,500","25,000","37,000","33,000","48,000","45,000","61,000","56,400",500-999,2024-01-18
Southern Housing Association,20220-20230,0.4,0.6,1.2,1.9,19.5,23.8,"39,000","35,000","51,000","47,000","63,000","59,000","76,000","72,000",500-999,2024-04-11
Claridge & Co Ltd,20240-20250,-1.2,-1.9,-3.9,-5.4,8.3,14.1,"20,000","17,000","30,000","26,000","38,000","34,000","45,000","40,400",500-999,2024-03-12
Wilson & Co Ltd,20220-20230,-0.5,-1.1,-2.2,-3.2,14.3,20.5,"25,500","22,500","34,500","30,500","45,000","41,000","55,000","51,000",500-999,2024-04-22
Phoenix Consultancy Ltd,20240-20250,-1.8,-2.7,-5.2,-6.9,6.6,12.9,"22,000","19,000","32,000","28,000","39,000","35,000","46,000","41,800",500-999,2024-03-08
Frederickson & Co Ltd,20220-20230,1.6,2.2,4.4,6.1,25.2,29.5,"54,000","49,000","69,000","65,000","80,000","76,000","92,000","88,000",1000-4999,2024-02-09
Eastwood Security Ltd,20240-20250,-0.6,-1.2,-2.5,-3.6,14.7,20.9,"28,000","25,000","39,000","35,000","50,000","46,000","62,000","58,000",500-999,2024-01-29
Wynton Ltd,20220-20230,-1.8,-2.8,-5.5,-7.1,5.6,11.6,"20,000","17,000","30,000","26,000","38,000","34,000","45,000","40,800",500-999,2024-02-08
Salisbury Training Ltd,20240-20250,0.7,1.1,2.2,3.5,21.1,25.4,"46,000","41,500","60,000","55,000","71,000","67,000","85,000","80,200",1000-4999,2024-03-25
