"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Smith & Co. Ltd", "1921", 6.5, 3.8, -2.9, -1.5, 35.6, 22.9, 45000, 38000, 52000, 42000, 61000, 48000, 72000, 60000, "Medium", "2024-06-15"
"British Electric Motors Ltd", "3510", 8.1, 5.2, 0.8, 2.1, 28.1, 16.9, 38000, 30000, 46000, 37000, 54000, 42000, 64000, 52000, "Large", "2024-07-02"
"Atlantic Shipping and Trading Ltd", "6420", 9.5, 6.8, -3.2, -1.7, 20.3, 15.1, 42000, 32000, 50000, 40000, 58000, 44000, 68000, 56000, "Medium", "2024-06-20"
"London University College", "8542", 5.9, 3.4, 1.5, 3.2, 25.8, 18.5, 35000, 28000, 42000, 33000, 50000, 38000, 62000, 50000, "Large", "2024-07-01"
"Kentish Council", "8590", 7.8, 5.1, -1.9, -0.6, 32.4, 25.1, 42000, 33000, 50000, 40000, 58000, 44000, 66000, 54000, "Large", "2024-06-18"
"South Eastern Trade Agency", "7020", 8.8, 6.2, 2.1, 4.5, 29.9, 22.3, 38000, 30000, 46000, 37000, 54000, 42000, 65000, 52000, "Medium", "2024-06-19"
"UK National Health Service", "8510", 6.2, 4.1, -0.8, 0.6, 26.2, 20.4, 40000, 32000, 48000, 39000, 56000, 42000, 63000, 50000, "Large", "2024-07-03"
"Western Power Company Ltd", "3510", 9.2, 7.1, 1.8, 3.9, 31.5, 24.4, 42000, 33000, 50000, 41000, 58000, 44000, 66000, 53000, "Large", "2024-06-22"
"City of London University", "8542", 6.9, 4.6, 2.5, 4.2, 28.8, 21.6, 38000, 30000, 46000, 37000, 54000, 41000, 63000, 50000, "Large", "2024-07-05"
"Forestry Commission", "8510", 8.5, 6.3, -2.3, -0.9, 33.4, 26.2, 44000, 35000, 52000, 42000, 61000, 45000, 68000, 55000, "Large", "2024-06-21"
"British Transport Commission", "3510", 7.3, 5.5, 0.6, 2.5, 29.1, 21.9, 40000, 32000, 48000, 39000, 56000, 42000, 64000, 51000, "Large", "2024-06-25"
"Euro Chemicals Ltd", "1921", 5.1, 3.2, -1.2, -0.5, 24.1, 18.8, 37000, 29000, 44000, 36000, 52000, 38000, 62000, 49000, "Medium", "2024-06-24"
"Northern Power Grid", "3510", 9.8, 7.4, 2.3, 4.8, 32.6, 25.4, 46000, 37000, 54000, 44000, 62000, 46000, 69000, 56000, "Large", "2024-07-04"
"Northumbrian Water Ltd", "6420", 7.9, 5.7, -1.4, -0.3, 30.5, 23.9, 42000, 34000, 50000, 41000, 58000, 44000, 66000, 52000, "Medium", "2024-06-23"
"British Gas and Electricity", "3510", 8.6, 6.5, 1.1, 3.3, 27.2, 20.7, 38000, 31000, 46000, 37000, 54000, 41000, 63000, 50000, "Large", "2024-06-26"
"National Health Service Trust", "8510", 6.8, 4.9, -0.5, 1.2, 25.5, 20.1, 41000, 33000, 49000, 40000, 57000, 42000, 63000, 51000, "Large", "2024-06-27"
"South Eastern Electricity Board", "3510", 9.1, 7.3, 2.5, 4.7, 30.9, 23.6, 44000, 36000, 52000, 43000, 60000, 46000, 68000, 55000, "Large", "2024-06-28"
"Leeds University", "8542", 5.7, 3.8, 1.1, 3.1, 26.5, 19.3, 37000, 29000, 44000, 36000, 51000, 38000, 62000, 49000, "Large", "2024-06-29"
"Cambridge University", "8542", 6.6, 4.7, 2.3, 4.4, 29.1, 21.8, 40000, 32000, 48000, 39000, 56000, 41000, 64000, 50000, "Large", "2024-06-30"
"Hampshire Council", "8590", 7.5, 5.3, -1.1, -0.2, 31.8, 24.7, 41000, 33000, 49000, 40000, 57000, 42000, 65000, 52000, "Large", "2024-07-01"
"Avon County Council", "8590", 8.3, 6.1, 0.9, 3.1, 28.3, 21.2, 42000, 34000, 50000, 41000, 58000, 42000, 63000, 50000, "Medium", "2024-07-02"
"West Yorkshire Water Authority", "6420", 9.4, 7.5, 2.6, 5.0, 33.2, 26.1, 46000, 37000, 54000, 44000, 62000, 46000, 69000, 56000, "Large", "2024-07-03"
"Worcestershire County Council", "8590", 7.2, 5.4, -0.6, 1.3, 30.2, 23.4, 40000, 32000, 48000, 39000, 56000, 41000, 64000, 51000, "Large", "2024-07-04"
"West Midlands Water Authority", "6420", 8.9, 6.9, 1.4, 3.7, 29.5, 22.4, 44000, 36000, 52000, 42000, 60000, 44000, 66000, 53000, "Large", "2024-07-05"
"Derbyshire County Council", "8590", 6.5, 4.6, -0.3, 0.8, 27.9, 21.5, 41000, 33000, 49000, 40000, 57000, 41000, 63000, 50000, "Large", "2024-07-06"
"Gloucestershire County Council", "8590", 7.9, 5.8, 1.1, 3.4, 30.6, 23.7, 42000, 34000, 50000, 41000, 58000, 42000, 65000, 52000, "Large", "2024-07-07"
"Hereford and Worcester County Council", "8590", 8.7, 6.6, 0.4, 2.2, 29.4, 22.1, 44000, 36000, 52000, 43000, 60000, 44000, 66000, 53000, "Large", "2024-07-08"
"South Glamorgan County Council", "8590", 6.8, 4.9, -0.5, 1.4, 26.8, 20.6, 41000, 33000, 49000, 40000, 57000, 41000, 63000, 51000, "Large", "2024-07-09"
"Middlesbrough Borough Council", "8590", 7.4, 5.5, 0.2, 2.5, 28.5, 21.9, 42000, 34000, 50000, 41000, 58000, 42000, 64000, 50000, "Medium", "2024-07-10"
"East Sussex County Council", "8590", 8.1, 6.1, -0.8, -0.4, 32.3, 25.6, 44000, 36000, 52000, 43000, 61000, 45000, 67000, 55000, "Large", "2024-07-11"
"Kent County Council", "8590", 7.6, 5.7, 0.7, 2.9, 29.7, 22.4, 42000, 34000, 50000, 41000, 58000, 42000, 65000, 52000, "Large", "2024-07-12"
"Hampshire County Council", "8590", 8.5, 6.4, 0.2, 2.6, 30.4, 23.2, 44000, 36000, 52000, 43000, 60000, 44000, 66000, 53000, "Large", "2024-07-13"
"Tyne and Wear County Council", "8590", 6.9, 4.9, -1.1, -0.1, 27.1, 20.9, 41000, 33000, 49000, 40000, 57000, 41000, 63000, 51000, "Large", "2024-07-14"
"Oxfordshire County Council", "8590", 7.1, 5.2, 0.6, 2.7, 28.8, 21.4, 42000, 34000, 50000, 41000, 58000, 42000, 64000, 50000, "Large", "2024-07-15"
"Shropshire County Council", "8590", 6.4, 4.4, -0.2, 1.1, 26.4, 20.3, 41000, 33000, 49000, 40000, 57000, 41000, 63000, 51000, "Medium", "2024-07-16"
"Warwickshire County Council", "8590", 8.2, 6.3, 0.9, 3.2, 30.1, 23.1, 44000, 36000, 52000, 43000, 60000, 44000, 66000, 53000, "Large", "2024-07-17"
"Merseyside County Council", "8590", 7.8, 5.9, 0.5, 2.8, 29.9, 22.6, 42000, 34000, 50000, 41000, 58000, 42000, 65000, 52000, "Large", "2024-07-18"
"Swansea County Borough Council", "8590", 8.6, 6.7, 1.3, 4.1, 31.4, 24.2, 45000, 37000, 53000, 44000, 61000, 46000, 68000, 55000, "Large", "2024-07-19"
