EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Smith & Co,"1921, 2021",-2.5,-3.2,-4.8,-5.1,60.5,25.6,"25,000","22,000","30,000","28,000","35,000","32,000","40,000","38,000",250,2024-06-15
Johnson Ltd,"7210, 7219",-1.8,-2.5,-3.2,-3.8,55.6,24.8,"22,000","20,000","28,000","26,000","34,000","32,000","40,000","38,000",500,2024-07-10
Williams Group,"5610, 5620",-3.2,-4.1,-5.5,-6.2,58.9,20.5,"24,000","21,000","30,000","28,000","36,000","34,000","42,000","40,000",300,2024-08-20
Harris Inc,"7211, 7222",-2.1,-2.9,-4.1,-4.8,62.2,22.9,"26,000","23,000","32,000","30,000","38,000","36,000","44,000","42,000",1000,2024-09-15
Martin Holdings,"7020, 7030",-4.5,-5.6,-6.8,-7.5,56.7,18.9,"25,500","22,500","31,500","29,500","37,500","35,500","43,500","41,500",800,2024-10-25
Thompson Group,"5611, 5621",-1.9,-2.7,-3.5,-4.2,59.9,23.1,"23,000","20,000","30,000","28,000","36,000","34,000","42,000","40,000",1200,2024-11-05
Lee Partners,"7221, 7231",-3.8,-4.9,-6.2,-7.1,61.4,19.3,"26,000","23,000","32,000","30,000","38,000","36,000","44,000","42,000",600,2024-11-22
Garcia Holdings,"5612, 5622",-2.4,-3.3,-4.6,-5.3,57.1,22.1,"24,000","21,000","31,000","29,000","37,000","35,000","43,000","41,000",700,2024-12-01
Rodriguez Inc,"7021, 7031",-1.6,-2.4,-3.9,-4.6,63.8,24.5,"27,000","24,000","33,000","31,000","39,000","37,000","45,000","43,000",400,2024-12-15
Patel Group,"7212, 7223",-4.1,-5.3,-6.6,-7.4,60.4,20.2,"25,500","22,500","32,500","30,500","38,500","36,500","44,500","42,500",1500,2025-01-05
Singh Holdings,"5613, 5623",-2.9,-3.9,-5.2,-6.0,58.3,21.9,"24,000","21,000","31,000","29,000","37,000","35,000","43,000","41,000",900,2025-01-20
Chen Inc,"7022, 7032",-3.6,-4.7,-6.0,-7.0,61.9,22.8,"26,000","23,000","33,000","31,000","39,000","37,000","45,000","43,000",1200,2025-02-01
