EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BRITISH AIRWAYS PLC,"51101,51102",24.8,18.2,65.3,45.7,48.2,42.6,32.1,67.9,28.4,71.6,35.2,64.8,58.3,41.7,5000+,2025-04-01 09:22:15
TESCO STORES LIMITED,"47110,47190",8.7,2.1,42.8,28.5,12.4,9.8,45.2,54.8,41.3,58.7,48.9,51.1,63.7,36.3,5000+,2025-03-28 16:45:22
NATIONAL GRID ELECTRICITY TRANSMISSION PLC,"35110,35140",28.3,22.5,78.9,68.2,89.5,91.2,18.7,81.3,22.1,77.9,31.4,68.6,72.8,27.2,1000-4999,2025-04-02 11:18:33
BARCLAYS BANK UK PLC,"64191,64199",32.5,26.8,71.4,59.3,67.8,61.2,24.6,75.4,28.9,71.1,38.7,61.3,69.2,30.8,5000+,2025-04-05 13:27:44
ROYAL MAIL LIMITED,"53100,53201",19.4,11.7,48.6,35.2,31.8,28.5,38.2,61.8,35.6,64.4,42.1,57.9,61.3,38.7,5000+,2025-03-30 08:55:12
BOOTS UK LIMITED,"47730,47789",21.6,15.3,52.7,41.8,22.4,19.7,28.9,71.1,31.2,68.8,38.5,61.5,59.7,40.3,5000+,2025-04-03 17:02:58
BP OIL UK LIMITED,"06100,19201",31.2,24.9,82.3,74.6,91.7,88.4,15.3,84.7,19.6,80.4,29.8,70.2,75.4,24.6,1000-4999,2025-04-01 14:33:21
UNIVERSITY OF OXFORD,"85421,85422",24.7,18.3,45.2,32.1,34.8,31.5,42.7,57.3,38.9,61.1,44.2,55.8,68.5,31.5,5000+,2025-03-29 12:14:07
ADIDAS UK LIMITED,"46420,47640",16.8,9.2,38.7,25.4,28.3,24.1,48.3,51.7,45.7,54.3,52.1,47.9,58.6,41.4,1000-4999,2025-04-04 15:48:29
THAMES WATER UTILITIES LIMITED,"36000,37000",26.5,20.1,68.4,56.7,72.1,68.3,21.4,78.6,25.7,74.3,33.8,66.2,69.5,30.5,5000+,2025-04-02 09:30:55
