EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BARKING & DAGENHAM LONDON BOROUGH COUNCIL,84110,12.3,9.7,25.4,18.9,15.2,12.8,42.1,57.9,38.5,61.5,45.2,54.8,52.3,47.7,1000-4999,2025-04-08 09:22:15
WESTMINSTER CITY COUNCIL,84110,11.8,8.2,22.7,16.3,13.5,11.2,40.8,59.2,37.1,62.9,43.6,56.4,49.7,50.3,5000-19999,2025-04-08 09:45:33
NORTH EAST LINCOLNSHIRE COUNCIL,84110,14.2,11.5,28.9,21.7,17.8,14.9,44.3,55.7,41.2,58.8,47.9,52.1,54.8,45.2,1000-4999,2025-04-08 10:12:48
SOMERSET COUNTY COUNCIL,84110,13.5,10.9,26.8,19.7,16.4,13.7,43.2,56.8,39.8,60.2,46.1,53.9,51.4,48.6,5000-19999,2025-04-08 10:28:15
DERBY CITY COUNCIL,84110,15.1,12.3,30.5,23.8,19.2,16.1,45.7,54.3,42.9,57.1,49.3,50.7,56.2,43.8,1000-4999,2025-04-08 10:44:22
WAKEFIELD METROPOLITAN DISTRICT COUNCIL,84110,12.7,9.8,24.6,17.5,14.7,12.3,41.5,58.5,38.9,61.1,44.7,55.3,53.1,46.9,1000-4999,2025-04-08 11:05:17
BRISTOL CITY COUNCIL,84110,10.9,7.6,21.2,14.8,12.1,10.1,39.4,60.6,35.8,64.2,42.1,57.9,48.3,51.7,5000-19999,2025-04-08 11:22:09
LEEDS CITY COUNCIL,84110,11.4,8.1,22.8,15.9,13.2,11.0,40.2,59.8,36.7,63.3,43.5,56.5,49.8,50.2,20000+,2025-04-08 11:38:44
MANCHESTER CITY COUNCIL,84110,12.1,8.7,23.5,16.8,14.0,11.7,41.0,59.0,37.6,62.4,44.2,55.8,50.9,49.1,20000+,2025-04-08 11:55:32
BIRMINGHAM CITY COUNCIL,84110,13.8,10.4,27.2,20.1,17.1,14.3,43.9,56.1,40.5,59.5,47.3,52.7,54.2,45.8,20000+,2025-04-08 12:11:15
LIVERPOOL CITY COUNCIL,84110,14.5,11.2,29.1,22.3,18.4,15.4,44.8,55.2,41.7,58.3,48.6,51.4,55.9,44.1,5000-19999,2025-04-08 12:27:58
SHEFFIELD CITY COUNCIL,84110,13.2,9.9,25.7,18.2,16.0,13.4,42.6,57.4,39.4,60.6,46.8,53.2,52.7,47.3,5000-19999,2025-04-08 12:44:41
GLASGOW CITY COUNCIL,84110,15.7,12.8,31.8,25.1,20.3,17.0,46.9,53.1,44.2,55.8,51.4,48.6,58.1,41.9,20000+,2025-04-08 13:02:25
CARDIFF COUNCIL,84110,11.6,8.3,22.0,15.1,12.8,10.7,40.5,59.5,37.2,62.8,43.9,56.1,49.2,50.8,5000-19999,2025-04-08 13:18:37
EDINBURGH CITY COUNCIL,84110,12.9,9.5,24.3,17.1,15.1,12.6,42.0,58.0,38.7,61.3,45.5,54.5,51.8,48.2,5000-19999,2025-04-08 13:35:12
BELFAST CITY COUNCIL,84110,16.3,13.5,32.7,26.8,21.1,17.6,47.8,52.2,45.1,54.9,52.6,47.4,59.3,40.7,1000-4999,2025-04-08 13:51:55
ABERDEEN CITY COUNCIL,84110,14.8,11.9,28.5,21.2,18.7,15.6,45.4,54.6,42.3,57.7,49.1,50.9,55.7,44.3,1000-4999,2025-04-08 14:08:33
DUNDEE CITY COUNCIL,84110,15.4,12.6,30.1,23.7,19.8,16.5,46.2,53.8,43.5,56.5,50.8,49.2,57.4,42.6,1000-4999,2025-04-08 14:25:18
SWANSEA COUNCIL,84110,13.9,10.7,26.4,19.5,16.8,14.0,43.7,56.3,40.6,59.4,47.8,52.2,53.5,46.5,1000-4999,2025-04-08 14:42:07
NEWCASTLE CITY COUNCIL,84110,12.5,9.2,23.9,16.6,14.4,12.0,41.8,58.2,38.3,61.7,45.0,55.0,51.2,48.8,5000-19999,2025-04-08 14:58:44
SUNDERLAND CITY COUNCIL,84110,14.1,11.3,27.5,20.4,17.5,14.6,44.5,55.5,41.4,58.6,48.2,51.8,54.9,45.1,1000-4999,2025-04-08 15:15:29
MIDDLESBROUGH COUNCIL,84110,15.9,13.1,31.4,24.9,20.7,17.3,47.2,52.8,44.6,55.4,52.0,48.0,58.7,41.3,1000-4999,2025-04-08 15:32:11
HULL CITY COUNCIL,84110,16.7,14.2,33.8,28.1,22.4,18.7,48.9,51.1,46.3,53.7,53.5,46.5,61.2,38.8,1000-4999,2025-04-08 15:48:55
STOKE-ON-TRENT CITY COUNCIL,84110,15.3,12.5,29.7,22.6,19.1,15.9,46.5,53.5,43.2,56.8,50.4,49.6,57.1,42.9,1000-4999,2025-04-08 16:05:37
COVENTRY CITY COUNCIL,84110,13.6,10.8,26.1,19.0,16.5,13.8,43.4,56.6,40.1,59.9,47.5,52.5,53.2,46.8,5000-19999,2025-04-08 16:22:22
BRADFORD METROPOLITAN DISTRICT COUNCIL,84110,14.7,11.8,28.2,21.5,18.3,15.3,45.1,54.9,42.0,58.0,48.8,51.2,55.4,44.6,5000-19999,2025-04-08 16:39:08
WOLVERHAMPTON CITY COUNCIL,84110,15.6,12.9,30.8,24.3,20.1,16.8,46.8,53.2,44.0,56.0,51.7,48.3,58.2,41.8,1000-4999,2025-04-08 16:55:51
NOTTINGHAM CITY COUNCIL,84110,12.8,9.6,24.5,17.2,15.3,12.8,42.3,57.7,39.0,61.0,46.2,53.8,52.4,47.6,5000-19999,2025-04-08 17:12:34
LEICESTER CITY COUNCIL,84110,13.3,10.5,25.4,18.7,16.2,13.5,43.1,56.9,40.2,59.8,47.3,52.7,53.8,46.2,5000-19999,2025-04-08 17:29:19
PLYMOUTH CITY COUNCIL,84110,14.4,11.6,27.8,20.9,17.9,14.9,44.7,55.3,41.8,58.2,48.6,51.4,55.1,44.9,1000-4999,2025-04-08 17:46:02
PORTSMOUTH CITY COUNCIL,84110,11.9,8.6,22.6,15.5,13.6,11.4,40.9,59.1,37.5,62.5,44.3,55.7,50.1,49.9,1000-4999,2025-04-08 18:02:47
SOUTHAMPTON CITY COUNCIL,84110,12.2,8.9,23.1,16.1,14.1,11.8,41.3,58.7,38.0,62.0,44.9,55.1,51.0,49.0,1000-4999,2025-04-08 18:19:31
BRIGHTON & HOVE CITY COUNCIL,84110,10.7,7.4,20.8,14.2,11.8,9.8,39.6,60.4,35.9,64.1,41.8,58.2,47.9,52.1,5000-19999,2025-04-08 18:36:15
READING BOROUGH COUNCIL,84110,11.1,7.8,21.5,14.7,12.4,10.3,40.1,59.9,36.8,63.2,42.7,57.3,48.6,51.4,1000-4999,2025-04-08 18:52:58
MILTON KEYNES COUNCIL,84110,12.6,9.3,24.0,16.9,14.8,12.4,41.6,58.4,38.5,61.5,45.4,54.6,51.7,48.3,1000-4999,2025-04-08 19:09:42
LUTON BOROUGH COUNCIL,84110,14.9,12.1,29.2,22.5,18.9,15.8,46.0,54.0,43.1,56.9,50.2,49.8,56.8,43.2,1000-4999,2025-04-08 19:26:25
PETERBOROUGH CITY COUNCIL,84110,15.8,13.0,31.1,24.6,20.4,17.1,47.1,52.9,44.5,55.5,52.3,47.7,58.9,41.1,1000-4999,2025-04-08 19:43:09
DONCASTER METROPOLITAN BOROUGH COUNCIL,84110,16.2,13.4,32.5,26.2,21.0,17.5,47.6,52.4,45.2,54.8,53.1,46.9,59.7,40.3,1000-4999,2025-04-08 20:00:52
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,84110,15.5,12.7,30.5,23.8,19.7,16.4,46.5,53.5,43.7,56.3,51.4,48.6,58.0,42.0,1000-4999,2025-04-08 20:17:36
BARNsLEY METROPOLITAN BOROUGH COUNCIL,84110,16.4,13.6,33.1,27.4,22.1,18.4,48.2,51.8,45.8,54.2,54.0,46.0,60.5,39.5,1000-4999,2025-04-08 20:34:20
CALDERDALE METROPOLITAN BOROUGH COUNCIL,84110,14.6,11.7,28.0,21.1,18.0,15.0,44.9,55.1,41.9,58.1,49.2,50.8,55.7,44.3,1000-4999,2025-04-08 20:51:04
KIRKLEES METROPOLITAN BOROUGH COUNCIL,84110,13.7,10.9,26.3,19.4,16.6,13.9,43.5,56.5,40.4,59.6,47.6,52.4,53.4,46.6,5000-19999,2025-04-08 21:07:48
WAKEFIELD METROPOLITAN DISTRICT COUNCIL,84110,14.3,11.5,27.6,20.7,17.8,14.8,44.4,55.6,41.5,58.5,48.7,51.3,55.0,45.0,1000-4999,2025-04-08 21:24:31
SEFTON METROPOLITAN BOROUGH COUNCIL,84110,12.4,9.5,23.7,16.8,15.0,12.5,42.1,57.9,39.2,60.8,46.0,54.0,52.1,47.9,1000-4999,2025-04-08 21:41:15
WIRRAL METROPOLITAN BOROUGH COUNCIL,84110,13.0,10.2,24.9,18.1,16.1,13.4,42.8,57.2,39.7,60.3,47.1,52.9,53.0,47.0,5000-19999,2025-04-08 21:58:59
KNOWSLEY METROPOLITAN BOROUGH COUNCIL,84110,15.1,12.3,29.5,22.8,18.6,15.5,45.8,54.2,42.9,57.1,50.6,49.4,56.5,43.5,1000-4999,2025-04-08 22:15:42
ST HELENS METROPOLITAN BOROUGH COUNCIL,84110,16.0,13.2,31.8,25.1,20.8,17.4,47.3,52.7,44.7,55.3,52.8,47.2,59.1,40.9,1000-4999,2025-04-08 22:32:26
