EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BRITISH AIRWAYS PLC,"51101,51102",23.1,15.7,68.4,42.1,38.2,29.5,41.3,58.7,35.2,64.8,42.0,58.0,62.1,37.9,5000+,2025-04-15 09:22:17
TESCO STORES LIMITED,47110,12.8,8.4,45.2,22.3,28.7,21.9,48.2,51.8,44.6,55.4,52.1,47.9,65.3,34.7,5000+,2025-04-14 16:55:42
NATIONAL HEALTH SERVICE TRUST,86101,14.9,11.2,39.7,18.4,22.1,18.7,31.5,68.5,28.4,71.6,35.2,64.8,48.9,51.1,1000-4999,2025-04-13 11:30:25
BARCLAYS BANK UK PLC,64110,32.5,28.9,78.3,65.7,68.5,59.2,38.7,61.3,42.1,57.9,58.3,41.7,72.6,27.4,5000+,2025-04-16 14:18:33
MARKS & SPENCER PLC,47190,18.7,12.4,52.8,31.2,35.4,28.1,41.9,58.1,38.7,61.3,45.2,54.8,59.4,40.6,5000+,2025-04-12 10:45:58
UNIVERSITY OF MANCHESTER,85310,16.2,13.8,41.9,24.6,19.3,16.8,42.1,57.9,39.5,60.5,46.8,53.2,58.7,41.3,1000-4999,2025-04-11 15:27:41
ROLLS-ROYCE PLC,30300,22.4,19.1,59.7,43.2,51.8,45.3,28.6,71.4,32.9,67.1,48.5,51.5,68.2,31.8,5000+,2025-04-10 09:33:12
J SAINSBURY PLC,47110,15.3,9.7,48.6,26.8,31.2,24.5,45.7,54.3,42.1,57.9,49.3,50.7,62.8,37.2,5000+,2025-04-09 13:22:54
BP OIL UK LIMITED,06100,28.6,24.2,71.5,58.9,62.7,54.1,35.4,64.6,41.8,58.2,56.9,43.1,69.5,30.5,5000+,2025-04-08 16:48:29
LONDON BOROUGH OF HACKNEY,84110,19.8,16.4,44.2,28.7,25.9,21.4,38.2,61.8,34.6,65.4,42.7,57.3,55.1,44.9,1000-4999,2025-04-07 11:15:37
