EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
TALBOT AND SONS (LTD) LIMITED,63120,29.0,19.8,68.2,44.1,49.1,16.7,28.0,72.0,34.0,66.0,23.0,77.0,20.0,40.0,50-249,2025-03-15 09:15:22
CITY OF LONDON HALL LIMITED,70100,15.4,4.2,-22.5,8.9,61.0,74.0,18.0,82.0,35.0,65.0,36.0,64.0,20.0,40.0,1000-4999,2025-04-05 13:30:11
NORTHUMBRIA UNIVERSITY,85420,5.6,3.1,12.2,18.7,35.0,48.0,42.0,58.0,38.0,62.0,41.0,59.0,39.0,61.0,5000+,2025-03-10 16:05:45
RIVER VIEW RESTAURANT,47110,-5.2,-3.9,12.1,18.8,73.0,78.0,60.0,40.0,20.0,80.0,25.0,75.0,30.0,70.0,50-249,2025-04-01 10:40:33
WESTMINSTER PUBLICATIONS LIMITED,74900,14.1,7.8,8.6,-8.9,41.8,23.5,71.0,29.0,34.0,66.0,35.0,65.0,20.0,80.0,100-249,2025-03-27 14:20:55
HOLMEWOOD CONSULTING (LTD),74700,20.6,10.3,58.1,31.4,52.2,69.3,30.0,70.0,38.0,62.0,28.0,72.0,45.0,55.0,50-249,2025-04-02 16:02:18
THE SCOTTISH EDUCATION TRUST,85410,19.2,11.8,43.1,35.7,62.0,46.0,30.0,70.0,26.0,74.0,35.0,65.0,37.0,63.0,100-249,2025-03-21 12:08:37
DARTFORD HEALTHCARE LIMITED,86010,18.5,11.2,32.4,18.2,59.0,73.0,14.0,86.0,48.0,52.0,30.0,70.0,20.0,80.0,500-999,2025-03-19 11:00:42
BRIGHTON MUSEUMS (LTD),90000,8.4,2.6,9.8,5.1,47.0,52.0,25.0,75.0,42.0,58.0,32.0,68.0,38.0,62.0,1000-4999,2025-03-24 13:05:21
GLOUCESTERSHIRE COUNCIL,91000,11.0,6.8,14.7,20.3,47.0,44.0,38.0,62.0,36.0,64.0,33.0,67.0,30.0,70.0,5000+,2025-04-03 11:25:15
BRIDGE AND BRIDGES CONSULTANTS,74700,21.3,15.4,73.2,30.1,32.1,48.0,65.0,35.0,25.0,75.0,45.0,55.0,25.0,75.0,250-499,2025-03-26 17:33:07
CROMWELL GROUP LIMITED,64190,9.5,8.3,75.5,32.7,43.0,38.0,63.0,37.0,38.0,62.0,29.0,71.0,21.0,79.0,500-999,2025-04-02 14:11:50
SHARP CONTRACTORS LIMITED,42100,29.2,15.4,60.9,28.1,67.0,34.0,31.0,69.0,39.0,61.0,32.0,68.0,38.0,62.0,250-499,2025-03-16 19:06:36
KINGSTON UNIVERSITY,85420,14.8,10.1,41.1,32.9,51.0,49.0,25.0,75.0,37.0,63.0,25.0,75.0,36.0,64.0,5000+,2025-03-30 10:00:08
