EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP (OPERATIONS) LIMITED,64209,30.4,23.6,73.9,30.0,55.4,64.0,25.4,74.6,15.1,84.9,27.0,73.0,55.6,44.4,500-999,2025-04-03 15:10:41
DE VERE WOKEFIELD ESTATE LIMITED,55100,16.7,3.6,40.5,-119.2,42.3,49.7,29.9,70.1,45.6,54.4,44.8,55.2,63.2,36.8,250-499,2025-03-31 14:44:02
ODEON CINEMAS LIMITED,"59131,59140",9.4,0.0,37.3,9.6,18.8,17.0,54.0,46.0,54.0,46.0,52.0,48.0,57.0,43.0,1000-4999,2025-04-04 11:41:38
THE CO-OPERATIVE FOODS LIMITED,47110,25.1,18.2,35.7,22.4,61.3,74.6,32.4,67.6,34.9,65.1,24.1,75.9,49.8,50.2,5000-19999,2025-03-29 09:30:15
BRITISH AIRWAYS PLC,62010,12.8,7.3,55.2,18.9,48.7,59.2,44.0,56.0,39.5,60.5,24.5,75.5,54.3,45.7,5000-19999,2025-04-02 14:01:22
VODAFONE GROUP PLC,61900,28.3,20.1,49.8,31.2,52.9,64.7,30.8,69.2,35.6,64.4,27.8,72.2,58.2,41.8,5000-19999,2025-04-05 13:26:47
BARCLAYS BANK PLC,64190,22.5,16.8,42.3,29.1,60.1,71.2,32.1,67.9,31.4,68.6,29.0,71.0,52.4,47.6,5000-19999,2025-04-01 10:15:33
HSBC HOLDINGS PLC,64110,20.9,14.6,38.7,24.8,54.6,68.3,33.7,66.3,29.3,70.7,30.5,69.5,49.5,50.5,5000-19999,2025-03-30 12:42:09
ROYAL MAIL GROUP PLC,62100,11.7,6.5,53.2,21.3,49.8,63.1,34.2,65.8,32.1,67.9,30.2,69.8,52.9,47.1,1000-4999,2025-04-06 17:55:01
LONDON STOCK EXCHANGE GROUP PLC,66200,8.9,3.2,62.3,25.3,55.9,69.5,42.1,57.9,38.6,61.4,31.8,68.2,52.1,47.9,500-999,2025-03-31 11:03:30
