EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP (OPERATIONS) LIMITED,64209,30.4,23.6,73.9,30.0,55.4,64.0,25.4,74.6,15.1,84.9,27.0,73.0,55.6,44.4,500-999,2025-04-03 15:10:41
DE VERE WOKEFIELD ESTATE LIMITED,55100,16.7,3.6,40.5,-119.2,42.3,49.7,29.9,70.1,45.6,54.4,44.8,55.2,63.2,36.8,250-499,2025-03-31 14:44:02
ODEON CINEMAS LIMITED,"59131,59140",9.4,0.0,37.3,9.6,18.8,17.0,54.0,46.0,54.0,46.0,52.0,48.0,57.0,43.0,1000-4999,2025-04-04 11:41:38
SAINSBURY'S PLC,47100,4.5,2.3,18.0,2.1,34.2,37.0,32.1,67.9,33.4,66.6,25.8,74.2,52.5,47.5,10000-19999,2025-04-01 09:12:23
BARTHOLOMEW HOSPITAL,62020,14.2,8.1,22.3,10.2,46.5,52.4,28.7,71.3,30.1,69.9,37.0,63.0,56.8,43.2,500-999,2025-04-05 13:55:44
LONDON METROPOLITAN UNIVERSITY,85100,3.8,4.4,7.5,-5.1,27.1,27.5,50.8,49.2,32.1,67.9,23.7,76.3,49.3,50.7,250-499,2025-03-29 18:20:01
THE COFFEE COMPANY LIMITED,47290,17.0,12.9,28.9,11.4,36.2,45.0,21.5,78.5,28.0,72.0,35.0,65.0,58.0,42.0,50-249,2025-04-02 10:17:36
GREAT BRITISH BAKEHOUSE LTD,63790,9.7,8.3,17.6,-13.5,38.5,55.1,31.3,68.7,28.9,71.1,30.8,69.2,47.2,52.8,500-999,2025-04-03 12:54:13
CROWN INVESTMENTS GROUP,69100,31.2,25.6,55.7,41.2,44.3,55.2,32.0,68.0,31.2,68.8,34.1,65.9,54.2,45.8,5000-9999,2025-04-01 15:40:52
BRITISH GOVERNMENT,86210,3.4,3.5,12.1,9.8,54.0,55.7,43.0,57.0,22.0,78.0,35.0,65.0,52.0,48.0,10000-19999,2025-03-27 10:31:44
