EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BUTLER & GWINN LIMITED,74900,11.2,5.3,28.1,33.4,51.0,46.1,10.8,89.2,20.3,79.7,39.0,61.0,62.0,38.0,500-999,2025-01-10 08:55:11
SUNDRY TECHNOLOGIES PLC,62020,19.0,12.8,52.3,24.7,48.9,24.2,21.5,78.5,36.2,63.8,35.1,64.9,53.4,46.6,250-499,2025-02-20 14:31:10
CITY HEALTHCARE CONSULTANTS LTD,65110,-12.9,-4.4,18.4,27.1,45.6,24.2,44.8,55.2,42.5,57.5,39.3,60.7,34.5,65.5,1000-4999,2025-03-03 17:03:07
STRENGTHENED LEADERSHIP GROUP,70100,6.9,8.1,20.4,-10.2,29.1,33.9,47.5,52.5,32.6,67.4,26.8,73.2,43.2,56.8,50-249,2025-04-19 10:21:30
TRENT UNIVERSITY,85110,3.1,4.3,12.1,17.7,13.0,28.1,44.0,56.0,39.0,61.0,45.0,55.0,65.0,35.0,1000-4999,2025-02-21 09:47:45
HARMAN INTERNATIONAL INDUSTRIES,89110,2.5,1.4,30.0,8.8,32.4,28.3,15.2,84.8,28.4,71.6,38.3,61.7,52.9,47.1,5000-19999,2025-03-17 16:55:29
FARLEY SERVICES GROUP,78200,9.0,5.1,10.2,19.4,45.2,25.8,22.6,77.4,31.0,69.0,28.0,72.0,58.7,41.3,250-499,2025-01-17 11:20:09
BRIGHTON CONSULTING PARTNERS,74700,12.3,7.5,33.5,10.7,37.8,23.9,42.8,57.2,42.4,57.6,38.9,61.1,67.4,32.6,500-999,2025-04-06 18:12:01
LUCREZIA LIMITED,70200,-5.4,-7.6,-12.8,1.2,28.3,30.1,77.5,22.5,77.1,22.9,75.3,24.7,87.9,12.1,250-499,2025-01-21 12:34:16
WINDSOR CONSTRUCTION SOLUTIONS,42100,20.1,15.7,44.3,39.1,57.9,18.6,22.0,78.0,34.0,66.0,46.4,53.6,63.8,36.2,1000-4999,2025-02-04 15:48:33
THORNFIELD EDUCATION CENTRE,85410,-2.0,-0.6,13.2,3.9,18.7,14.8,36.7,63.3,45.0,55.0,30.4,69.6,72.1,27.9,100-249,2025-03-27 13:50:28
GREAT MINDS ACADEMY,85110,4.2,3.8,19.0,26.2,36.5,16.8,40.8,59.2,38.0,62.0,37.6,62.4,57.0,43.0,500-999,2025-04-17 14:28:12
DRAKE FUNDING LIMITED,75020,8.6,7.1,23.4,24.9,61.3,37.7,28.2,71.8,33.8,66.2,35.7,64.3,48.8,51.2,250-499,2025-01-08 09:42:52
WESTMINSTER HEALTHCARE SERVICES,85110,12.0,10.3,32.1,18.7,41.8,38.6,40.1,59.9,45.8,54.2,42.0,58.0,60.4,39.6,500-999,2025-02-11 10:05:44
