EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
ACCELERATE UK LIMITED,73120,22.1,15.3,45.8,28.4,50.2,67.3,30.1,69.9,18.9,81.1,32.8,67.2,51.9,48.1,100-249,2025-03-20 09:15:22
BARNARD CASTLE GROUP PLC,76210,10.5,7.8,15.5,23.1,41.8,45.1,45.2,54.8,32.0,68.0,23.0,77.0,62.0,38.0,5000+,2025-04-01 13:00:10
CLOUD COMPUTING SOLUTIONS LTD,73200,31.6,25.4,68.0,42.9,56.8,73.5,40.0,60.0,25.0,75.0,29.0,71.0,57.0,43.0,500-999,2025-03-28 16:25:30
DENNY'S RESTAURANTS LIMITED,75810,18.2,12.4,31.1,10.8,38.5,46.8,23.3,76.7,22.0,78.0,34.0,66.0,56.3,43.7,500-999,2025-04-04 14:33:15
ELITE CONSULTING SERVICES,74899,12.8,8.7,39.3,25.6,52.7,66.8,37.0,63.0,28.0,72.0,31.0,69.0,58.0,42.0,250-499,2025-03-23 11:07:45
FINANCE FOR ALL PLATINUM,66300,27.3,18.9,51.2,35.1,47.8,64.5,38.9,61.1,25.5,74.5,29.1,70.9,57.0,43.0,1000-4999,2025-04-05 16:11:12
GLOBE EDUCATION SYSTEMS LIMITED,81100,15.7,10.2,28.6,17.3,42.2,49.9,38.0,62.0,30.0,70.0,35.0,65.0,61.0,39.0,500-999,2025-03-30 12:46:58
HORIZON TECHNOLOGIES LTD,73110,30.9,22.6,64.8,43.7,51.3,74.0,43.5,56.5,25.3,74.7,29.0,71.0,59.0,41.0,500-999,2025-04-02 08:23:41
IMMIGRATION LAW PARTNERS LLP,74100,23.4,16.8,49.9,32.5,53.4,68.3,34.7,65.3,27.1,72.9,31.2,68.8,56.0,44.0,250-499,2025-03-24 19:38:38
KINETIC MACHINERY PLC,74900,17.2,11.9,40.1,29.1,46.0,62.1,30.0,70.0,27.0,73.0,25.0,75.0,55.0,45.0,250-499,2025-04-03 11:50:29
LIVE AND LET LIVE LIMITED,79300,9.7,6.5,23.8,12.4,39.2,47.5,40.0,60.0,32.0,68.0,37.0,63.0,58.0,42.0,100-249,2025-04-04 13:44:11
MACQUARIE BANK LIMITED,66300,12.3,8.6,31.7,22.1,50.4,61.9,38.0,62.0,31.0,69.0,33.0,67.0,61.0,39.0,5000+,2025-03-27 09:45:45
NATIONAL TRUST PLC,75000,14.6,10.3,27.5,18.2,41.9,48.6,35.0,65.0,29.0,71.0,33.0,67.0,58.0,42.0,500-999,2025-04-05 20:21:53
OPENSPACE COMMUNICATIONS LIMITED,73200,28.1,21.0,62.3,39.8,52.9,73.8,42.0,58.0,24.0,76.0,26.0,74.0,58.0,42.0,250-499,2025-03-29 14:15:59
PLANNING CONSULTANTS GROUP,74899,19.9,14.7,34.9,24.3,44.7,53.6,33.0,67.0,27.0,73.0,32.0,68.0,59.0,41.0,500-999,2025-04-01 15:34:27
QUANTUM ENGINEERING PLC,76100,16.4,9.8,37.1,25.2,48.1,63.0,32.0,68.0,25.0,75.0,30.0,70.0,57.0,43.0,500-999,2025-03-19 08:05:51
RELIABLE SOFTWARE SOLUTIONS,73200,26.7,20.5,55.4,38.6,52.3,68.1,40.0,60.0,28.0,72.0,30.0,70.0,60.0,40.0,500-999,2025-04-04 10:42:11
SILVERSTREAM SERVICES LIMITED,73110,13.5,10.2,25.3,17.9,39.2,44.3,28.0,72.0,30.0,70.0,39.0,61.0,59.0,41.0,100-249,2025-03-25 12:10:17
THOMAS JOHNSON & ASSOCIATES,74900,18.4,11.6,30.8,21.3,47.3,56.0,29.0,71.0,33.0,67.0,32.0,68.0,56.0,44.0,250-499,2025-04-02 13:58:31
UMBRIA FINE FOODS PLC,56200,20.1,14.3,32.8,19.4,40.5,47.5,36.0,64.0,31.0,69.0,38.0,62.0,54.0,46.0,500-999,2025-03-26 16:43:40
VERTICAL INNOVATIONS LIMITED,73200,29.8,24.3,60.2,39.7,55.7,73.5,39.0,61.0,24.0,76.0,31.0,69.0,58.0,42.0,500-999,2025-04-03 09:34:19
WATERWORKS LIMITED,74900,15.6,9.8,34.2,21.9,42.1,49.7,34.0,66.0,30.0,70.0,35.0,65.0,60.0,40.0,500-999,2025-03-22 15:22:07
XERAPHIN FINANCIAL SERVICES,66300,20.3,13.9,42.9,28.5,48.3,62.0,40.0,60.0,28.0,72.0,30.0,70.0,62.0,38.0,5000+,2025-04-05 11:10:15
YANDEX SOLUTIONS UK,73200,32.1,25.8,69.5,44.2,54.1,76.3,44.0,56.0,23.0,77.0,26.0,74.0,57.0,43.0,1000-4999,2025-03-26 10:50:34
ZEALAND BUSINESS SERVICES,73120,16.8,11.2,35.1,19.8,45.8,53.5,34.0,66.0,27.0,73.0,30.0,70.0,62.0,38.0,500-999,2025-04-01 14:27:42
AMERICAN WAREHOUSE COMPANY,76300,14.2,7.9,29.8,18.6,41.7,48.2,32.0,68.0,31.0,69.0,37.0,63.0,55.0,45.0,5000+,2025-03-28 13:10:26
