EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Rotherham Metropolitan Borough Council,"85310,85320",35.6,28.8,85.2,30.5,60.2,73.5,24.9,73.3,16.1,84.5,28.9,72.1,56.3,45.7,250-499,2025-02-28 10:20:15
City of Bristol College,85420,22.1,15.3,41.9,-120.5,45.1,50.9,30.1,69.9,54.9,44.1,56.0,62.0,38.0,62.0,500-999,2025-03-28 14:59:02
Capita Customer Management Limited,"70200,70220",19.3,12.5,39.1,4.5,20.0,22.0,53.0,47.0,53.0,47.0,51.0,49.0,58.0,42.0,1000-4999,2025-04-02 11:11:19
Centrepoint Limited,90020,34.5,27.7,83.9,29.0,58.4,70.6,25.8,74.2,17.3,85.1,30.1,73.9,57.7,46.3,250-499,2025-03-31 09:15:42
North West Ambulance Service NHS Trust,86100,38.2,31.4,88.5,31.8,63.4,74.6,26.1,75.9,18.5,86.3,31.9,74.1,60.5,49.5,1000-4999,2025-04-03 15:40:11
Royal Borough of Windsor and Maidenhead,"85310,85320",29.9,23.1,79.3,28.0,55.7,68.9,27.4,72.6,19.5,83.5,32.1,71.9,59.5,48.5,500-999,2025-02-28 09:45:01
University of the Arts London,"90030,90040",36.8,30.0,86.1,30.5,61.9,73.1,28.4,74.8,20.1,85.7,33.3,73.9,62.1,51.9,1000-4999,2025-04-04 14:11:29
Transport for London,"51220,51230",25.3,18.5,73.3,26.0,40.4,54.6,31.0,69.0,51.0,41.0,58.0,52.0,65.0,49.0,2500-4999,2025-03-31 10:10:05
Cambridge University Hospitals NHS Foundation Trust,86100,40.5,33.7,89.9,32.4,65.5,75.3,29.0,76.0,21.0,87.0,35.1,75.9,64.5,53.5,1000-4999,2025-04-03 16:20:42
Manchester City Council,"85310,85320",30.8,24.0,80.1,29.5,56.9,69.3,26.5,72.7,19.9,83.1,33.3,71.9,61.5,50.5,500-999,2025-02-28 11:05:19
