EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP (OPERATIONS) LIMITED,64209,10.2,5.1,35.6,55.9,22.5,69.5,34.9,88.2,20.3,91.7,19.2,81.2,23.9,76.1,500-999,2025-04-05 18:03:19
KINGFISHER PLC,35110,23.5,25.9,-10.9,20.6,18.3,44.9,64.2,73.0,20.9,83.9,35.7,87.1,18.5,41.5,5000-9999,2025-03-29 10:05:32
ODEON CINEMAS LIMITED,"59131,59140",19.6,17.4,35.4,30.5,13.8,23.5,62.9,72.4,18.5,84.9,22.3,80.5,16.4,42.6,1000-4999,2025-04-07 12:12:50
DE VERE WOKEFIELD ESTATE LIMITED,55100,14.3,7.4,28.9,-50.0,14.8,33.9,41.1,73.3,13.8,80.6,15.9,85.3,11.1,39.1,250-499,2025-04-09 09:20:22
BT GROUP PLC,64209,12.6,9.1,45.8,48.5,29.1,54.7,53.3,76.4,28.3,90.5,26.9,86.9,31.5,53.5,5000-9999,2025-04-11 13:13:11
KINGFISHER PLC,35110,20.9,24.9,25.9,42.7,26.5,51.9,63.4,75.5,25.4,87.2,24.1,83.9,27.7,51.3,5000-9999,2025-04-13 11:43:10
KINGFISHER PLC,35110,28.1,30.4,-25.9,21.9,28.1,46.2,61.3,74.9,27.9,88.3,25.4,85.6,30.5,52.1,5000-9999,2025-04-14 14:23:45
ODEON CINEMAS LIMITED,"59131,59140",14.5,13.1,31.4,38.2,17.8,30.4,58.2,70.8,17.9,82.3,16.3,77.9,19.3,44.7,1000-4999,2025-04-15 10:59:40
DE VERE WOKEFIELD ESTATE LIMITED,55100,18.9,10.3,32.4,13.3,21.3,38.5,46.1,72.9,22.1,84.9,20.3,80.3,23.5,45.9,250-499,2025-04-16 09:30:29
BT GROUP PLC,64209,22.3,20.4,49.9,51.9,31.5,56.3,57.3,76.2,30.8,89.5,29.2,87.1,33.5,55.9,5000-9999,2025-04-17 14:16:22
BT GROUP PLC,64209,25.9,28.4,43.6,48.6,34.4,53.3,59.9,75.9,34.8,89.2,32.9,87.9,37.3,56.7,5000-9999,2025-04-18 11:49:38
KINGFISHER PLC,35110,16.6,21.2,11.4,38.2,20.5,39.9,61.1,74.5,20.9,86.7,19.2,83.5,22.3,49.1,5000-9999,2025-04-19 09:59:01
KINGFISHER PLC,35110,29.6,31.9,-12.9,26.4,29.4,45.6,60.4,75.3,29.6,88.1,27.3,86.4,31.9,53.3,5000-9999,2025-04-20 12:21:21
ODEON CINEMAS LIMITED,"59131,59140",15.2,14.4,36.5,41.5,15.7,29.5,59.3,71.4,15.9,83.2,14.9,79.3,17.1,43.9,1000-4999,2025-04-21 10:28:45
DE VERE WOKEFIELD ESTATE LIMITED,55100,13.4,6.3,24.8,-94.5,12.8,27.2,42.5,73.9,12.1,81.5,11.5,79.3,14.3,40.3,250-499,2025-04-22 09:43:57
BT GROUP PLC,64209,19.6,16.8,46.9,53.3,27.9,48.5,56.4,76.1,27.2,89.5,26.3,88.1,30.1,53.9,5000-9999,2025-04-23 14:06:49
BT GROUP PLC,64209,21.8,24.8,41.6,51.1,32.3,51.8,58.2,76.5,31.9,90.5,30.4,89.3,34.5,55.5,5000-9999,2025-04-24 11:51:14
KINGFISHER PLC,35110,25.8,29.9,-8.1,33.9,26.3,42.2,62.3,75.2,26.6,88.3,25.1,85.5,28.3,52.5,5000-9999,2025-04-25 10:04:34
KINGFISHER PLC,35110,31.3,34.1,-16.1,29.5,30.5,43.5,63.5,76.1,30.1,89.2,28.5,87.3,32.5,55.9,5000-9999,2025-04-26 12:29:48
ODEON CINEMAS LIMITED,"59131,59140",16.1,15.2,33.9,35.1,16.1,31.4,58.9,70.5,16.5,82.7,15.2,79.3,18.3,44.3,1000-4999,2025-04-27 10:49:01
DE VERE WOKEFIELD ESTATE LIMITED,55100,17.2,9.1,26.5,-128.3,15.3,31.3,43.9,72.5,15.6,82.1,14.9,79.1,16.9,42.9,250-499,2025-04-28 09:55:33
BT GROUP PLC,64209,24.1,21.4,51.3,54.6,33.4,53.9,58.1,76.9,33.5,90.5,32.3,89.1,35.9,56.7,5000-9999,2025-04-29 14:20:22
BT GROUP PLC,64209,26.9,30.9,45.8,52.3,36.1,54.4,59.9,77.3,35.9,91.2,34.9,90.1,38.5,59.1,5000-9999,2025-04-30 11:59:51
KINGFISHER PLC,35110,18.5,23.4,13.3,40.3,22.2,38.3,61.3,75.1,22.6,87.9,21.5,85.3,24.1,50.5,5000-9999,2025-05-01 10:02:55
KINGFISHER PLC,35110,32.4,36.4,-22.5,27.6,32.1,43.9,64.1,76.5,32.4,90.3,30.7,88.5,35.1,56.7,5000-9999,2025-05-02 12:30:39
ODEON CINEMAS LIMITED,"59131,59140",17.9,16.7,36.7,40.4,18.3,33.1,59.5,70.9,18.6,83.2,17.3,80.3,20.1,46.3,1000-4999,2025-05-03 10:58:01
DE VERE WOKEFIELD ESTATE LIMITED,55100,15.1,7.7,19.1,-110.9,12.5,26.5,42.3,73.1,12.8,81.9,11.9,79.5,13.9,41.3,250-499,2025-05-04 09:48:23
BT GROUP PLC,64209,20.3,18.5,47.1,51.8,29.3,48.8,56.9,76.5,29.6,90.3,28.5,89.3,31.5,55.5,5000-9999,2025-05-05 14:27:52
BT GROUP PLC,64209,22.7,26.6,42.5,52.1,32.9,51.3,58.3,76.9,32.5,91.1,31.9,90.5,35.1,56.9,5000-9999,2025-05-06 11:58:35
KINGFISHER PLC,35110,24.5,28.6,-0.9,36.5,24.3,40.5,62.1,75.3,24.6,88.2,23.9,85.9,26.3,52.1,5000-9999,2025-05-07 10:14:41
KINGFISHER PLC,35110,33.7,38.4,-19.5,30.7,34.1,44.1,65.1,77.1,34.4,91.3,32.7,90.1,36.5,58.5,5000-9999,2025-05-08 12:43:44
ODEON CINEMAS LIMITED,"59131,59140",18.6,17.2,35.3,39.3,16.9,33.2,59.9,70.4,17.3,83.2,16.1,80.1,19.1,45.9,1000-4999,2025-05-09 11:06:00
DE VERE WOKEFIELD ESTATE LIMITED,55100,16.4,8.3,22.3,-120.5,13.7,28.5,43.5,72.9,13.9,82.1,13.1,79.5,15.3,42.9,250-499,2025-05-10 09:59:40
BT GROUP PLC,64209,23.5,21.9,50.8,54.3,33.8,53.4,58.5,77.3,33.9,91.2,33.1,90.5,36.1,57.9,5000-9999,2025-05-11 14:35:40
BT GROUP PLC,64209,25.8,31.7,44.9,53.8,36.3,54.7,60.3,78.1,36.6,92.1,35.7,91.3,39.3,61.1,5000-9999,2025-05-12 11:56:53
KINGFISHER PLC,35110,19.8,24.4,7.9,41.5,22.9,38.2,62.3,75.5,23.2,88.3,22.2,85.7,24.9,51.1,5000-9999,2025-05-13 10:20:04
KINGFISHER PLC,35110,35.4,40.6,-23.1,29.2,35.5,44.3,66.1,77.5,35.8,92.1,33.9,91.1,37.7,61.3,5000-9999,2025-05-14 12:51:27
ODEON CINEMAS LIMITED,"59131,59140",19.4,16.8,36.4,40.5,17.4,33.3,60.1,70.2,17.8,83.4,16.8,80.1,19.6,46.5,1000-4999,2025-05-15 11:12:01
DE VERE WOKEFIELD ESTATE LIMITED,55100,14.9,6.9,16.9,-124.5,11.6,25.3,42.2,72.4,12.1,80.9,10.9,78.3,13.5,41.5,250-499,2025-05-16 09:49:33
BT GROUP PLC,64209,21.4,19.2,48.2,52.2,30.3,49.2,57.4,76.7,30.5,90.9,29.7,90.1,32.5,56.3,5000-9999,2025-05-17 14:35:14
BT GROUP PLC,64209,23.9,27.8,43.3,53.6,34.7,52.2,59.2,77.5,34.9,92.1,34.1,91.7,37.3,59.9,5000-9999,2025-05-18 11:55:25
