EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP (OPERATIONS) LIMITED,14713,25.6,17.8,62.5,25.1,54.9,62.8,30.9,72.3,20.5,80.2,35.6,68.4,54.1,45.9,500-999,2025-04-06 14:27:49
HAARTS OF LONDON LIMITED,14500,20.2,11.5,44.7,12.9,29.5,35.2,38.3,64.4,24.1,69.5,30.1,62.9,39.1,60.9,250-499,2025-03-28 16:04:15
BP PLC,82110,13.5,6.9,38.5,16.4,27.3,31.0,45.1,59.4,30.9,66.2,35.5,64.9,45.9,54.1,1000-4999,2025-04-01 15:59:02
WPP plc,64990,21.1,14.3,51.4,11.9,32.3,39.5,42.3,60.8,28.9,72.1,39.2,67.4,43.5,56.5,5000-9999,2025-03-25 15:42:45
THOMAS COOK AIRLINES LIMITED,55100,23.5,16.2,46.2,28.5,33.1,41.5,34.9,58.8,25.1,65.3,36.6,62.9,40.6,59.4,250-499,2025-04-02 11:03:59
J SAINSBURY PLC,47110,15.6,9.3,41.8,14.5,29.3,35.9,41.1,61.2,29.3,69.9,41.9,66.2,42.7,57.3,5000-9999,2025-04-03 17:10:13
BRITISH AMERICAN TOBACCO PLC,66100,18.3,10.8,43.4,21.3,28.6,34.0,44.2,58.9,32.1,69.5,42.1,65.4,44.9,55.1,5000-9999,2025-03-29 16:05:11
ROYAL MAIL GROUP LIMITED,51100,22.1,14.9,51.4,9.9,31.4,38.2,39.5,61.1,28.3,71.3,38.8,68.2,41.3,58.7,5000-9999,2025-03-26 14:29:01
BP FUELS LIMITED,82110,19.5,12.2,42.1,18.3,27.1,32.5,42.9,59.1,30.4,69.3,41.2,64.4,43.1,56.9,1000-4999,2025-04-05 16:15:43
BRITISH AIRWAYS PLC,64209,26.6,20.3,63.1,24.8,52.9,60.8,29.7,71.4,22.3,80.5,34.9,70.3,51.8,48.2,5000-9999,2025-03-27 16:14:51
ICAP PLC,64990,24.9,17.4,55.6,16.3,34.5,42.1,40.3,61.9,27.9,73.8,41.4,68.5,44.6,55.4,5000-9999,2025-04-04 14:31:16
MARKS AND SPENCER GROUP PLC,47110,17.8,10.3,40.8,15.4,29.3,34.9,43.7,59.1,31.4,69.4,45.5,65.3,43.7,56.3,5000-9999,2025-03-30 17:16:55
KELLOGG UK HOLDINGS LTD,52200,25.2,18.3,59.3,23.4,35.8,42.5,34.4,60.3,26.5,71.8,37.6,70.2,40.6,59.4,250-499,2025-03-24 14:35:57
AVIVA PLC,65500,20.9,14.6,49.2,16.2,31.6,39.1,41.6,61.3,30.3,72.1,42.9,67.3,43.6,56.4,5000-9999,2025-04-02 16:03:42
DIRECT LINE GROUP PLC,65100,23.4,16.1,52.2,14.8,32.7,40.1,38.2,60.8,27.3,72.1,40.5,68.1,42.2,57.8,5000-9999,2025-03-25 14:41:09
NOTTING HILL HOMES TRUST,68200,16.3,6.9,36.9,20.4,25.4,31.6,43.2,58.9,31.4,68.5,41.7,63.6,42.9,57.1,250-499,2025-04-03 14:50:21
JOHN MENZIES PLC,55100,24.9,17.2,55.7,-15.3,32.6,40.4,36.5,59.6,28.1,71.9,39.2,69.3,40.6,59.4,1000-4999,2025-03-29 17:18:51
THE PENINSULA HOTELS GROUP LIMITED,55200,22.5,15.8,51.3,12.9,30.8,37.5,43.3,61.1,31.3,70.4,44.2,67.3,43.9,56.1,5000-9999,2025-03-26 14:58:33
ROYAL MAIL SPECIALIST BUSINESS SERVICES LIMITED,51100,21.8,14.4,49.4,13.4,30.8,37.4,40.4,60.8,28.5,72.2,41.2,68.2,42.8,57.2,250-499,2025-04-05 15:17:11
