"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Turcan Connell Limited","68200",13.2,4.5,45.0,-28.1,39.2,52.1,27.8,64.2,17.9,72.1,31.9,64.5,39.4,40.6,1000-4999,"2025-04-17 08:31:05"
"Siemens Gamesa Renewable Energy (UK) Limited","29230",22.1,12.3,62.2,25.6,56.9,54.3,29.1,71.9,20.3,76.8,35.9,69.1,49.2,38.5,500-999,"2025-03-22 12:45:23"
"Deutsche Bank AG London Branch","64993",18.4,7.8,41.5,21.9,51.0,53.1,32.2,70.5,24.9,77.3,38.5,68.2,44.9,35.1,"1000-4999","2025-04-08 15:04:58"
"Liberty Global UK Limited","64209",12.9,6.1,52.9,13.5,50.1,50.3,30.7,68.9,22.8,74.2,37.4,70.1,45.3,32.9,"500-999","2025-03-25 10:21:42"
"Anchor Foods (UK) Limited","15110",7.3,1.9,33.4,-10.3,40.4,46.7,25.4,67.8,18.2,72.5,32.5,69.4,39.2,29.1,250-499,"2025-03-28 11:29:14"
"United Utilities Group PLC","41202",15.9,9.5,49.1,9.2,48.8,53.8,27.9,69.1,20.3,73.2,35.2,67.9,43.3,30.7,5000-9999,"2025-04-01 08:47:52"
"British Gas Services Limited","35110",20.3,11.7,55.1,23.8,52.4,55.5,31.3,73.5,23.4,78.3,37.9,73.4,45.8,34.2,"1000-4999","2025-03-26 13:15:34"
"British Transport Police Authority","67110",12.1,5.8,46.8,4.2,44.9,51.4,29.6,66.9,21.7,74.3,33.5,68.9,40.6,31.4,1000-4999,"2025-04-10 10:27:51"
"Sanderson Group Limited","64209",9.4,1.8,38.3,11.9,42.6,49.5,26.9,66.9,18.3,71.3,30.8,66.9,38.1,27.5,250-499,"2025-03-27 12:09:37"
"Royal Caribbean Cruises Ltd","64209",16.4,8.7,51.2,24.5,49.3,54.4,30.6,71.8,22.8,76.1,36.7,70.2,44.3,33.1,500-999,"2025-03-23 09:35:49"
"DLA Piper LLP (UK)","74100",14.9,6.7,51.7,19.9,47.6,52.6,29.3,69.4,20.3,74.9,33.8,70.3,41.9,31.1,1000-4999,"2025-04-09 09:19:05"
"Knight Frank LLP","65300",11.1,4.8,43.5,15.9,45.1,52.1,27.1,66.1,20.1,72.4,31.3,65.6,37.9,28.1,500-999,"2025-04-02 14:01:13"
"Thomas Eggar LLP","74100",8.8,2.5,36.9,7.1,41.9,46.8,25.4,65.5,19.4,70.5,29.5,64.9,36.5,26.8,250-499,"2025-03-24 10:44:24"
"Slaughter and May","74100",15.6,7.7,54.3,21.5,50.1,53.8,30.8,69.2,22.6,74.1,35.7,70.4,42.4,32.7,"500-999","2025-03-29 14:37:38"
"Wolfson Family Trust","87100",9.5,2.3,35.1,14.5,38.8,44.9,26.5,64.3,19.9,69.4,29.8,65.2,36.1,25.5,250-499,"2025-04-11 09:34:57"
