"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Walker Sime Ltd", 70200, 11.5, 7.9, 41.9, 15.6, 50.1, 69.0, 13.9, 82.3, 21.4, 75.6, 46.3, 55.1, 62.9, 35.6, 100-249, 2024-09-17 10:02:42
"Lambert Smith Hampton", 70200, 28.9, 20.5, 85.2, 35.9, 58.0, 64.2, 28.9, 73.4, 39.1, 82.9, 56.2, 48.9, 68.3, 41.8, 1000-1999, 2024-08-20 11:45:15
"Cluttons LLP", 70200, 19.1, 12.3, 63.4, 24.5, 53.2, 63.5, 24.8, 75.2, 31.9, 83.1, 42.9, 51.3, 59.4, 43.9, 500-999, 2024-07-24 14:01:42
"Hardwicke Chambers", 74200, 35.6, 26.8, 91.9, 40.3, 60.1, 61.1, 36.3, 72.8, 44.9, 80.6, 61.2, 49.5, 70.9, 46.3, 1000-1999, 2024-10-01 10:05:12
"Hill Dickinson LLP", 70200, 25.4, 18.2, 78.1, 29.9, 54.9, 68.2, 29.4, 78.9, 38.5, 85.3, 51.9, 47.1, 65.6, 42.4, 500-999, 2024-09-15 11:49:35
"Shoosmiths LLP", 70200, 18.9, 13.5, 65.3, 25.8, 52.1, 65.6, 26.2, 76.1, 33.1, 82.5, 44.5, 50.3, 58.9, 44.9, 1000-1999, 2024-08-14 15:32:19
"Blake Morgan LLP", 70200, 29.8, 21.9, 80.9, 32.5, 57.3, 66.3, 31.5, 79.1, 40.9, 85.5, 55.6, 48.2, 67.3, 45.8, 500-999, 2024-10-10 12:01:59
"Gateley Plc", 70200, 22.1, 16.3, 72.9, 28.1, 54.5, 68.0, 27.9, 76.8, 36.5, 83.2, 49.2, 50.5, 61.9, 42.3, 1000-1999, 2024-09-25 10:49:42
"Berwin Leighton Paisner LLP", 70200, 32.4, 24.2, 88.5, 36.8, 59.2, 66.4, 34.5, 80.5, 42.1, 86.2, 58.3, 47.9, 69.9, 46.9, 500-999, 2024-10-03 14:05:19
"Mishcon de Reya (Solicitors) LLP", 70200, 24.9, 18.5, 76.2, 29.7, 55.5, 67.8, 30.2, 78.3, 38.9, 84.9, 51.1, 48.5, 63.8, 43.3, 1000-1999, 2024-08-17 15:47:51
"Taylor Wessing LLP", 70200, 27.3, 20.1, 81.9, 31.9, 56.9, 65.8, 31.3, 78.9, 40.5, 84.5, 53.4, 49.3, 65.4, 45.4, 500-999, 2024-09-11 11:21:29
"Macfarlanes LLP", 70200, 23.6, 17.2, 75.1, 28.4, 54.9, 65.9, 29.5, 77.2, 37.4, 83.9, 49.5, 49.6, 61.9, 43.8, 1000-1999, 2024-08-22 13:40:15
"Hogan Lovells (International) LLP", 70200, 30.5, 22.8, 85.5, 33.5, 58.3, 65.4, 33.1, 81.3, 41.9, 86.5, 56.4, 48.3, 68.9, 46.2, 500-999, 2024-09-29 15:05:41
