EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
"MISHCON DE REYA GROUP (OPERATIONS) LIMITED""",64209,25.8,19.4,75.2,35.9,57.8,70.2,27.3,79.5,18.5,85.3,29.3,75.2,55.2,43.6,50-99,2024-05-24 16:46:19
ANERGY POWER LIMITED,64209,28.1,21.9,80.1,38.5,59.2,72.8,30.4,82.5,20.1,88.1,31.8,78.2,57.4,45.6,100-249,2024-03-27 09:23:41
CLOCKWORK ANIMATION LIMITED,90040,24.5,18.7,78.9,29.5,56.4,69.2,26.8,78.1,17.3,84.9,28.2,74.5,54.9,42.8,10-24,2024-06-19 14:30:52
HELIOFONICS LIMITED,64209,26.2,20.1,81.9,33.2,61.1,73.9,28.8,83.3,21.4,89.5,30.5,79.4,58.8,46.2,50-99,2024-04-11 18:01:19
GEOSTUDIO LIMITED,90040,22.9,16.9,75.5,26.8,58.3,67.9,25.5,77.5,16.2,83.9,27.3,72.9,53.2,40.4,25-49,2024-05-18 10:06:49
ELITE SPORTS THERAPY LIMITED,64209,29.3,23.1,83.5,40.5,60.8,76.4,32.1,86.2,22.9,92.9,33.5,82.2,61.6,49.8,50-99,2024-02-22 13:47:31
EUROPEAN SOFT FURNISHINGS LIMITED,90040,26.8,20.8,79.3,32.5,60.9,72.5,29.5,82.2,21.1,88.1,30.9,79.9,59.4,47.2,100-249,2024-06-07 12:13:49
PATRICK RYDER LIMITED,64209,27.4,21.3,84.8,36.1,64.1,73.8,31.4,85.9,23.5,93.2,32.9,83.5,62.4,50.4,50-99,2024-03-15 11:20:19
BAPTIST UNION OF GREAT BRITAIN AND IRELAND,90040,25.9,19.2,76.3,30.9,58.7,70.5,28.2,80.2,19.3,86.5,29.5,75.9,56.2,43.6,100-249,2024-05-25 14:44:01
KENNETH GRANT AND CO LIMITED,64209,28.5,22.5,82.1,39.2,61.9,74.2,33.5,87.5,24.2,95.5,34.9,84.9,63.8,51.4,100-249,2024-04-19 15:51:19
YUUKI LIMITED,90040,24.2,18.3,77.1,27.8,56.7,68.8,27.4,79.5,18.2,84.8,28.5,75.2,55.4,42.5,50-99,2024-02-28 09:58:31
YELLOW DOG LIMITED,64209,26.9,20.9,82.3,34.5,62.1,73.5,30.9,84.9,22.2,91.5,31.7,81.9,61.8,48.4,50-99,2024-03-08 17:30:01
JULIAN HOUSE LIMITED,90040,27.8,21.8,80.9,36.9,60.3,72.2,32.8,83.5,22.5,90.1,33.3,80.9,60.3,48.1,100-249,2024-06-22 16:43:19
THE BOATHOUSE MANAGEMENT COMPANY LIMITED,64209,25.4,19.5,78.5,30.2,57.9,69.4,28.4,79.1,20.2,86.4,29.8,75.5,56.9,43.9,50-99,2024-04-10 11:01:49
ALDESTEIN LIMITED,90040,23.9,17.4,74.3,25.9,58.1,66.3,26.2,76.4,16.5,82.5,27.1,71.9,52.3,39.5,25-49,2024-05-29 14:56:31
ARJORIE LIMITED,64209,28.2,22.2,82.5,38.8,61.5,74.6,33.3,87.2,24.5,95.9,34.8,84.4,64.1,51.7,100-249,2024-06-01 17:49:41
JUSTICE FOR MARY LIMITED,90040,26.5,20.4,80.5,33.3,60.6,72.9,30.6,83.5,21.8,90.2,31.4,81.1,60.5,48.5,100-249,2024-05-04 09:47:01
THE SHIPBUILDERS' CADET CORPS LIMITED,64209,29.1,23.5,85.9,41.9,65.3,76.1,34.9,89.5,25.9,97.9,36.3,87.9,66.9,53.9,250-499,2024-03-20 15:36:19
OAKLEYS WINES LIMITED,90040,24.8,18.6,76.2,28.4,57.4,68.6,27.9,79.9,19.1,85.7,28.9,75.4,55.9,42.9,25-49,2024-06-27 12:24:41
THE CO-OPERATIVE BANK PLC,64209,26.6,20.7,83.1,34.9,62.7,74.5,31.7,85.2,22.6,92.8,32.3,83.8,63.5,49.9,1000+,2024-05-22 16:33:49
CHURCH OF ENGLAND CHILDREN'S SOCIETY,64209,27.3,21.1,82.4,35.5,61.4,73.9,32.3,84.5,23.3,91.9,33.1,82.9,62.2,48.9,50-99,2024-06-12 10:10:19
ROBERT GORDON UNIVERSITY,90040,25.1,19.1,77.3,29.8,58.8,70.3,28.8,80.5,20.5,87.9,30.1,76.9,57.9,44.1,1000+,2024-03-14 17:41:01
THE EDEN VILLAGE TRUST,64209,28.9,23.8,86.4,42.1,66.9,77.1,36.3,90.9,26.8,99.9,37.5,89.5,69.9,56.5,1000+,2024-04-18 14:35:49
BLACKMORE HILL LIMITED,90040,24.6,18.2,75.9,27.5,58.2,68.2,28.1,79.3,18.8,84.1,29.4,74.3,55.7,42.2,25-49,2024-02-25 12:09:01
"THE CATHEDRAL AND COLLEGIATE CHURCH OF ST PAUL'S, LONDON",64209,26.1,20.2,81.4,33.8,62.4,74.2,30.8,84.2,22.3,92.3,31.4,82.4,62.9,49.3,100-249,2024-05-23 16:07:19
WWW.BRADFORDCOUNCIL.COU,64209,28.8,22.9,84.2,39.5,63.3,75.3,34.2,88.9,25.9,97.1,35.5,87.3,67.9,54.1,1000+,2024-03-21 17:15:19
THE SCHOOL EMPLOYERS' ASSOCIATION,64209,25.6,19.6,80.8,32.2,59.9,71.9,30.5,82.5,22.1,90.9,31.9,80.5,60.6,47.4,250-499,2024-04-09 16:04:49
THE ANGLICAN CHURCH OF IRELAND,64209,27.8,21.7,82.9,36.9,61.8,73.9,33.5,85.3,24.6,92.9,34.6,83.1,63.3,49.5,1000+,2024-02-18 11:56:01
BOREHAM WOOD FC LIMITED,64209,29.5,24.3,87.2,43.6,65.1,77.6,36.9,91.9,27.5,100.0,38.5,90.2,70.9,56.9,250-499,2024-06-05 15:39:41
STEPHEN MCDONNELL LIMITED,90040,23.4,17.1,74.8,25.6,57.5,66.1,26.4,76.6,16.8,82.2,27.7,71.7,53.1,38.9,25-49,2024-04-01 14:41:19
BENEFIT LIMITED,64209,26.7,20.6,83.5,34.9,62.9,74.5,31.9,85.5,22.8,93.3,32.5,83.9,64.2,50.1,50-99,2024-02-19 17:48:01
MISPLACED CHILDREN'S SOCIETY LIMITED,90040,25.3,19.3,78.1,30.5,58.3,70.3,28.6,79.8,20.9,86.1,30.2,75.4,57.5,44.3,100-249,2024-06-20 14:56:31
THE LONDON INSTITUTE OF DIRECTORS,64209,27.9,21.9,84.1,37.3,62.4,74.5,33.9,86.3,24.9,94.5,35.1,84.9,65.2,51.4,1000+,2024-03-12 15:22:01
EUROPEAN HOTEL AND RESORTS LIMITED,64209,26.4,20.3,81.4,33.2,61.4,73.9,31.3,84.2,22.2,92.2,31.7,82.4,62.9,49.3,250-499,2024-04-25 10:39:49
THE ROYAL ACADEMY OF ARTS,64209,28.1,22.1,85.3,40.5,63.3,76.3,34.8,88.5,25.9,96.9,36.3,87.7,68.5,55.1,1000+,2024-05-29 15:19:19
THE ARMY AND NAVY CLUBS SERVICES LIMITED,64209,29.2,24.2,88.1,44.9,66.9,78.6,37.5,92.9,28.3,101.0,39.2,91.5,71.9,58.9,1000+,2024-06-18 16:26:41
THE CHURCH OF ENGLAND IN WALES,64209,27.2,21.4,83.6,36.7,62.6,74.8,33.5,86.5,24.5,94.2,34.9,84.4,65.6,51.2,1000+,2024-05-07 13:04:01
THE BISHOP OF LONDON,64209,28.4,22.6,84.7,38.4,63.5,75.4,35.1,88.5,26.3,96.7,36.6,87.9,68.7,55.5,1000+,2024-06-14 15:31:19
PARADISE FOUND LIMITED,64209,25.9,19.7,80.1,32.1,59.4,71.5,30.3,82.5,22.6,91.4,31.7,80.9,61.2,47.5,50-99,2024-03-26 10:46:01
BRIGHTON AND HOVE CITY COUNCIL,64209,29.8,24.9,88.9,45.6,67.9,79.4,38.3,93.5,29.6,102.0,40.5,92.9,72.9,60.3,1000+,2024-05-06 16:53:41
