activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,NY,36005,36005002100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan originated,1,385000,0.85,6.75,2.5,2,8500,2500,1800,500,0,360,0,0,2,2,2,2,,450000,1,1,5,5,1,,125000,0.38,1,1,2,2,1,1,6,6,1,1,1,1,1,1,35-44,30-34,No,No,1,1
2024,31080,CA,6073,6073024201.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,Loan originated,1,425000,0.92,7.25,3.0,1,12000,3500,2500,1000,0,360,0,0,2,2,2,2,,460000,1,1,5,5,1,,98000,0.42,1,1,1,1,1,1,5,5,1,1,2,2,1,1,25-34,25-34,No,No,1,1
2024,16980,TX,48113,48113030505.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Application denied,1,315000,0.88,7.5,3.25,1,0,0,0,0,0,360,0,0,2,2,2,2,,360000,1,1,5,5,1,,75000,0.49,1,6,2,5,1,4,3,5,1,4,1,5,1,5,45-54,9999,No,,1,1
2024,19100,FL,12011,12011008702.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,525000,0.78,6.5,2.0,2,9500,2800,2000,800,0,360,0,0,2,2,2,2,,675000,1,1,5,5,1,,155000,0.29,1,1,2,2,1,1,5,5,1,1,2,2,1,1,55-64,50-54,Yes,No,1,1
2024,26420,IL,17031,17031060600.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan originated,3,75000,0.65,8.0,4.0,1,3500,1200,900,300,0,180,0,0,2,2,2,2,,115000,1,1,5,5,1,,65000,0.51,1,6,1,5,1,4,5,5,1,4,1,5,1,5,35-44,9999,No,,1,1
2024,41860,OH,39035,39035010204.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Application withdrawn,1,275000,0.82,7.0,2.75,2,0,0,0,0,0,360,0,0,2,2,2,2,,335000,1,1,5,5,1,,85000,0.44,1,6,2,5,1,4,5,5,1,4,1,5,1,5,30-34,9999,No,,1,1
2024,38060,PA,42003,42003002200.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Loan originated,1,195000,0.95,7.75,3.5,1,8500,2200,1600,600,0,360,0,0,2,2,2,2,,205000,1,1,5,5,1,,58000,0.47,1,1,2,2,1,1,6,6,1,1,2,2,1,1,25-34,25-34,No,No,1,1
2024,12060,AZ,4013,4013021506.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,485000,0.8,6.875,2.25,2,7800,2100,1500,600,0,360,0,0,2,2,2,2,,605000,1,1,5,5,1,,135000,0.33,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,40-44,No,No,1,1
2024,14460,WA,53033,53033030302.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,Application denied,1,395000,0.9,7.625,3.75,1,0,0,0,0,0,360,0,0,2,2,2,2,,440000,1,1,5,5,1,,88000,0.52,1,6,1,5,1,4,3,5,1,4,2,5,1,5,35-44,9999,No,,1,1
2024,19740,GA,13089,13089030101.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,365000,0.87,6.375,1.5,2,6800,1900,1300,500,0,360,0,0,2,2,2,2,,420000,1,1,5,5,1,,105000,0.36,1,1,2,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,38900,NC,37183,37183020802.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,File closed for incompleteness,1,445000,0.83,7.125,2.875,2,0,0,0,0,0,360,0,0,2,2,2,2,,535000,1,1,5,5,1,,115000,0.41,1,6,2,5,1,4,5,5,1,4,2,5,1,5,30-34,9999,No,,1,1
2024,17140,MI,26125,26125030300.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,235000,0.75,6.25,1.75,2,5200,1400,1000,400,0,360,0,0,2,2,2,2,,315000,1,1,5,5,1,,75000,0.28,1,1,2,2,1,1,5,5,1,1,1,1,1,1,40-44,35-39,No,No,1,1
2024,41180,NY,36001,36001001001.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Loan originated,3,125000,0.55,8.5,4.5,1,4200,1500,1100,400,0,240,0,0,2,2,2,2,,225000,1,1,5,5,1,,95000,0.58,1,6,2,2,1,1,6,6,1,1,2,2,1,1,40-44,35-39,No,No,1,1
2024,22020,CO,8031,8031010800.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan originated,1,415000,0.93,7.875,3.25,1,11500,3200,2300,900,0,360,0,0,2,2,2,2,,445000,1,1,5,5,1,,92000,0.48,1,1,1,1,1,1,5,5,1,1,1,1,1,1,30-34,25-29,No,No,1,1
2024,36540,NJ,34023,34023000500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Application denied,1,625000,0.85,7.375,3.0,2,0,0,0,0,0,360,0,0,2,2,2,2,,735000,1,1,5,5,1,,165000,0.39,1,6,2,5,1,4,5,5,1,4,1,5,1,5,50-54,9999,No,,1,1
2024,45300,TN,47165,47165030200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,Loan originated,1,285000,0.79,6.625,2.125,2,6100,1700,1200,500,0,360,0,0,2,2,2,2,,360000,1,1,5,5,1,,78000,0.31,1,1,2,2,1,1,3,3,1,1,2,2,1,1,35-44,30-34,No,No,1,1
2024,29540,ID,16001,16001000600.0,VA:First Lien,Manufactured Home,Hispanic or Latino,White,Male,Loan originated,1,185000,0.96,7.125,2.75,2,7200,2000,1400,600,0,360,0,0,2,2,2,2,,193000,2,1,1,1,1,,65000,0.45,1,1,1,1,1,1,5,5,1,1,1,1,1,1,45-54,40-44,No,No,1,1
