activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,NY,36059,36059020802.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,385000,0.85,6.75,2.1,0,8500,2500,1800,1200,500,360,0,0,2,2,2,2,,450000,1,1,,,1,,98000,0.38,1,1,2,5,1,4,5,8,1,4,1,5,1,4,45-54,35-44,No,No,1,1
2024,41860,TX,48113,48113030605.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,Loan originated,1,298000,0.92,7.25,1.8,0,9500,3200,2200,1500,300,360,0,0,2,2,2,2,,325000,1,1,,,1,,72000,0.43,1,1,1,1,1,1,3,2,1,2,1,5,1,4,25-34,25-34,No,No,1,1
2024,38060,OH,39035,39035020203.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Application denied,1,195000,0.78,7.45,2.3,0,,,,,750,0,0,2,2,2,2,,250000,1,1,,,1,,85000,0.29,1,5,2,5,1,4,2,8,1,4,1,5,1,4,35-44,9999,No,,1,1
2024,12060,CA,6073,6073040201.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,525000,0.89,6.25,1.5,0,7800,1800,1500,800,1200,360,0,0,2,2,2,2,,590000,1,1,,,1,,125000,0.34,1,1,2,5,1,4,5,8,1,4,1,5,1,4,55-64,45-54,Yes,No,1,1
2024,14460,CO,8031,80310010405.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,File closed for incompleteness,3,75000,,8.5,3.2,0,,,,,,180,,,2,2,2,2,,,1,1,,,1,,62000,,1,5,1,5,1,4,5,8,1,4,1,5,1,4,35-44,9999,No,,1,1
2024,19100,FL,12011,12011021304.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,Loan originated,1,420000,0.82,7.1,2.0,0,11200,3800,2600,1800,400,360,0,0,2,2,2,2,,510000,1,1,,,1,,105000,0.36,1,1,2,5,1,4,3,8,1,4,1,5,1,4,45-54,35-44,No,No,1,1
2024,37980,NC,37119,37119040102.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,275000,0.95,6.5,1.2,0,6500,1200,1000,500,800,360,0,0,2,2,2,2,,290000,1,1,,,1,,68000,0.31,1,1,2,5,1,4,5,8,1,4,1,5,1,4,25-34,25-34,No,No,1,1
2024,16980,WA,53033,53033032405.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Application withdrawn,1,650000,0.75,6.9,1.7,0,,,,,,360,0,0,2,2,2,2,,865000,1,1,,,1,,155000,0.27,1,5,2,5,1,4,2,8,1,4,1,5,1,4,35-44,35-44,No,No,1,1
2024,26420,IL,17031,17031020100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan originated,1,365000,0.88,7.35,2.4,0,9800,2900,2100,1400,600,360,0,0,2,2,2,2,,415000,1,1,,,1,,95000,0.4,1,1,1,1,1,1,5,8,1,4,1,5,1,4,45-54,35-44,No,No,1,1
2024,38060,OH,39017,39017011502.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,185000,0.9,7.5,2.1,0,7200,2100,1600,1000,200,360,0,0,2,2,2,2,,205000,1,1,,,1,,58000,0.41,1,1,2,5,1,4,5,8,1,4,1,5,1,4,25-34,25-34,No,No,1,1
