activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,CA,37.0,370100101.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan originated,1,425000.0,80.0,6.75,,1,8500,2500,3500,0,1500,360,0,0,2,2,2,2,,450000,1,1,,,1,,120000,38,1,1,2,2,1,1,2,2,1,1,1,1,1,1,45-54,45-54,No,No,1,1
2024,31080,CA,73.0,7302010200.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,Loan originated,1,315000.0,96.5,7.0,,2,12000,4500,5000,1000,2000,360,0,0,2,2,2,2,,330000,1,1,,,1,,85000,42,1,2,1,1,1,1,1,1,1,1,2,2,1,1,35-44,25-34,No,No,1,1
2024,16980,TX,141.0,14101020100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Application denied,1,285000.0,85.0,7.25,,1,9500,3000,4000,500,1500,360,0,0,2,2,2,2,,340000,1,1,,,1,,95000,45,1,1,2,2,1,1,2,2,1,1,1,1,1,1,55-64,9999,Yes,,1,1
2024,19100,FL,5.0,5003010200.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,375000.0,90.0,6.5,,1,7500,2000,3000,0,1000,360,0,0,2,2,2,2,,420000,1,1,,,1,,110000,35,1,1,2,2,1,1,2,2,1,1,1,1,1,1,25-34,25-34,No,No,1,1
2024,26420,IL,31.0,3170100100.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,Loan originated,3,50000.0,,7.5,2.5,1,3000,1500,1500,0,500,180,0,0,2,2,2,2,,280000,1,1,,,1,,75000,28,1,1,1,1,1,1,2,2,1,1,2,2,1,1,35-44,9999,No,,1,1
2024,41860,WA,33.0,33010980100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Loan originated,1,650000.0,75.0,6.375,,1,13000,3500,5000,1000,2000,360,0,0,2,2,2,2,,870000,1,1,,,1,,180000,32,1,1,2,2,1,1,2,2,1,1,2,2,1,1,35-44,35-44,No,No,1,1
2024,38060,TX,85.0,8504010200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Application withdrawn,1,225000.0,90.0,7.125,,1,,,,,,360,0,0,2,2,2,2,,250000,1,1,,,1,,65000,40,2,5,1,5,3,5,2,5,3,5,1,5,3,5,45-54,9999,No,,1,1
2024,12060,AZ,13.0,13010100100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,485000.0,80.0,6.875,,1,9700,2800,4000,500,1500,360,0,0,2,2,2,2,,610000,1,1,,,1,,135000,36,1,1,2,2,1,1,2,2,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,14460,CO,1.0,12300430100.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,Loan originated,1,195000.0,100.0,6.25,,1,5850,1500,2000,0,850,360,0,0,2,2,2,2,,195000,1,1,,,1,,55000,33,1,1,2,2,1,1,3,2,1,1,2,2,1,1,25-34,25-34,No,No,1,1
2024,38900,MI,21.0,21043030200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,1,175000.0,85.0,7.75,,1,5250,1800,2000,250,800,360,0,0,2,2,2,2,,206000,1,1,,,1,,48000,41,1,1,2,2,1,1,1,2,1,1,1,1,1,1,35-44,9999,No,,1,1
2024,33460,NC,63.0,6305010100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,Application denied,1,365000.0,88.0,7.5,,1,10950,3200,3800,600,1200,360,0,0,2,2,2,2,,415000,1,1,,,1,,98000,43,1,1,1,2,1,1,2,2,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,45300,OR,51.0,51005950100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,525000.0,78.0,6.625,,1,10500,3000,4500,750,1500,360,0,0,2,2,2,2,,675000,1,1,,,1,,150000,30,1,1,2,2,1,1,2,2,1,1,2,2,1,1,45-54,45-54,No,No,1,1
