activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,CA,6075.0,6075029301,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Originated,1,425000,80.0,6.75,1.5,0,8500,2500,3500,1500,500,360,0,0,2,2,2,2,,530000,1,1,3,5,1,,120000,35,1,1,2,5,2,4,5,8,2,4,2,5,2,4,45-54,35-44,No,No,1,1
2024,16980,TX,48113.0,4811303142,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,Originated,1,315000,85.0,7.0,2.0,0,7200,2200,2800,1200,600,360,0,0,2,2,2,2,,370000,1,1,3,5,1,,95000,42,1,3,1,5,1,4,3,8,1,4,1,5,1,4,35-44,25-34,No,No,1,1
2024,31080,FL,12011.0,1201102045,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Approved not accepted,3,65000,,8.5,,0,3200,1800,1800,1000,200,180,0,0,2,2,2,2,,280000,1,1,3,5,1,,78000,28,2,5,2,5,2,4,2,8,2,4,2,5,2,4,55-64,45-54,Yes,No,1,1
2024,26420,OH,39061.0,3906102145,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Originated,1,195000,92.0,6.5,0,0,6500,1500,2500,500,800,360,0,0,2,2,2,2,,212000,1,1,3,5,1,,65000,38,1,1,2,5,2,4,5,8,2,4,1,5,1,4,25-34,24,No,No,1,1
2024,19100,IL,17197.0,1719708012,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Originated,1,285000,100.0,6.25,0,0,5800,1200,2200,0,1000,360,0,0,2,2,2,2,,285000,1,1,1,5,1,,88000,31,1,1,1,5,1,4,5,8,1,4,1,5,1,4,30,28,No,No,1,1
2024,41860,WA,53033.0,5303303031,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Originated,1,580000,75.0,6.9,1.8,0,9800,3200,4200,1800,0,360,0,0,2,2,2,2,,775000,1,1,3,5,1,,165000,25,1,1,2,5,2,4,2,8,2,4,2,5,2,4,35-44,32,No,No,1,1
2024,38060,CO,8031.0,8031002104,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Denied,1,420000,70.0,,,0,4500,2200,2200,1000,300,360,0,0,2,2,2,2,,600000,1,1,3,5,1,,130000,29,1,5,2,5,2,4,5,8,2,4,2,5,2,4,40,9999,No,,1,1
2024,12060,AL,1073.0,1073010203,Conventional:First Lien,Manufactured Home,Not Hispanic or Latino,Black or African American,Male,Originated,1,95000,80.0,8.0,2.5,0,4200,1500,1500,500,200,240,0,0,2,2,2,2,,119000,2,1,1,2,1,,48000,45,3,5,2,5,2,4,3,8,2,4,1,5,1,4,45-54,9999,Yes,,1,1
2024,14460,AZ,4013.0,4013028012,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Female,Originated,32,75000,,7.75,,0,2800,1200,1200,600,100,180,0,0,2,2,2,2,,320000,1,1,3,5,1,,62000,33,2,5,1,5,1,4,1,8,2,4,1,5,1,4,35-44,9999,No,,1,1
2024,19740,GA,13121.0,1312103045,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,Withdrawn,1,375000,,,,0,0,0,0,0,0,360,0,0,2,2,2,2,,450000,1,1,3,5,1,,110000,36,5,5,2,5,2,4,7,8,2,4,2,5,2,4,30,27,No,No,1,1
