data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1991,Federal,CA,California,1991-03-15,1,0,1,1,0,White,Non-Hispanic,1,Vandalism,1.0,Public Park,Anti-Jewish,Adult,S,S
1992,State,FL,Florida,1992-07-22,0,1,2,1,1,Black,Non-Hispanic,1,Assault,1.0,Residential Area,Anti-Black or African American,Minor,S,S
1993,County,IL,Illinois,1993-11-08,2,0,3,2,1,Asian,Non-Hispanic,2,Destruction/Damage/Vandalism of Property,2.0,Community Center,Anti-Asian,Adult,S,S
1994,Municipal,OH,Ohio,1994-02-14,1,1,2,1,1,White,Non-Hispanic,1,Aggravated Assault,1.0,Church,Anti-Christian,Adult,S,S
1995,Federal,TX,Texas,1995-09-30,0,2,2,1,1,Hispanic,Hispanic,1,Other,1.0,School/College,Anti-Hispanic,Minor,S,S
1996,City,NY,New York,1996-04-19,1,0,0,0,0,White,Non-Hispanic,1,Burglary,1.0,Restaurant,Anti-Jewish,Adult,S,N
1997,State,GA,Georgia,1997-12-05,1,1,1,1,0,Black,Non-Hispanic,1,Felony Assault,1.0,Business Office,Anti-Black or African American,Adult,S,S
1998,County,VA,Virginia,1998-06-10,0,1,0,0,0,White,Non-Hispanic,2,Robbery,2.0,Hospital,Anti-Jewish,Minor,S,N
1999,Municipal,WA,Washington,1999-08-27,0,0,2,2,0,Asian,Non-Hispanic,1,Theft,1.0,Public Transit,Anti-Asian,Adult,S,S
2000,Federal,NC,Carolina,2000-01-18,2,0,2,2,0,White,Non-Hispanic,1,Assault,1.0,Retail Store,Anti-Christian,Adult,S,S
2001,State,MD,Maryland,2001-05-03,1,0,1,1,0,American Indian,Non-Hispanic,1,Attempted Murder,1.0,University,Anti-American Indian or Alaska Native,Adult,S,S
2002,County,KY,Kentucky,2002-10-24,0,1,2,1,1,Hispanic,Hispanic,1,Vandalism,1.0,Community Center,Anti-Hispanic,Minor,S,S
