activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,NY,36005,36005012400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,Refinancing,385000,75,6.125,1.75,0,8500,2500,1800,1000,500,360,0,0,2,2,2,2,750000,1,1,5,5,1,,125000,38,1,1,2,5,1,5,5,5,1,5,1,5,1,5,45-54,35-44,No,No,1,1
2024,31080,CA,6037,06037132001,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Latino,Male,Loan originated,Home purchase,525000,85,6.75,2.25,0,9500,3200,2200,1200,700,360,0,0,2,2,2,2,620000,1,1,5,5,1,,98000,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35-44,25-34,No,No,1,1
2024,16980,IL,17031,17031814200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,Application approved but not accepted,Home purchase,285000,80,6.375,1.85,0,7800,2100,1600,900,400,360,0,0,2,2,2,2,360000,1,1,5,5,1,,78000,34,1,5,2,5,1,5,3,5,1,5,2,5,1,5,25-34,9999,No,,1,1
2024,19100,TX,48113,48113011205,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,Home purchase,415000,90,5.875,1.25,0,7200,1800,1400,700,500,360,0,0,2,2,2,2,465000,1,1,5,5,1,,115000,44,1,5,2,5,1,5,5,5,1,5,1,5,1,5,55-64,45-54,Yes,No,1,1
2024,26420,OH,39035,39035004101,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,Loan originated,Home improvement,45000,15,7.25,3.15,0,3200,1200,800,500,200,180,0,0,2,2,2,2,320000,1,1,5,5,1,,85000,28,1,5,1,5,1,5,2,5,1,5,1,5,1,5,35-44,9999,No,,1,1
2024,41860,WA,53033,53033023401,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Application denied,Refinancing,625000,70,6.5,2.5,0,10500,3800,2600,1500,800,360,0,0,2,2,2,2,890000,1,1,5,5,1,,148000,29,1,5,2,5,1,5,5,5,1,5,2,5,1,5,45-54,9999,No,,1,1
2024,12060,AL,1073,01073010200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,Home purchase,195000,95,7,2.75,0,6800,2200,1600,900,500,360,0,0,2,2,2,2,210000,1,1,5,5,1,,58000,48,1,1,2,5,1,5,5,5,1,5,1,5,1,5,25-34,25-34,No,No,1,1
2024,14460,AZ,4013,04013002801,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Female,Loan originated,Home purchase,485000,75,6.25,1.65,0,9200,2800,2000,1100,600,360,0,0,2,2,2,2,650000,1,1,5,5,1,,105000,36,1,5,1,5,1,5,3,5,1,5,2,5,1,5,35-44,30-39,No,No,1,1
2024,19740,FL,12011,12011010503,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,Refinancing,320000,65,5.75,1.15,0,7500,2000,1500,800,400,360,0,0,2,2,2,2,495000,1,1,5,5,1,,88000,32,1,5,2,5,1,5,3,5,1,5,1,5,1,5,45-54,45-54,Yes,Yes,1,1
2024,33460,NJ,34023,34023001702,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Application withdrawn,Home purchase,785000,80,6.125,1.95,0,12500,4200,3000,1800,900,360,0,0,2,2,2,2,985000,1,1,5,5,1,,165000,40,1,5,2,5,1,5,2,5,1,5,2,5,1,5,35-44,35-44,No,No,2,1
