activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,NY,36001,36001002001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,385000,80.5,7.25,2.75,0,8500,2500,1200,800,500,360,0,0,2,2,2,2,,385000,1,1,3,5,1,,125000,38,1,1,2,5,2,4,5,8,2,4,1,5,2,4,45-54,35-44,No,No,1,1
2024,31080,CA,6075,6075040302,FHA-insured:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,Application denied,1,455000,95.2,7.75,3.25,0,12000,4500,1800,1200,300,360,0,0,2,2,2,2,,478000,1,1,3,5,1,,98000,45,1,1,1,5,2,4,2,8,2,4,1,5,2,4,35-44,25-34,No,No,1,1
2024,16980,TX,48113,48113010503,VA-guaranteed:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,Loan originated,1,295000,85.3,6.88,2.15,0,7200,1800,900,600,400,360,0,0,2,2,2,2,,346000,1,1,3,5,1,,88000,32,1,1,2,5,2,4,3,8,2,4,2,5,2,4,55-64,45-54,Yes,No,1,1
2024,19100,FL,12011,12011040205,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,2,525000,75.8,6.5,1.85,0,9500,2800,1400,900,700,360,0,0,2,2,2,2,,692000,1,1,3,5,1,,165000,28,1,1,2,5,2,4,5,8,2,4,2,5,2,4,35-44,35-44,No,No,1,1
2024,26420,IL,17031,17031350200,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan originated,3,75000,,8.0,3.5,0,3200,1200,600,400,200,180,0,0,2,2,2,2,,280000,1,1,3,5,1,,72000,41,1,1,1,5,2,4,5,8,2,4,1,5,2,4,25-34,24,No,No,1,1
2024,41860,WA,53033,53033020901,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Application withdrawn,1,650000,82.1,7.0,2.5,0,10500,3200,1600,1000,800,360,0,0,2,2,2,2,,792000,1,1,3,5,1,,185000,25,1,1,2,5,2,4,2,8,2,4,1,5,2,4,45-54,35-44,No,No,1,1
2024,38060,OH,39017,39017011204,FHA-insured:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,185000,92.5,7.9,3.65,0,6800,2200,1100,700,500,360,0,0,2,2,2,2,,200000,1,1,3,5,1,,65000,42,1,1,2,5,2,4,5,8,2,4,2,5,2,4,25-34,24,No,No,1,1
2024,12060,PA,42001,42001002100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,File closed for incompleteness,1,320000,78.9,6.75,2.25,0,7800,2100,1050,650,450,360,0,0,2,2,2,2,,406000,1,1,3,5,1,,95000,35,1,1,2,5,2,4,5,8,2,4,1,5,2,4,35-44,30,No,No,1,1
2024,14460,AZ,4013,40130102003,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Female,Loan originated,1,420000,83.3,7.15,2.85,0,8800,2600,1300,800,600,360,0,0,2,2,2,2,,504000,1,1,3,5,1,,115000,30,1,1,1,5,2,4,1,8,2,4,2,5,2,4,45-54,40,Yes,No,1,1
2024,19740,GA,13067,13067040102,VA-guaranteed:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,1,365000,88.7,6.95,2.45,0,8100,2300,1150,750,550,360,0,0,2,2,2,2,,411000,1,1,3,5,1,,108000,33,1,1,2,5,2,4,3,8,2,4,1,5,2,4,55-64,50,Yes,No,1,1
2024,33100,MI,26161,26161003300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Application denied,1,275000,90.2,8.1,3.8,0,9200,3000,1500,950,650,360,0,0,2,2,2,2,,305000,1,1,3,5,1,,85000,46,1,1,2,5,2,4,5,8,2,4,1,5,2,4,35-44,30,No,No,1,1
2024,42660,WI,55025,55025010704,FHA-insured:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,245000,93.8,7.85,3.95,0,7600,2400,1200,750,550,360,0,0,2,2,2,2,,261000,1,1,3,5,1,,78000,40,1,1,2,5,2,4,5,8,2,4,2,5,2,4,25-34,24,No,No,1,1
2024,23420,CO,8031,8031004002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,485000,79.5,6.88,2.1,0,9800,2900,1450,900,700,360,0,0,2,2,2,2,,610000,1,1,3,5,1,,135000,29,1,1,2,5,2,4,5,8,2,4,1,5,2,4,45-54,40,No,No,1,1
2024,49180,OR,41005,41005020301,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Female,Application approved but not accepted,1,395000,84.2,7.35,2.95,0,8600,2500,1250,800,600,360,0,0,2,2,2,2,,469000,1,1,3,5,1,,110000,32,1,1,1,5,2,4,2,8,2,4,2,5,2,4,35-44,30,No,No,1,1
2024,45060,SC,45019,45019030102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,1,315000,86.3,7.5,3.0,0,8200,2200,1100,700,500,360,0,0,2,2,2,2,,365000,1,1,3,5,1,,95000,36,1,1,2,5,2,4,3,8,2,4,1,5,2,4,25-34,24,No,No,1,1
