activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,CA,6075.0,6075010801.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Application denied,31,485000.0,85.0,7.125,2.75,2,8750.0,3500.0,4500.0,1500.0,,360.0,,,2,2,2,2,,580000.0,1,1,3,5,1,,118.0,42.0,1111,1111,2.0,2.0,2,2,5.0,5.0,2,2,2,2,2,2,45-54,35-44,No,No,1,1
2024,16980,IL,17031.0,17031836502.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,6,32,275000.0,96.5,6.875,,1,12450.0,4500.0,7500.0,2500.0,,300.0,,,2,2,2,2,285000.0,1,1,1,5,1,,78.0,48.0,1111,1111,1.0,2.0,2,2,3.0,5.0,2,2,1,2,2,2,25-34,25-34,No,No,1,1
2024,38060,TX,48113.0,48113030205.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,6,32,320000.0,80.0,6.375,1.5,2,7200.0,2800.0,4800.0,1200.0,,360.0,,,2,2,2,2,,400000.0,1,1,3,5,1,,145.0,38.0,1111,1111,2.0,2.0,2,2,2.0,2.0,2,2,1,2,2,2,35-44,35-44,No,No,1,1
2024,12060,GA,13089.0,13089010903.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,32,415000.0,100.0,5.75,,2,5800.0,2100.0,3500.0,800.0,,360.0,,,2,2,2,2,,415000.0,1,1,1,5,1,,98.0,29.0,1111,1111,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1
2024,14460,IL,17113.0,17113080101.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,31,65000.0,,7.875,3.25,3,3850.0,1850.0,2200.0,950.0,,180.0,,,2,2,2,2,,350000.0,1,1,3,5,1,,87.0,52.0,1111,1111,2.0,2.0,2,2,5.0,5.0,2,2,2,2,2,2,65-74,9999,Yes,,1,1
2024,19100,LA,22051.0,22051020601.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,6,32,195000.0,90.0,7.625,2.75,2,6850.0,2750.0,4100.0,1350.0,,360.0,,,2,2,2,2,,216700.0,1,1,1,5,1,,67.0,41.0,1111,1111,1.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,25-34,No,No,1,1
2024,26420,MD,24003.0,24003030202.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,6,32,525000.0,75.0,6.125,1.75,2,11250.0,4200.0,6800.0,2200.0,,360.0,,,2,2,2,2,,700000.0,1,1,3,5,1,,165.0,33.0,1111,1111,2.0,2.0,2,2,3.0,3.0,2,2,2,2,2,2,45-54,45-54,No,No,1,1
2024,31080,MS,28017.0,28017030100.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,6,32,155000.0,100.0,6.125,,1,5200.0,2100.0,3100.0,1100.0,,360.0,,,2,2,2,2,,155000.0,1,1,1,5,1,,52.0,35.0,1111,1111,2.0,2.0,2,2,1.0,1.0,2,2,2,2,2,2,25-34,25-34,No,No,1,1
2024,33460,NM,35001.0,35001010400.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,6,32,245000.0,96.5,7.0,,1,10850.0,3900.0,6950.0,2400.0,,300.0,,,2,2,2,2,,254000.0,1,1,1,5,1,,71.0,46.0,1111,1111,1.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,35-44,No,No,1,1
2024,35620,CA,6073.0,6073010501.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,6,32,750000.0,68.0,5.5,1.25,2,18500.0,7500.0,11000.0,4500.0,,360.0,,,2,2,2,2,,1100000.0,1,1,3,5,1,,220.0,28.0,1111,1111,2.0,2.0,2,2,8.0,8.0,2,2,1,2,2,2,45-54,35-44,No,No,1,1
