activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,14460,TX,1130.0,1130010203.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,385000,85,7.25,2,1,8500,3500,4500,1500,0,360,0,0,2,2,2,2,450000,1,1,3,5,1,108,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45-54,35-44,No,No,1,1,
2024,16980,CA,6075.0,6075040301.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,1,1,525000,92,6.75,1,2,12500,4500,5500,2000,500,360,0,0,2,2,2,2,570000,1,1,3,5,1,96,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35-44,25-34,No,No,1,1,
2024,19100,FL,12011.0,12011040203.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,295000,90,6.5,0,2,7200,2800,3500,1200,0,360,0,0,2,2,2,2,330000,1,1,3,5,1,84,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55-64,45-54,Yes,No,1,1,
2024,19740,WA,53033.0,53033021504.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,31,75000,,8.125,,3,3200,1400,1800,800,0,240,0,0,2,2,2,2,400000,1,1,3,5,1,72,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,65-74,9999,Yes,,1,1,
2024,12060,GA,13135.0,13135010900.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,415000,80,7.125,1.5,1,9200,3800,4600,1600,0,360,0,0,2,2,2,2,520000,1,1,3,5,1,120,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25-34,25-34,No,No,1,1,
2024,38060,OH,39017.0,39017011204.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,185000,88,6.875,1,2,6800,2500,3200,1100,0,360,0,0,2,2,2,2,210000,1,1,3,5,1,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35-44,30-39,No,No,1,1,
2024,41860,PA,42003.0,42003030201.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,275000,75,7.375,2,1,7200,2900,3600,1300,0,360,0,0,2,2,2,2,365000,1,1,3,5,1,90,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45-54,40-49,No,No,1,1,
2024,42660,NC,37183.0,37183010204.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,355000,85,6.375,0,2,8100,3200,3900,1400,0,360,0,0,2,2,2,2,420000,1,1,3,5,1,102,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30-39,30-39,No,No,1,1,
2024,47900,MI,26163.0,26163021203.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,235000,82,7.25,1.75,1,6500,2600,3300,1200,0,360,0,0,2,2,2,2,285000,1,1,3,5,1,78,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40-49,35-44,No,No,1,1,
2024,12020,AZ,4013.0,4013028001.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Male,1,1,325000,90,6.75,1,2,8800,3300,4100,1500,0,360,0,0,2,2,2,2,360000,1,1,3,5,1,88,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35-44,30-39,No,No,1,1,
2024,19740,WA,53033.0,53033021504.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,32,95000,,8.25,,3,3800,1600,2000,900,0,180,0,0,2,2,2,2,425000,1,1,3,5,1,66,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,55-64,9999,No,,1,1,
2024,14460,TX,1130.0,1130010203.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,445000,78,7.5,2.25,1,9800,4100,4900,1700,0,360,0,0,2,2,2,2,570000,1,1,3,5,1,132,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50-59,45-54,No,No,1,1,
2024,16980,CA,6075.0,6075040301.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,625000,85,7.125,1.5,1,14200,5200,6200,2200,0,360,0,0,2,2,2,2,735000,1,1,3,5,1,150,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35-44,30-39,No,No,1,1,
2024,19100,FL,12011.0,12011040203.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,275000,88,6.625,0,2,6800,2600,3200,1200,0,360,0,0,2,2,2,2,315000,1,1,3,5,1,78,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25-34,20-29,No,No,1,1,
2024,41860,PA,42003.0,42003030201.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,315000,72,7.625,2.5,1,7800,3200,3900,1400,0,360,0,0,2,2,2,2,435000,1,1,3,5,1,96,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40-49,35-44,No,No,1,1,
2024,47900,MI,26163.0,26163021203.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,195000,86,6.875,1,2,7200,2700,3400,1200,0,360,0,0,2,2,2,2,225000,1,1,3,5,1,66,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,30-39,25-34,No,No,1,1,
2024,12060,GA,13135.0,13135010900.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,31,65000,,8.75,,3,2800,1200,1500,700,0,240,0,0,2,2,2,2,380000,1,1,3,5,1,54,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65-74,9999,Yes,,1,1,
2024,38060,OH,39017.0,39017011204.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,1,1,205000,83,7.375,1.75,1,6100,2500,3100,1200,0,360,0,0,2,2,2,2,245000,1,1,3,5,1,72,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35-44,30-39,No,No,1,1,
2024,42660,NC,37183.0,37183010204.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,385000,87,6.5,0,2,8900,3400,4200,1500,0,360,0,0,2,2,2,2,445000,1,1,3,5,1,108,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40-49,35-44,No,No,1,1,
2024,14460,TX,1130.0,1130010203.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,485000,80,7.375,2,1,10500,4300,5200,1800,0,360,0,0,2,2,2,2,605000,1,1,3,5,1,126,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45-54,40-49,No,No,1,1,
2024,16980,CA,6075.0,6075040301.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Female,1,1,585000,91,6.875,1,2,13200,4800,5800,2100,0,360,0,0,2,2,2,2,640000,1,1,3,5,1,138,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30-39,25-34,No,No,1,1,
2024,19100,FL,12011.0,12011040203.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,32,85000,,8.5,,3,3200,1400,1700,800,0,180,0,0,2,2,2,2,365000,1,1,3,5,1,60,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,55-64,9999,No,,1,1,
2024,19740,WA,53033.0,53033021504.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,395000,77,7.125,1.5,1,8800,3600,4400,1600,0,360,0,0,2,2,2,2,515000,1,1,3,5,1,114,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35-44,30-39,No,No,1,1,
2024,41860,PA,42003.0,42003030201.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,295000,74,7.5,2.25,1,7100,2900,3600,1300,0,360,0,0,2,2,2,2,395000,1,1,3,5,1,84,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40-49,35-44,No,No,1,1,
2024,47900,MI,26163.0,26163021203.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,255000,89,6.625,0,2,6800,2600,3300,1200,0,360,0,0,2,2,2,2,285000,1,1,3,5,1,81,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25-34,20-29,No,No,1,1,
2024,12020,AZ,4013.0,4013028001.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Female,1,1,345000,89,6.75,1,2,8200,3100,3900,1400,0,360,0,0,2,2,2,2,385000,1,1,3,5,1,92,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30-39,25-34,No,No,1,1,
2024,12060,GA,13135.0,13135010900.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,465000,82,7.25,1.75,1,10200,4200,5100,1800,0,360,0,0,2,2,2,2,565000,1,1,3,5,1,132,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45-54,40-49,No,No,1,1,
2024,38060,OH,39017.0,39017011204.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,31,55000,,9.0,,3,2400,1000,1300,600,0,180,0,0,2,2,2,2,320000,1,1,3,5,1,48,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,65-74,9999,Yes,,1,1,
