activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,NY,36081.0,36081010900.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,Loan originated,1,425000.0,85.0,7.125,1.75,2,8500.0,2500.0,3500.0,1500.0,500.0,360.0,,,2,2,2,2,,500000.0,1,1,3,5,1,,125000.0,28.0,1,1,1.0,1.0,1,1,5.0,5.0,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,41860,TX,48113.0,48113010803.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Application denied,32,75000.0,,8.25,,3,,,,,,180.0,,,2,2,2,2,,300000.0,1,1,3,5,1,,95000.0,42.0,1,3,2.0,3.0,1,2,2.0,2.0,1,2,1,2,1,3,35-44,25-34,No,No,1,1
2024,38060,NJ,34023.0,34023002201.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,1,385000.0,95.0,6.625,,1,11550.0,3500.0,4200.0,1800.0,1200.0,360.0,,,2,2,2,2,,405263.0,1,1,1,5,1,,88000.0,31.0,1,1,2.0,2.0,1,1,3.0,3.0,1,1,1,1,1,1,25-34,25-34,No,No,1,1
2024,12060,CA,6075.0,6075010603.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,Loan originated,1,650000.0,96.5,7.0,2.0,2,19500.0,5500.0,7200.0,2800.0,1500.0,360.0,,,2,2,2,2,,673575.0,1,1,1,5,1,,145000.0,29.0,1,1,1.0,1.0,1,1,5.0,5.0,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,16980,WA,53033.0,53033010500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Application withdrawn,32,550000.0,80.0,6.875,,2,,,,,,360.0,,,2,2,2,2,,687500.0,1,1,1,5,1,,165000.0,24.0,1,3,2.0,3.0,1,2,5.0,8.0,1,3,1,2,1,3,55-64,45-54,Yes,No,1,1
2024,19100,WI,55059.0,55059002600.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,Loan originated,1,235000.0,100.0,6.375,,1,7050.0,2000.0,2800.0,1200.0,300.0,360.0,,,2,2,2,2,,235000.0,1,1,1,5,1,,65000.0,38.0,1,1,2.0,2.0,1,1,1.0,1.0,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,26420,FL,12011.0,12011010509.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,File closed for incompleteness,32,320000.0,,,,3,,,,,,360,,,2,2,2,2,,400000.0,1,1,3,5,1,,,9,9,4.0,4.0,3,3,7.0,7.0,3,3,4,4,3,3,8888,8888,,,3,3
2024,38900,OH,39061.0,39061000100.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,Loan originated,32,45000.0,,9.125,3.5,2,1350.0,450.0,600.0,300.0,100.0,180.0,,,2,2,2,2,,250000.0,1,1,3,5,1,,55000.0,44.0,1,3,2.0,5.0,1,4,4.0,8.0,1,4,1,5,1,4,45-54,9999,No,,1,1
2024,45300,TX,48201.0,48201960000.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Loan originated,1,410000.0,90.0,6.5,,1,12300.0,3800.0,4500.0,2000.0,1100.0,360.0,,,2,2,2,2,,455556.0,1,1,1,5,1,,115000.0,26.0,1,1,2.0,2.0,1,1,2.0,2.0,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,12060,CA,6073.0,6073010100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,Application denied,32,890000.0,,7.75,,3,,,,,,360,,,2,2,2,2,,1112500.0,1,1,3,5,1,,195000.0,42.0,3,3,1.0,3.0,2,2,3.0,7.0,2,2,2,2,2,2,35-44,25-34,No,No,1,1
