activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,14460,TX,48453.0,48453001101.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,32,425000.0,85.0,7.125,,2,18500.0,4500.0,8500.0,2500.0,1500.0,360.0,,,2,2,2,2,,500000.0,1,1,3,5,1,,120000.0,38.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,16980,CA,6073.0,6073000202.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,32,75000.0,,8.25,,2,4200.0,1200.0,2800.0,800.0,,180.0,,,2,2,2,2,,350000.0,1,1,3,5,1,,95000.0,29.0,1,3,2.0,4.0,1,3,2.0,7.0,1,3,1,4,1,3,35-44,25-34,No,No,1,1
2024,19780,FL,12011.0,12011006703.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,32,285000.0,96.5,6.875,,2,16500.0,3500.0,7200.0,2200.0,1800.0,360.0,,,2,2,2,2,,295000.0,1,1,3,5,1,,78000.0,42.0,1,1,2.0,2.0,1,1,2.0,2.0,1,1,1,1,1,1,25-34,25-34,No,No,1,1
2024,23844,WA,53033.0,53033020901.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,32,412000.0,100.0,6.375,,1,18500.0,2800.0,8500.0,1800.0,2200.0,360.0,,,2,2,2,2,,412000.0,1,1,1,5,1,,105000.0,35.0,1,1,2.0,2.0,1,1,2.0,2.0,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,26900,OH,39061.0,39061010800.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,32,195000.0,78.0,7.75,,2,8900.0,2100.0,4200.0,1400.0,800.0,180.0,,,2,2,2,2,,250000.0,1,1,3,5,1,,65000.0,31.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,1,55-64,55-64,Yes,Yes,1,1
2024,31080,NY,36001.0,36001001900.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,32,625000.0,89.0,7.0,,2,28500.0,6500.0,14200.0,4200.0,3200.0,360.0,,,2,2,2,2,,700000.0,1,1,3,5,1,,185000.0,28.0,1,1,2.0,2.0,1,1,2.0,2.0,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,35614,NC,37119.0,37119030201.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,32,165000.0,100.0,5.875,,1,7500.0,1800.0,3600.0,1200.0,900.0,360.0,,,2,2,2,2,,165000.0,1,1,1,5,1,,48000.0,33.0,1,3,2.0,4.0,1,3,2.0,7.0,1,3,1,4,1,3,25-34,9999,No,,1,1
2024,38060,MI,26163.0,26163008000.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,32,45000.0,,9.5,,3,2800.0,800.0,1800.0,600.0,,120.0,,,2,2,2,2,,225000.0,1,1,3,5,1,,52000.0,40.0,3,3,4.0,4.0,3,3,7.0,7.0,3,3,4,4,3,3,65-74,9999,Yes,,1,1
2024,41700,AZ,4013.0,4013020101.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,32,385000.0,82.0,7.5,,2,17200.0,4200.0,9800.0,3100.0,2100.0,360.0,,,2,2,2,2,,470000.0,1,1,3,5,1,,,9,9,3.0,5.0,3,4,6.0,8.0,3,4,3,5,3,4,35-44,9999,No,,1,1
2024,45300,CO,8059.0,80590001403.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,32,315000.0,96.5,7.125,,2,14800.0,3200.0,6800.0,2100.0,1600.0,360.0,,,2,2,2,2,,326000.0,1,1,3,5,1,,88000.0,39.0,1,1,2.0,2.0,1,1,2.0,2.0,1,1,1,1,1,1,35-44,35-44,No,No,1,1
