data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1991,Federal,CA,California,1991-03-15,1,0,2,1,1,White,Not Hispanic,1,Assault,1.0,Residence,Anti-Jewish,Adult,S,N
1992,County,FL,Florida,1992-07-22,0,1,3,2,1,Black,Not Hispanic,1,Intimidation,1.0,Worship Facility,Anti-African American,Minor,N,Y
1993,Municipal,TX,Texas,1993-11-08,2,0,1,1,0,Unknown,Not Specified,2,Simple Assault,2.0,Store,Anti-Hispanic,Adult,S,S
1994,State,IL,Illinois,1994-02-19,0,0,4,3,1,Asian,Hispanic,1,Mischief/Littering,1.0,Public Park,Anti-Asian,Adult,N,Y
1995,Federal,NY,New York,1995-09-30,1,1,2,1,1,White,Not Hispanic,2,Burglary,2.0,Private Residence,Anti-White,Adult,S,N
1996,Municipal,OH,Ohio,1996-04-12,0,1,2,1,1,Black,Not Hispanic,1,Assault,1.0,School,Religious Bias,Minor,Y,S
1997,County,GA,Georgia,1997-12-05,1,0,3,2,1,White,Not Hispanic,1,Vandalism,1.0,Hospital,Anti-Black or African American,Adult,N,N
1998,State,WA,Washington,1998-06-27,0,0,1,1,0,Hispanic,Hispanic,1,Simple Assault,1.0,Restaurant,Anti-Hispanic,Adult,N,S
1999,Municipal,PA,Pennsylvania,1999-01-14,2,0,1,1,0,Unknown,Not Specified,2,Aggravated Assault,2.0,Retail Store,Anti-Mexican,Adult,S,Y
2000,Federal,VA,Virginia,2000-08-18,0,0,3,2,1,White,Not Hispanic,1,Intimidation,1.0,College Campus,Anti-Jewish,Adult,N,N
2001,County,NC,North Carolina,2001-10-03,1,0,2,1,1,Asian,Not Hispanic,1,Theft,1.0,Community Center,Anti-Asian,Adult,S,S
2002,Municipal,MD,Maryland,2002-05-21,0,1,1,1,0,Black,Not Hispanic,1,Assault,1.0,Grocery Store,Anti-African American,Minor,N,N
2003,State,MI,Michigan,2003-11-17,2,1,4,3,1,"American Indian or Alaska Native",Not Hispanic,3,Destruction/Damage/Vandalism of Property,3.0,Religious Institution,Anti-American Indian or Alaska Native,Adult,Y,S
2004,Federal,UT,Utah,2004-03-29,0,0,2,1,1,White,Not Hispanic,1,Assault,1.0,Housing Complex,Anti-White,Adult,N,S
2005,Municipal,CO,Colorado,2005-07-13,1,0,3,2,1,Hispanic,Hispanic,1,Simple Assault,1.0,Community Center,Anti-Mexican,Adult,S,N
2006,County,OR,Oregon,2006-09-08,0,1,1,1,0,"American Indian or Alaska Native",Not Hispanic,1,Mischief/Littering,1.0,University,Anti-American Indian or Alaska Native,Minor,N,S
2007,State,NJ,New Jersey,2007-12-22,2,0,2,1,1,White,Not Hispanic,2,Intimidation,2.0,Home,Anti-White,Adult,S,Y
2008,Municipal,LA,Louisiana,2008-02-16,0,1,3,2,1,Black,Not Hispanic,1,Assault,1.0,Public Transportation,Anti-African American,Minor,N,N
2009,Federal,CT,Connecticut,2009-05-30,1,0,1,1,0,Unknown,Not Specified,1,Theft,1.0,School,Anti-Unknown,Adult,N,S
2010,County,WV,West Virginia,2010-08-11,1,1,2,1,1,Hispanic,Hispanic,2,Aggravated Assault,2.0,Residence,Anti-Hispanic,Adult,S,Y
2011,Municipal,MA,Massachusetts,2011-10-28,0,0,1,1,0,White,Not Hispanic,1,Simple Assault,1.0,Hospital,Anti-White,Adult,N,N
2012,State,VT,Vermont,2012-01-05,2,0,2,2,0,Asian,Not Hispanic,2,Destruction/Damage/Vandalism of Property,2.0,Public Facility,Anti-Asian,Adult,S,S
2013,Federal,NM,New Mexico,2013-03-19,0,1,3,2,1,Black,Not Hispanic,1,Assault,1.0,Commercial Facility,Anti-African American,Minor,Y,N
2014,Municipal,NE,Nebraska,2014-06-25,1,0,1,1,0,White,Not Hispanic,1,Burglary,1.0,Residence,Anti-White,Adult,S,N
