data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1991,County,CA,California,1991-03-15,1,0,2,1,1,White,Not Specified,1,Assault,1.0,Residence,Anti-Jewish,Person,,N
1992,Tribal,FL,Florida,1992-07-22,0,1,1,0,1,Native American,Hispanic,1,Mob Violence,1.0,Street,Anti-American Indian or Alaska Native,Person,N,Y
1993,State Police,IL,Illinois,1993-11-08,1,0,3,2,1,Black,Not Specified,1,Felony Assault,1.0,Government Building,Anti-Black or African American,Person,,N
1994,City,GA,Georgia,1994-02-14,0,1,1,0,1,White,Not Specified,1,Intimidation,1.0,School/College,Anti-White,Person,N,
1995,Police Department,MI,Michigan,1995-09-30,1,1,2,1,1,Hispanic,Hispanic,2,Assault,2.0,Bar/Apartment,Anti-Hispanic or Latino,Person,,N
1996,Tribal,NV,Nevada,1996-04-25,0,0,1,0,1,White,Not Specified,1,Stalking,1.0,Park,Anti-White,Person,N,N
1997,County,WI,Wisconsin,1997-06-18,1,0,1,1,0,Asian,Not Specified,1,Harassment,1.0,Shopping Center,Anti-Asian,Person,,N
1998,City,NC,Texas,1998-01-03,0,1,2,1,1,Black,Not Specified,1,Assault,1.0,School/College,Anti-Black or African American,Person,N,N
1999,State Police,MO,Missouri,1999-08-11,1,0,3,2,1,White,Not Specified,1,Felony Assault,1.0,Residence,Anti-White,Person,,N
2000,Police Department,TX,Texas,2000-10-27,0,1,1,0,1,Asian,Not Specified,1,Mob Violence,1.0,Store,Anti-Asian,Person,N,Y
2001,City,MD,Massachusetts,2001-05-16,1,0,2,1,1,Hispanic,Hispanic,1,Intimidation,1.0,Restaurant,Anti-Hispanic or Latino,Person,,N
2002,County,OR,Oregon,2002-12-07,0,1,1,0,1,Native American,Not Specified,1,Assault,1.0,Community Center,Anti-American Indian or Alaska Native,Person,N,N
2003,City,NY,New York,2003-03-29,1,0,1,1,0,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Hospital,Anti-White,Other,N,N
2004,State Police,IN,Indiana,2004-07-12,0,1,2,1,1,Black,Not Specified,1,Felony Assault,1.0,Hotel,Anti-Black or African American,Person,,N
2005,Police Department,WA,Washington,2005-09-19,1,0,2,1,1,White,Not Specified,1,Assault,1.0,Street,Anti-White,Person,,N
2006,City,ID,Idaho,2006-11-05,0,1,1,0,1,Asian,Not Specified,1,Intimidation,1.0,School/College,Anti-Asian,Person,N,N
2007,County,SC,South Carolina,2007-04-30,1,0,3,2,1,Hispanic,Hispanic,1,Harassment,1.0,Residence,Anti-Hispanic or Latino,Person,,N
2008,City,VA,Virginia,2008-06-14,0,0,1,0,1,Native American,Not Specified,1,Mob Violence,1.0,Park,Anti-American Indian or Alaska Native,Person,N,Y
2009,State Police,AL,Alabama,2009-02-22,1,1,2,1,1,White,Not Specified,2,Felony Assault,2.0,School/College,Anti-White,Person,,N
2010,Police Department,OH,Ohio,2010-08-17,0,1,1,0,1,Black,Not Specified,1,Assault,1.0,Gas Station,Anti-Black or African American,Person,N,N
2011,City,CT,Connecticut,2011-10-03,1,0,2,1,1,Asian,Not Specified,1,Intimidation,1.0,Store,Anti-Asian,Person,,N
2012,County,KS,Kansas,2012-01-25,0,0,1,0,1,White,Not Specified,1,Stalking,1.0,Workplace,Anti-White,Other,N,N
2013,City,AR,Arkansas,2013-05-09,1,0,1,1,0,Hispanic,Hispanic,1,Assault,1.0,Residence,Anti-Hispanic or Latino,Person,,N
2014,State Police,CO,Colorado,2014-07-21,0,1,2,1,1,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Mall,Anti-White,Person,N,N
1991,Police Department,AK,Alaska,1991-04-12,1,0,1,1,0,Black,Not Specified,1,Felony Assault,1.0,School/College,Anti-Black or African American,Person,,N
1992,County,MN,Minnesota,1992-06-15,0,1,1,0,1,Native American,Not Specified,1,Harassment,1.0,Park,Anti-American Indian or Alaska Native,Person,N,N
1993,City,NE,Nebraska,1993-12-07,1,0,2,1,1,Asian,Not Specified,1,Intimidation,1.0,Residence,Anti-Asian,Person,,N
1994,State Police,UT,Utah,1994-03-10,0,0,1,0,1,White,Not Specified,1,Assault,1.0,Street,Anti-White,Person,N,N
1995,Police Department,VT,Vermon,1995-08-23,1,0,1,1,0,Hispanic,Hispanic,1,Mob Violence,1.0,Bank,Anti-Hispanic or Latino,Person,,N
1996,City,NH,New Hampshire,1996-11-01,0,1,2,1,1,Black,Not Specified,1,Assault,1.0,Restaurant,Anti-Black or African American,Person,N,N
1997,County,ME,Maine,1997-02-14,1,0,1,1,0,White,Not Specified,1,Stalking,1.0,Library,Anti-White,Person,,N
1998,State Police,PA,Pennsylvania,1998-05-28,0,0,1,0,1,Asian,Not Specified,1,Harassment,1.0,Church,Anti-Asian,Person,N,N
1999,City,DE,Delaware,1999-09-13,1,1,2,1,1,White,Not Specified,2,Felony Assault,2.0,Store,Anti-White,Person,N,N
2000,Police Department,MI,Michigan,2000-11-04,0,1,1,0,1,Native American,Not Specified,1,Intimidation,1.0,Workplace,Anti-American Indian or Alaska Native,Person,N,N
2001,City,NY,New York,2001-01-29,1,0,3,2,1,Black,Not Specified,1,Assault,1.0,Apartment,Anti-Black or African American,Person,,N
2002,County,FL,Florida,2002-07-18,0,0,1,0,1,Hispanic,Hispanic,1,Destruction/Damage/Vandalism of Property,0.0,Bar,Anti-Hispanic or Latino,Person,N,N
2003,State Police,TX,Texas,2003-10-06,1,0,2,1,1,White,Not Specified,1,Felony Assault,1.0,Residence,Anti-White,Person,,N
2004,Police Department,GA,Georgia,2004-03-25,0,1,1,0,1,Asian,Not Specified,1,Assault,1.0,Government Building,Anti-Asian,Person,N,N
2005,City,NJ,New Jersey,2005-06-12,1,0,2,1,1,White,Not Specified,1,Intimidation,1.0,University/Academic Institution,Anti-White,Person,,N
2006,County,MN,Minnesota,2006-09-30,0,0,1,0,1,Native American,Not Specified,1,Stalking,1.0,Residence,Anti-American Indian or Alaska Native,Person,N,N
2007,State Police,CA,California,2007-12-15,1,0,1,1,0,Black,Not Specified,1,Mob Violence,1.0,Store,Anti-Black or African American,Person,N,Y
2008,City,OR,Oregon,2008-02-22,0,1,2,1,1,White,Not Specified,1,Assault,1.0,Park,Anti-White,Person,N,N
2009,Police Department,WI,Wisconsin,2009-05-07,1,0,1,1,0,Hispanic,Hispanic,1,Harassment,1.0,Restaurant,Anti-Hispanic or Latino,Person,N,N
2010,City,PA,Pennsylvania,2010-08-19,0,0,1,0,1,Asian,Not Specified,1,Intimidation,1.0,Store,Anti-Asian,Person,N,N
2011,County,IL,Illinois,2011-11-13,1,1,2,1,1,White,Not Specified,2,Felony Assault,2.0,Community Center,Anti-White,Person,,N
2012,State Police,MA,Massachusetts,2012-01-30,0,1,1,0,1,Black,Not Specified,1,Assault,1.0,Street,Anti-Black or African American,Person,N,N
2013,City,AL,Alabama,2013-04-16,1,0,2,1,1,White,Not Specified,1,Stalking,1.0,Hospital,Anti-White,Person,,N
2014,Police Department,CO,Colorado,2014-07-07,0,0,1,0,1,Native American,Not Specified,1,Assault,1.0,Shop/Apartment,Anti-American Indian or Alaska Native,Person,N,N
1991,City,KY,Kentucky,1991-10-18,1,0,3,2,1,Hispanic,Hispanic,1,Harassment,1.0,Street,Anti-Hispanic or Latino,Person,,N
1992,County,TN,Tennessee,1992-02-29,0,1,1,0,1,White,Not Specified,1,Felony Assault,1.0,Hospital,Anti-White,Person,N,N
1993,State Police,GA,Georgia,1993-05-04,1,0,2,1,1,Asian,Not Specified,1,Intimidation,1.0,Shopping Center,Anti-Asian,Person,,N
1994,Police Department,FL,Florida,1994-08-26,0,0,1,0,1,Black,Not Specified,1,Assault,1.0,Residence,Anti-Black or African American,Person,N,N
1995,City,NC,North Carolina,1995-11-10,1,0,2,1,1,White,Not Specified,1,Mob Violence,1.0,School/College,Anti-White,Person,N,Y
1996,County,VA,Virginia,1996-03-17,0,1,1,0,1,Hispanic,Hispanic,1,Stalking,1.0,Government Building,Anti-Hispanic or Latino,Person,N,N
1997,State Police,MD,Massachusetts,1997-06-09,1,0,2,1,1,Native American,Not Specified,1,Assault,1.0,Library,Anti-American Indian or Alaska Native,Person,,N
