EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Thameslink Retail Ltd,47110,12.4,14.7,22.8,26.3,8.9,6.2,55,45,52,48,48,52,42,58,500 to 999,2024-11-14
Caledonian Logistics Group,52290,9.7,11.2,18.5,21.4,12.3,9.1,51,49,49,51,46,54,44,56,1000 to 4999,2025-01-07
Brighton Marine Services,30110,16.8,18.9,28.4,31.7,5.2,3.8,58,42,56,44,53,47,49,51,250 to 499,2024-10-03
Oxford NanoLabs Ltd,72190,7.3,8.5,15.2,17.9,18.7,14.5,48,52,46,54,43,57,40,60,500 to 999,2024-12-20
Manchester United plc,93120,23.5,25.1,42.6,45.8,21.3,15.7,62,38,59,41,55,45,51,49,250 to 499,2025-02-11
Highland Energy Coop,35110,11.9,13.4,20.1,23.2,9.8,7.4,53,47,51,49,48,52,45,55,1000 to 4999,2024-09-30
Sheffield Health Trust,86101,14.2,16.0,25.3,28.5,11.6,8.9,56,44,54,46,50,50,47,53,5000 to 19,999,2024-11-28
Cornish Hospitality Group,55100,18.6,20.7,32.1,35.4,6.4,4.7,59,41,57,43,54,46,50,50,250 to 499,2025-03-05
Belfast Tech Solutions,62020,6.8,7.9,13.7,16.1,22.5,18.3,46,54,44,56,41,59,38,62,500 to 999,2024-08-15
Liverpool City Council,84110,13.5,15.2,23.9,26.8,10.2,7.8,54,46,52,48,49,51,46,54,5000 to 19,999,2024-12-02
Cambridge BioVentures,72190,9.1,10.6,19.4,22.3,16.9,13.1,50,50,48,52,45,55,42,58,250 to 499,2025-01-20
Glasgow Retail Trust,47190,15.3,17.4,27.8,30.9,7.6,5.8,57,43,55,45,52,48,48,52,1000 to 4999,2024-10-22
Wales Manufacturing Co,25110,10.4,11.8,21.2,24.1,13.7,10.6,52,48,50,50,47,53,44,56,500 to 999,2025-02-14
Durham Constabulary,84230,8.7,9.9,16.8,19.5,19.4,15.2,49,51,47,53,44,56,41,59,1000 to 4999,2024-11-09
Kent Education Services,85100,17.2,19.3,29.7,32.8,8.1,6.3,58,42,56,44,53,47,49,51,250 to 499,2024-09-17
Bristol Airport Ltd,52230,12.6,14.1,23.5,26.4,9.3,7.1,55,45,53,47,50,50,47,53,1000 to 4999,2025-03-12
Leeds Financial Group,64110,21.8,23.9,38.2,41.5,24.6,18.9,61,39,58,42,54,46,50,50,250 to 499,2024-12-06
Norfolk Farms Coop,01110,7.5,8.7,14.9,17.3,11.2,8.6,48,52,46,54,43,57,40,60,500 to 999,2024-08-29
Cardiff Media Ltd,60100,19.4,21.6,33.8,37.1,7.9,6.1,60,40,58,42,55,45,51,49,250 to 499,2025-01-30
Edinburgh Hotels Group,55110,14.7,16.5,26.2,29.1,8.7,6.8,56,44,54,46,51,49,48,52,500 to 999,2024-10-11
Plymouth Construction Co,41100,11.3,12.9,22.0,25.1,12.8,9.7,53,47,51,49,48,52,45,55,1000 to 4999,2024-11-25
