EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
QuantumLeap Analytics Ltd,"62020, 63110",14.3,11.7,22.4,18.9,38.2,34.1,46,54,48,52,55,45,62,38,Medium,2024-11-15
Riverstone Care Homes PLC,"86101, 86900",9.8,7.2,15.6,12.3,28.5,31.2,41,59,43,57,49,51,53,47,Large,2024-10-03
NimbusCloud Hosting Ltd,"63110, 62030",18.7,16.4,35.2,29.8,42.7,38.5,52,48,56,44,61,39,68,32,Small,2025-01-22
Maple & Co Solicitors,"69101, 69201",21.5,19.8,43.1,38.7,51.3,45.9,35,65,38,62,44,56,58,42,Medium,2024-09-14
Titan Manufacturing Ltd,"25110, 28490",11.2,9.5,19.3,16.1,32.4,29.7,48,52,50,50,54,46,59,41,Large,2024-12-01
Aurora Retail Group,"47110, 47789",16.9,14.2,28.7,24.5,39.8,36.2,44,56,46,54,51,49,57,43,Large,2025-02-11
BrightPath Education Trust,"85200, 85310",13.4,10.8,24.6,20.1,35.7,32.8,40,60,42,58,47,53,54,46,Medium,2024-11-28
Synergy Energy Services Ltd,"35110, 35220",20.1,17.9,38.4,33.2,45.6,41.3,49,51,53,47,58,42,65,35,Medium,2025-03-05
Willowbrook Hotels Ltd,"55110, 55300",8.7,6.1,12.5,9.8,25.3,28.1,43,57,45,55,50,50,55,45,Small,2024-08-19
Pinnacle Insurance Brokers,"66220, 65120",17.6,15.3,31.2,27.1,41.5,37.9,38,62,41,59,46,54,61,39,Medium,2024-10-27
Nova Creative Agency,"73110, 74100",22.8,20.5,46.7,41.2,53.1,48.4,33,67,36,64,42,58,63,37,Small,2025-01-08
Summit Logistics Ltd,"52230, 52242",12.4,9.9,21.7,18.3,34.6,31.4,47,53,49,51,54,46,60,40,Large,2024-11-20
Coral Bay Hospitality,"56101, 56210",10.2,7.6,16.8,13.5,29.7,32.4,42,58,44,56,48,52,54,46,Medium,2024-09-30
Vertex IT Solutions Ltd,"62020, 95110",19.3,16.8,36.1,31.7,43.9,39.7,50,50,54,46,59,41,66,34,Medium,2025-02-18
Oakwood Property Services,"68101, 68209",14.7,12.1,25.3,21.8,37.2,33.9,45,55,47,53,52,48,58,42,Small,2024-12-12
Sterling Financial Advisors,"66121, 66290",23.4,21.1,48.5,43.7,55.8,51.2,32,68,35,65,40,60,64,36,Small,2025-01-30
