data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1991,City,TX,Texas,1991-03-15,1.0,,1,1.0,,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
1992,County,CA,California,1992-07-22,,1.0,2,2.0,,Black or African American,Not Specified,1,Simple Assault,1.0,School/College,Anti-White,Individual,S,S
1993,State,NY,New York,1993-11-08,2.0,,1,1.0,,Unknown,Hispanic or Latino,2,Aggravated Assault,2.0,Parking Garage/Lot,Anti-Gay (Male),Individual,S,S
1994,City,FL,Florida,1994-02-28,,,3,,,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Jewish,Religious Organization,S,S
1995,Other,IL,Illinois,1995-09-14,1.0,1.0,1,1.0,,Asian,Not Specified,2,Intimidation,2.0,Residence/Home,Anti-Asian,Individual,S,S
1996,County,PA,Pennsylvania,1996-04-03,1.0,,2,1.0,1.0,White,Not Hispanic or Latino,1,Robbery,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
1997,City,OH,Ohio,1997-12-19,,,1,,,Black or African American,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-White,Institution,S,S
1998,State,MI,Michigan,1998-06-30,2.0,,1,1.0,,White,Hispanic or Latino,2,Simple Assault,2.0,Bar/Nightclub,Anti-Hispanic or Latino,Individual,S,S
1999,County,GA,Georgia,1999-08-11,1.0,,2,2.0,,Unknown,Not Hispanic or Latino,1,Aggravated Assault,1.0,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
2000,City,WA,Washington,2000-01-27,,1.0,1,1.0,,Native Hawaiian or Other Pacific Islander,Not Specified,1,Intimidation,1.0,School/College,Anti-Native Hawaiian or Other Pacific Islander,Individual,S,S
2001,Other,AZ,Arizona,2001-10-05,3.0,,1,1.0,,White,Not Hispanic or Latino,3,Simple Assault,3.0,Air/Bus/Train Terminal,Anti-Religious,Individual,S,S
2002,County,MA,Massachusetts,2002-05-18,1.0,,2,1.0,1.0,Black or African American,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
2003,State,CO,Colorado,2003-09-02,,,1,,,White,Not Specified,1,Aggravated Assault,1.0,Bar/Nightclub,Anti-Gay (Male),Individual,S,S
2004,City,NC,North Carolina,2004-03-14,2.0,,1,1.0,,Asian,Hispanic or Latino,2,Intimidation,2.0,Residence/Home,Anti-Asian,Individual,S,S
2005,Other,OR,Oregon,2005-07-29,1.0,1.0,3,2.0,1.0,Unknown,Not Hispanic or Latino,2,Simple Assault,2.0,Parking Garage/Lot,Anti-Lesbian (Female),Individual,S,S
2006,County,MN,Minnesota,2006-11-20,,,2,,,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Catholic,Religious Organization,S,S
2007,State,NJ,New Jersey,2007-02-09,1.0,,1,1.0,,Black or African American,Not Specified,1,Robbery,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
2008,City,VA,Virginia,2008-06-04,3.0,,1,1.0,,White,Not Hispanic or Latino,3,Aggravated Assault,3.0,School/College,Anti-Black or African American,Individual,S,S
2009,County,WI,Wisconsin,2009-12-25,,1.0,2,1.0,1.0,American Indian or Alaska Native,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-American Indian or Alaska Native,Individual,S,S
2010,Other,MD,Maryland,2010-04-16,2.0,,1,1.0,,Unknown,Not Hispanic or Latino,2,Simple Assault,2.0,Bar/Nightclub,Anti-Gay (Male),Individual,S,S
2011,State,LA,Louisiana,2011-08-30,1.0,,2,2.0,,White,Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
2012,City,TN,Tennessee,2012-01-13,,,1,,,Black or African American,Not Specified,1,Aggravated Assault,1.0,Parking Garage/Lot,Anti-Asian,Individual,S,S
2013,County,AL,Alabama,2013-05-27,1.0,1.0,3,2.0,1.0,Asian,Not Hispanic or Latino,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
2014,Other,KY,Kentucky,2014-09-11,4.0,,1,1.0,,White,Not Hispanic or Latino,4,Simple Assault,4.0,Air/Bus/Train Terminal,Anti-Islamic (Muslim),Individual,S,S
1991,State,SC,South Carolina,1991-07-03,,,2,,,Unknown,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Protestant,Religious Organization,S,S
1992,City,MO,Missouri,1992-10-19,2.0,,1,1.0,,White,Not Hispanic or Latino,2,Robbery,2.0,Bar/Nightclub,Anti-Lesbian (Female),Individual,S,S
1993,County,IN,Indiana,1993-01-31,1.0,,2,1.0,1.0,Black or African American,Hispanic or Latino,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
1994,Other,OK,Oklahoma,1994-06-15,,1.0,1,1.0,,Native Hawaiian or Other Pacific Islander,Not Specified,1,Intimidation,1.0,School/College,Anti-Native Hawaiian or Other Pacific Islander,Individual,S,S
1995,State,AR,Aransas,1995-11-26,3.0,,2,2.0,,White,Not Hispanic or Latino,3,Simple Assault,3.0,Residence/Home,Anti-Jewish,Individual,S,S
1996,City,MS,Mississippi,1996-03-08,,,1,,,Unknown,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
1997,County,NV,Nevada,1997-08-22,1.0,1.0,3,2.0,1.0,American Indian or Alaska Native,Not Hispanic or Latino,2,Aggravated Assault,2.0,Parking Garage/Lot,Anti-American Indian or Alaska Native,Individual,S,S
1998,Other,UT,Utah,1998-12-07,2.0,,1,1.0,,White,Not Specified,2,Intimidation,2.0,Church/Synagogue/Temple,Anti-Mormon,Religious Organization,S,S
1999,State,CT,Connecticut,1999-05-13,,,2,,,Black or African American,Hispanic or Latino,1,Robbery,1.0,Bar/Nightclub,Anti-Hispanic or Latino,Individual,S,S
2000,City,KS,Kansas,2000-09-29,1.0,,1,1.0,,Asian,Not Hispanic or Latino,1,Simple Assault,1.0,School/College,Anti-Asian,Individual,S,S
2001,County,IA,Iowa,2001-02-11,4.0,,2,1.0,1.0,White,Not Hispanic or Latino,4,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Gay (Male),Individual,S,S
2002,Other,NE,Nebraska,2002-07-04,,1.0,1,1.0,,Unknown,Not Hispanic or Latino,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Islamic (Muslim),Individual,S,S
2003,State,NM,New Mexico,2003-10-26,2.0,,1,1.0,,White,Not Hispanic or Latino,2,Intimidation,2.0,Air/Bus/Train Terminal,Anti-American Indian or Alaska Native,Individual,S,S
