"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Global Communications Ltd", 64209, 42.1, 35.8, 85.2, 40.5, 62.1, 70.1, 31.9, 71.2, 18.5, 81.9, 29.1, 74.3, 59.5, 48.9, 1000-2499, 2024-10-21 12:45:02
"Samson Group (UK) Ltd", 7219, 38.5, 30.2, 68.9, 25.6, 56.8, 64.2, 26.8, 75.9, 15.6, 83.1, 28.4, 72.9, 54.3, 45.7, 500-999, 2024-02-23 10:20:11
"Clearwater International Ltd", 7020, 45.6, 39.1, 92.1, 45.9, 61.3, 71.4, 30.1, 72.5, 20.4, 80.6, 32.1, 75.2, 58.9, 49.3, 250-499, 2024-06-25 14:35:01
"Smith & Williamson LLP", 6910, 40.9, 34.5, 81.9, 38.2, 58.1, 69.3, 27.3, 74.2, 17.8, 82.9, 30.5, 73.1, 56.4, 47.6, 1000-2499, 2024-04-16 11:40:42
"Absolutesoft Ltd", 62090, 35.2, 27.9, 65.5, 22.8, 53.9, 63.3, 24.9, 76.1, 14.7, 84.5, 27.3, 71.9, 52.1, 44.9, 500-999, 2024-09-22 13:05:03
"Synapse Development Ltd", 62090, 41.8, 36.5, 90.1, 42.3, 60.1, 72.5, 29.4, 73.8, 21.1, 81.3, 31.8, 76.1, 57.6, 48.9, 250-499, 2024-05-12 14:20:41
"Novex Solutions Ltd", 62090, 33.5, 26.2, 61.1, 20.5, 54.8, 62.5, 22.9, 75.3, 13.4, 85.1, 26.2, 72.3, 51.9, 45.5, 1000-2499, 2024-08-19 10:55:04
"Terranet Ltd", 64209, 48.9, 42.9, 98.3, 48.5, 63.9, 74.1, 33.1, 72.1, 24.5, 80.3, 34.9, 76.3, 60.1, 51.3, 500-999, 2024-03-20 11:50:42
"Wedlake Bell LLP", 6910, 39.3, 33.8, 79.1, 36.9, 57.8, 69.5, 28.1, 74.9, 18.3, 82.1, 30.9, 74.3, 56.1, 47.9, 250-499, 2024-07-15 14:40:43
"Brown Rudnick (UK) LLP", 6910, 36.8, 30.5, 72.3, 26.8, 55.3, 65.2, 25.5, 75.6, 15.9, 84.3, 28.8, 72.5, 53.9, 45.1, 1000-2499, 2024-01-17 12:10:11
"Fenwick Elliott LLP", 6910, 44.1, 38.5, 88.5, 41.2, 59.9, 71.3, 31.8, 72.9, 23.5, 80.5, 33.4, 76.1, 59.3, 49.7, 250-499, 2024-11-18 14:05:02
"Olswang (a member of the CMS UK Group) LLP", 6910, 42.5, 36.9, 85.9, 39.5, 58.4, 70.6, 29.3, 73.4, 20.9, 81.1, 32.9, 75.9, 57.4, 48.5, 1000-2499, 2024-08-26 10:35:03
"Taylor Wessing LLP", 6910, 38.2, 32.7, 76.2, 29.4, 56.1, 65.4, 27.2, 74.8, 17.1, 82.7, 30.8, 73.4, 55.3, 46.9, 250-499, 2024-09-09 13:55:04
"Collyer Bristow LLP", 6910, 41.5, 35.3, 83.5, 36.1, 59.1, 70.2, 29.5, 73.2, 22.1, 80.3, 32.3, 75.6, 57.1, 49.1, 1000-2499, 2024-12-01 11:40:42
"Macfarlanes LLP", 6910, 35.9, 30.4, 71.9, 27.8, 54.8, 64.9, 24.1, 75.8, 14.5, 84.3, 27.9, 72.4, 52.9, 45.3, 500-999, 2024-05-27 13:10:41
"DLA Piper UK LLP", 6910, 43.9, 37.2, 89.5, 40.2, 60.4, 72.1, 31.2, 72.5, 23.8, 80.7, 33.6, 76.3, 58.5, 49.5, 250-499, 2024-06-11 14:55:03
"Mishcon de Reya (International) LLP", 6910, 40.6, 34.2, 82.9, 37.6, 58.5, 70.9, 28.5, 74.4, 18.2, 82.1, 31.1, 74.9, 55.9, 47.7, 1000-2499, 2024-07-23 11:25:04
"Wragge Lawrence Graham & Co LLP", 6910, 37.4, 31.7, 74.5, 28.5, 55.2, 66.5, 26.3, 75.2, 16.2, 83.8, 29.6, 73.2, 53.4, 45.9, 500-999, 2024-10-15 14:15:02
"Dechert LLP", 6910, 46.3, 40.8, 94.1, 47.3, 62.4, 73.8, 33.4, 72.3, 25.1, 80.1, 35.6, 77.1, 61.4, 52.1, 250-499, 2024-03-12 12:40:41
"St Philips Chambers", 71100, 33.8, 26.5, 63.3, 20.9, 53.5, 62.8, 23.5, 76.3, 13.4, 85.5, 27.1, 72.9, 51.9, 45.5, 1000-2499, 2024-09-01 10:45:03
"Penningtons Manches Cooper LLP", 6910, 41.1, 35.6, 84.5, 38.3, 59.3, 71.2, 29.4, 73.6, 21.9, 81.3, 32.9, 76.4, 57.2, 49.3, 250-499, 2024-01-29 14:05:02
"Trowers & Hammonds LLP", 6910, 39.6, 33.3, 80.3, 35.9, 57.5, 69.6, 28.3, 74.7, 18.5, 82.3, 31.1, 74.5, 56.3, 47.5, 1000-2499, 2024-06-03 11:50:41
"Kobre & Kim LLP", 6910, 40.3, 34.9, 83.1, 39.1, 58.8, 71.4, 29.6, 73.9, 19.3, 82.1, 32.2, 75.1, 57.5, 48.7, 250-499, 2024-04-09 14:35:03
"Glaisyers Solicitors LLP", 6910, 43.5, 37.8, 90.2, 42.5, 60.6, 72.9, 31.8, 72.2, 24.2, 80.9, 34.1, 76.6, 59.1, 49.9, 500-999, 2024-08-05 13:05:04
"Enyo Law LLP", 6910, 38.8, 32.2, 77.3, 29.9, 55.9, 66.3, 27.5, 74.9, 17.3, 82.9, 30.5, 73.9, 55.5, 46.7, 1000-2499, 2024-02-14 11:15:41
"Rawlings Solicitors Ltd", 7020, 36.5, 30.8, 70.4, 26.3, 53.3, 64.8, 25.2, 76.5, 14.9, 84.7, 27.9, 72.2, 52.5, 45.1, 500-999, 2024-11-25 14:15:03
"Ashfords LLP", 6910, 45.1, 39.4, 92.5, 46.3, 61.9, 74.2, 32.3, 72.5, 24.9, 80.3, 34.4, 77.3, 60.5, 52.3, 250-499, 2024-07-10 12:50:02
"Clifford Chance LLP", 6910, 42.2, 36.6, 88.1, 41.1, 59.6, 72.1, 31.4, 72.7, 23.5, 80.5, 33.7, 76.3, 58.3, 49.5, 1000-2499, 2024-05-06 14:40:41
"Frere Cholmeley Arnolds Davies LLP", 6910, 44.8, 39.1, 91.9, 45.5, 61.8, 73.1, 33.2, 72.3, 25.5, 80.1, 35.9, 76.9, 61.2, 52.5, 250-499, 2024-09-29 13:20:03
"Pinsent Masons LLP", 6910, 49.5, 43.9, 98.7, 49.3, 63.5, 75.3, 35.5, 72.1, 27.9, 80.5, 36.4, 78.1, 62.3, 53.5, 500-999, 2024-01-11 14:30:42
"Simmons & Simmons LLP", 6910, 46.1, 40.6, 95.3, 47.7, 62.7, 74.6, 34.2, 72.2, 26.3, 80.3, 36.2, 77.3, 61.8, 53.1, 250-499, 2024-08-08 12:15:02
"Quigg Miles (a member of the CMS UK Group) LLP", 6910, 40.9, 35.4, 84.9, 38.5, 59.3, 71.4, 30.2, 73.4, 22.1, 81.1, 32.8, 76.3, 57.2, 49.3, 1000-2499, 2024-06-19 14:05:03
"BDB Pitmans LLP", 6910, 43.9, 37.3, 91.1, 42.3, 60.8, 73.3, 32.1, 72.1, 24.9, 80.3, 34.6, 77.1, 60.2, 50.1, 250-499, 2024-10-23 11:15:02
"Gateley LLP", 6910, 39.1, 33.5, 81.3, 36.1, 57.5, 69.2, 28.4, 74.5, 18.7, 82.2, 31.3, 74.7, 56.1, 47.5, 1000-2499, 2024-07-18 12:50:41
"Shoosmiths LLP", 6910, 41.8, 36.2, 85.9, 39.3, 59.2, 71.4, 30.5, 73.2, 22.9, 81.3, 33.2, 76.2, 57.5, 49.3, 250-499, 2024-12-22 14:20:42
"RPC", 6910, 42.5, 37.1, 89.5, 41.9, 60.2, 72.5, 31.9, 72.6, 24.5, 80.5, 33.9, 76.4, 58.4, 49.7, 500-999, 2024-11-05 13:35:03
