EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
"MISHCON DE REYA GROUP (OPERATIONS) LIMITED""",64209,10.2,5.4,53.1,25.6,48.9,61.1,22.8,63.2,18.8,75.6,25.8,60.8,45.6,38.4,250-499,2024-09-21 18:03:19
MAERSK LINE LTD,64201,18.9,14.1,56.3,28.9,50.5,59.5,20.5,68.9,12.9,80.1,24.3,65.3,46.1,32.3,1000-2499,2025-01-12 10:45:31
KIER GROUP LTD,64209,14.5,12.7,51.8,29.9,45.1,55.9,19.2,71.9,14.8,78.2,23.6,69.3,42.9,29.5,500-999,2024-06-14 11:54:02
JONES LANG LASALLE (UK) LIMITED,64201,20.3,16.5,58.2,30.2,51.9,58.1,21.9,70.2,16.1,79.5,25.5,67.8,48.3,33.9,1000-2499,2024-08-28 09:50:17
FIRST GROUP PLC,64209,12.1,9.3,49.5,26.8,43.5,57.5,18.3,69.9,13.4,76.2,22.9,64.5,40.5,26.9,500-999,2025-02-25 14:21:19
BLACKBURN WITH DARWEN BOROUGH COUNCIL,64209,11.8,8.9,48.2,26.2,42.9,56.1,17.5,68.3,12.9,75.5,21.4,62.9,37.9,24.5,250-499,2024-05-08 16:04:32
BOEING UK LIMITED,64201,16.4,13.6,54.5,29.4,49.1,57.9,20.3,73.2,15.6,81.4,24.8,70.3,47.1,31.7,1000-2499,2024-03-11 13:35:41
THE HONEY TREE LTD,64209,8.5,5.1,44.9,23.5,39.6,54.4,16.2,65.9,10.3,72.2,19.5,58.3,33.3,20.9,100-249,2025-03-21 09:22:35
THE JANE GOODALL INSTITUTE UK,64209,9.4,6.3,45.9,24.9,38.3,53.7,17.4,67.5,11.2,74.1,20.6,61.9,35.5,22.9,50-99,2024-09-25 10:04:58
EVERYMAN THEATRE COMPANY LTD,64201,13.3,11.1,50.4,27.8,44.2,56.9,19.9,70.5,14.3,77.1,23.3,65.1,41.5,27.9,100-249,2024-02-14 15:10:05
CONSERVATION SERVICES TEAM LTD,64209,10.8,8.2,47.3,25.3,41.1,54.9,18.5,67.8,13.2,75.3,22.1,61.1,36.3,23.5,100-249,2024-07-29 11:59:55
BUCKINGHAMSHIRE COUNTY COUNCIL,64209,9.1,6.7,46.1,24.3,40.5,53.5,16.8,66.3,10.9,72.9,20.2,59.1,34.5,21.9,250-499,2025-01-17 18:01:32
3M UK PLC,64201,15.3,12.9,52.3,28.5,45.9,56.3,20.7,72.1,14.9,78.9,23.9,66.8,43.5,29.5,500-999,2024-08-05 14:55:19
Wiltshire Council,64209,14.2,11.8,50.6,27.5,43.3,55.7,19.1,70.9,14.5,77.3,23.1,65.5,40.9,27.7,250-499,2024-04-22 17:22:14
ARUP GROUP LIMITED,64201,19.1,15.4,57.4,30.4,50.3,58.7,21.3,71.4,16.3,80.2,25.2,68.8,49.1,34.5,1000-2499,2025-03-28 10:55:01
HEATHROW AIRPORT LIMITED,64201,17.5,14.3,55.2,28.1,47.9,57.1,20.2,70.3,15.6,79.1,24.1,65.5,44.9,30.9,500-999,2024-06-16 12:04:41
WSP UK LIMITED,64209,12.6,10.1,48.9,26.1,42.9,55.3,18.9,68.5,13.2,76.9,22.4,62.1,37.5,24.7,250-499,2024-09-09 14:47:01
ROYAL NAVY,64209,8.2,5.5,44.1,23.1,38.5,53.9,15.8,65.2,10.5,71.9,19.2,58.5,32.9,20.3,1000-2499,2024-10-08 09:11:46
THE DIOCESE OF OXFORD,64209,7.9,5.3,43.3,22.9,38.1,53.3,15.3,64.9,9.6,71.5,18.8,57.9,31.7,19.7,50-99,2024-07-22 15:46:35
MAN GROUP PLC,64201,20.8,17.1,59.3,31.3,51.9,59.1,22.1,72.9,17.3,82.2,26.3,71.2,50.3,36.1,1000-2499,2024-02-20 10:48:23
THE CO-OPERATIVE GROUP LIMITED,64209,15.6,13.1,52.9,27.9,44.5,56.5,20.8,71.3,15.3,78.5,24.4,64.9,41.7,28.5,1000-2499,2024-05-15 16:39:48
GO DOWNTOWN,64209,11.4,8.6,47.9,25.5,41.5,54.7,19.1,68.1,13.8,75.5,22.5,61.9,36.5,23.9,100-249,2024-10-02 09:20:21
ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,64209,10.5,7.8,46.7,24.7,40.3,53.9,17.3,66.5,12.6,72.9,21.4,58.7,33.9,21.3,250-499,2024-08-19 11:30:54
THE MUSEUM OF LONDON TRUST,64209,9.9,7.1,45.6,24.1,39.5,52.9,16.9,65.5,11.4,72.3,20.3,58.1,32.9,20.5,50-99,2024-03-29 10:40:21
BATH AND NORTHSOMERSET COUNCIL,64209,13.1,10.3,49.3,26.6,42.1,55.3,19.3,69.2,14.2,76.9,22.8,62.5,38.3,25.9,250-499,2024-10-25 16:25:41
THE ROYAL ACADEMY OF ARTS,64201,14.9,12.2,51.2,27.3,44.5,56.1,20.5,72.1,15.5,79.5,23.9,66.1,42.9,29.1,500-999,2024-04-17 13:17:53
