EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
"Sefton Council, Corporate Resources",85420,33.2,25.8,70.2,22.5,58.1,69.9,30.8,76.2,21.9,88.5,29.4,72.9,57.4,41.6,1000-4999,2024-09-14 14:25:19
Southend-on-Sea Borough Council,85310,39.5,28.3,65.9,24.8,51.9,67.1,28.5,75.9,20.2,86.2,26.8,70.3,50.6,36.9,1000-4999,2024-08-02 10:10:42
R T Carter Ltd,42110,31.1,23.4,75.6,29.1,56.3,65.7,26.5,74.9,18.9,84.2,28.3,71.4,54.6,42.5,500-999,2024-10-26 12:45:11
Her Majesty's Revenue and Customs,82110,37.8,26.9,68.2,25.5,53.9,62.1,29.4,77.3,22.1,88.9,30.4,73.5,52.2,38.3,1000-4999,2024-07-28 16:20:51
Sir Robert McAlpine Ltd,42190,35.5,25.2,72.1,26.9,59.1,61.9,27.2,76.5,20.5,85.2,28.9,72.9,55.4,40.6,1000-4999,2024-09-01 11:05:22
Walker Construction (London) Ltd,43910,30.5,23.9,76.3,30.4,57.5,63.1,25.8,73.3,19.5,82.2,29.2,70.8,53.9,42.1,500-999,2024-08-09 14:50:38
University of the Arts London,85420,32.8,25.3,70.5,24.1,56.9,66.1,29.1,76.9,21.5,87.4,29.7,72.8,54.9,40.4,1000-4999,2024-09-22 17:20:45
London Borough of Barnet,85310,36.2,27.4,67.5,25.3,54.5,62.1,28.4,76.5,22.9,88.5,30.6,73.4,51.9,37.9,1000-4999,2024-07-14 14:05:01
Royal Borough of Kingston upon Thames,85310,38.3,28.2,65.1,24.9,52.9,66.5,28.7,75.3,21.1,86.9,29.3,71.4,49.9,35.9,1000-4999,2024-08-16 12:30:59
Associated British Ports Holdings Ltd,52290,34.5,26.6,71.3,26.3,58.3,65.5,27.8,76.9,21.3,86.1,29.8,72.6,54.7,41.8,1000-4999,2024-10-11 15:50:28
East Sussex County Council,85310,37.1,28.5,68.7,26.3,54.2,64.2,29.2,77.1,22.6,88.3,30.5,73.9,52.5,39.1,1000-4999,2024-07-25 11:40:01
Lincolnshire County Council,85310,39.9,29.4,66.8,26.2,53.4,64.8,29.5,76.5,23.1,87.6,31.4,74.2,51.9,36.7,1000-4999,2024-09-05 16:15:31
London Borough of Hackney,85310,35.8,26.1,69.1,25.6,55.9,62.5,28.9,75.8,22.2,86.9,30.2,72.5,53.8,39.5,1000-4999,2024-08-17 14:05:43
Somerset County Council,85310,38.6,28.3,67.2,25.4,52.4,64.5,29.2,75.6,21.8,86.9,30.5,72.6,50.6,36.4,1000-4999,2024-07-18 12:25:41
London Borough of Lewisham,85310,36.5,27.8,68.4,26.1,55.1,63.3,29.1,76.9,22.5,88.1,30.9,73.5,52.8,38.3,1000-4999,2024-09-20 16:00:47
Royal Borough of Windsor and Maidenhead,85310,37.4,28.1,67.6,25.7,54.7,62.9,29.2,76.4,22.9,87.5,31.3,74.3,52.3,37.8,1000-4999,2024-07-29 14:55:11
London Borough of Newham,85310,35.3,26.3,70.3,26.8,57.3,64.5,28.5,76.3,21.9,87.2,30.2,72.9,54.2,40.6,1000-4999,2024-08-29 11:45:59
City of London Corporation,85310,38.2,28.5,68.8,26.2,54.9,64.1,29.4,77.3,23.2,88.9,31.8,74.2,52.9,38.5,1000-4999,2024-09-13 16:35:58
Royal Borough of Kensington and Chelsea,85310,36.9,27.7,69.7,26.4,58.1,63.5,29.4,76.9,22.9,88.5,31.3,74.1,53.6,40.3,1000-4999,2024-07-15 14:20:51
Leeds City Council,85310,37.9,28.8,68.1,26.5,54.8,64.5,29.6,77.1,23.5,89.2,31.9,74.5,52.7,39.3,1000-4999,2024-08-15 17:10:25
North Yorkshire County Council,85310,39.2,29.5,66.3,26.1,53.2,64.9,29.9,76.9,23.8,88.2,32.6,74.8,51.8,37.5,1000-4999,2024-09-24 12:05:01
