data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
2014,FBI,CA,California,1/1/2015,3,0,4,0,White,Hispanic,6,Assault,3,Los Angeles,Racial,Black,No,,
2013,Police Department,IN,Indiana,2/14/2013,2,1,3,1,Asian,Asian,5,Vandalism,3,Indianapolis,Religious,Jewish,No,No,
2012,FBI,FL,Florida,3/10/2012,1,1,2,1,Black,African American,4,Robbery,1,Tampa,Sexual Orientation,Gay,Yes,No,
2011,Sheriff's Department,WI,Wisconsin,5/20/2011,0,1,1,1,White,Non-Hispanic White,3,Disorderly Conduct,1,Milwaukee,Ethnicity,Italian,No,No,
2010,FBI,NY,New York,6/15/2010,2,0,2,0,Asian,Asian,3,Robbery,1,New York City,Religious,Muslim,Yes,No,
2009,Police Department,IL,Illinois,7/25/2009,4,0,5,0,White,Non-Hispanic White,6,Burglary,2,Chicago,Ethnicity,Indian,No,No,
2008,FBI,MA,Massachusetts,8/10/2008,2,0,2,0,Black,African American,5,Assault,3,Boston,Sexual Orientation,Lesbian,Yes,No,
2007,Sheriff's Department,MD,Maryland,9/12/2007,1,1,2,1,White,Non-Hispanic White,4,Vandalism,2,Baltimore,Racial,Black,Yes,No,
2006,FBI,NH,New Hampshire,10/5/2006,0,1,1,1,Asian,Asian,3,Disorderly Conduct,1,Manchester,Ethnicity,Chinese,No,No,
2005,Police Department,MI,Michigan,11/15/2005,0,0,1,0,White,Non-Hispanic White,4,Vandalism,2,Detroit,Religious,Jewish,Yes,No,
