data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1991,City,CA,California,1991-03-15,2,0,3,2,1,White,Not Hispanic,2,Intimidation,2,Residence/Home,Anti-Black or African American,Individuals,N,S
1992,County,TX,Texas,1992-07-22,1,0,1,1,0,Black,Hispanic,1,Simple Assault,1,Highway/Road/Alley,Anti-White,Individual,N,S
1993,State Police,NY,New York,1993-11-08,0,1,2,1,1,Asian,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Church/Synagogue,Anti-Jewish,Organization,N,S
1994,City,FL,Florida,1994-02-28,3,1,4,3,1,White,Not Hispanic,4,Aggravated Assault,4,Restaurant,Anti-Hispanic or Latino,Individuals,Y,S
1995,Sheriff,IL,Illinois,1995-09-14,1,0,2,2,0,Black,Not Hispanic,1,Robbery,1,Gas Station,Anti-White,Individual,N,S
1996,City,PA,Pennsylvania,1996-04-30,0,2,1,0,1,White,Not Specified,2,Intimidation,2,School/College,Anti-Black or African American,Juveniles,N,S
1997,County,OH,Ohio,1997-08-17,1,0,1,1,0,White,Not Hispanic,1,Murder and Nonnegligent Manslaughter,1,Residence/Home,Anti-Gay (Male),Individual,N,S
1998,State Police,MI,Michigan,1998-12-05,2,0,3,3,0,Black,Not Hispanic,2,Aggravated Assault,2,Parking Lot,Anti-White,Individuals,Y,S
1999,City,WA,Washington,1999-01-19,0,1,2,1,1,Unknown,Hispanic,1,Simple Assault,1,School/College,Anti-Asian,Juvenile,N,S
2000,Sheriff,GA,Georgia,2000-06-11,1,0,1,1,0,White,Not Hispanic,1,Intimidation,1,Residence/Home,Anti-Black or African American,Individual,N,S
2001,County,NC,North Carolina,2001-10-26,3,0,4,4,0,White,Hispanic,3,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Hispanic or Latino,Individuals,Y,S
2002,City,NJ,New Jersey,2002-05-03,0,2,3,2,1,Black,Not Hispanic,2,Simple Assault,2,School/College,Anti-White,Juveniles,N,S
