EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
TATE & LYLE PLC,20100,25.5,18.3,65.2,40.1,52.1,62.3,32.1,67.9,29.5,70.5,28.4,71.6,12.0,88.0,500-999,2025-04-01 09:15:22
BROADBAND FOR BUSINESS Ltd,"61900,62020",11.8,0.7,21.4,15.8,67.3,79.3,24.8,75.2,23.6,76.4,46.2,53.8,30.4,69.6,100-249,2025-04-02 16:22:47
STOCKPORT MBC,71200,19.7,16.9,37.1,28.6,49.1,52.7,41.2,58.8,38.8,61.2,19.0,81.0,39.3,60.7,1000-4999,2025-04-03 11:08:14
PENNY FARMING GROUP,01110,32.9,29.1,31.8,31.6,38.6,48.4,27.4,72.6,26.1,73.9,53.5,46.5,55.2,44.8,100-249,2025-03-30 17:33:05
BRITISH AIRWAYS PLC,52100,5.2,1.8,27.5,5.7,22.0,22.0,43.3,56.7,42.1,57.9,10.3,89.7,4.6,95.4,10000-19999,2025-04-04 08:51:33
HOLMES CHAMPION LIMITED,49300,22.6,15.9,-2.1,-31.4,23.1,32.9,33.8,66.2,35.2,64.8,28.3,71.7,22.7,77.3,50-99,2025-04-02 13:26:09
FRESH FOODS LTD,47900,18.8,23.6,70.3,48.3,64.5,75.3,54.0,46.0,36.0,64.0,17.9,82.1,18.6,81.4,250-499,2025-04-01 18:03:19
BOSWELL GROUP PLC,72100,38.2,32.9,92.5,89.6,84.7,96.3,49.1,50.9,42.5,57.5,39.1,60.9,38.2,61.8,500-999,2025-04-05 10:44:42
REDFERN SOLUTIONS LIMITED,"62010,62020",9.1,6.2,19.2,12.4,41.3,46.5,31.7,68.3,25.4,74.6,24.7,75.3,32.7,67.3,250-499,2025-04-03 15:52:01
WESTMINSTER CITY COUNCIL,73100,24.7,21.2,31.9,25.6,17.1,25.8,17.0,83.0,29.3,70.7,18.4,81.6,36.9,63.1,20000+,2025-04-02 14:11:38
MOUNTAIN VIEW ENTERPRISES,08110,28.4,26.2,47.8,27.6,56.2,69.0,45.6,54.4,36.1,63.9,32.9,67.1,7.5,92.5,500-999,2025-03-31 19:24:50
MCCARTNEY & TAYLOR,09100,21.8,17.4,52.8,47.5,59.8,67.3,49.2,50.8,40.1,59.9,28.3,71.7,28.5,71.5,250-499,2025-04-04 19:16:05
GREAT YORKSHIRE HEALTHCARE NHS TRUST,86000,15.3,8.9,76.7,62.5,42.6,59.3,21.8,78.2,31.2,68.8,19.7,80.3,64.3,35.7,10000-19999,2025-04-03 12:01:27
NATIONAL GRID PLC,55100,6.5,3.7,26.9,12.4,40.2,46.9,32.5,67.5,26.1,73.9,36.7,63.3,26.9,73.1,10000-19999,2025-04-01 17:35:22
LEEDS CITY COUNCIL,75100,35.2,29.8,63.8,56.4,45.8,59.4,34.1,65.9,35.7,64.3,18.7,81.3,35.8,64.2,10000-19999,2025-04-02 10:22:14
WALLACE DEVELOPMENT SERVICES,68200,37.5,32.8,64.4,46.1,80.1,95.0,43.4,56.6,34.2,65.8,25.1,74.9,10.5,89.5,50-99,2025-04-04 14:36:31
HOLLYWOOD GROUP UK,74100,23.5,19.4,58.1,47.8,72.6,81.7,22.2,77.8,25.8,74.2,16.6,83.4,42.2,57.8,10000-19999,2025-03-30 11:50:45
VICTORIA COMMUNITY HOSPITAL,85000,10.9,15.2,90.6,91.4,69.4,70.2,28.1,71.9,23.4,76.6,27.4,72.6,10.7,89.3,1000-4999,2025-03-31 16:27:09
RIVERSIDE EDUCATION TRUST,85500,13.7,12.8,34.2,28.6,48.7,58.6,35.8,64.2,28.1,71.9,19.7,80.3,19.2,80.8,500-999,2025-04-04 12:09:34
LONDON CONSTRUCTION LIMITED,41200,26.8,21.3,71.4,62.1,66.1,72.7,55.0,45.0,35.0,65.0,31.2,68.8,19.8,80.2,500-999,2025-04-05 13:40:48
SALTZBERG MANAGEMENT CONSULTANTS,"62020,62010",33.9,27.1,56.2,49.8,51.3,69.3,51.8,48.2,39.4,60.6,30.3,69.7,15.2,84.8,50-99,2025-04-02 08:45:21
THE INSTITUTE OF ECONOMICS,78200,29.6,24.5,70.1,65.1,63.9,78.3,32.7,67.3,35.8,64.2,38.1,61.9,21.2,78.8,250-499,2025-03-30 14:23:03
HOLLAND & CO.,64200,10.9,8.2,59.2,48.1,62.3,69.5,36.6,63.4,32.7,67.3,18.5,81.5,42.6,57.4,1000-4999,2025-04-01 16:11:50
CITY SERVICES GROUP LTD,85000,21.4,16.7,35.8,30.1,44.5,50.8,43.1,56.9,35.8,64.2,26.3,73.7,30.7,69.3,500-999,2025-04-03 10:30:25
NORTHAMPTON GENERAL HOSPITAL,86000,14.3,10.4,51.3,43.9,40.6,51.5,66.1,33.9,42.7,57.3,37.3,62.7,38.1,61.9,1000-4999,2025-04-02 16:18:56
MIDLANDS TRANSPORT LIMITED,53100,34.2,29.2,80.5,67.1,61.9,74.0,48.6,51.4,45.0,55.0,36.8,63.2,22.4,77.6,500-999,2025-03-31 17:58:15
AEROSPACE ENGINEERING CONSULTANTS,72200,27.8,20.9,48.9,42.1,40.9,52.2,41.2,58.8,27.8,72.2,31.1,68.9,26.3,73.7,500-999,2025-04-05 15:46:02
WATERLOO FINANCIAL GROUP,66220,8.7,9.1,27.3,11.2,31.9,37.7,24.0,76.0,28.8,71.2,24.3,75.7,22.5,77.5,500-999,2025-04-04 14:40:33
MCKENZIE AND PARTNERS LIMITED,49200,20.5,16.3,58.2,53.4,39.2,47.8,45.2,54.8,32.1,67.9,21.7,78.3,39.4,60.6,250-499,2025-04-01 10:01:48
CORNWALL RESOURCES LIMITED,10200,23.1,17.8,32.1,21.5,39.6,49.1,32.8,67.2,28.4,71.6,38.9,61.1,43.6,56.4,500-999,2025-04-02 12:28:39
BRISTOL UNIVERSITY,78100,12.6,9.1,81.7,72.3,48.2,64.3,50.1,49.9,33.2,66.8,23.3,76.7,38.4,61.6,10000-19999,2025-04-03 13:17:08
MELTON FARM TRUST,01200,15.8,12.6,24.6,18.3,43.8,57.7,41.5,58.5,34.3,65.7,30.9,69.1,23.2,76.8,1000-4999,2025-04-01 18:22:04
BARNET COUNCIL,75100,10.4,12.4,78.1,81.6,54.3,71.3,36.3,63.7,32.6,67.4,11.2,88.8,32.4,67.6,10000-19999,2025-04-04 07:43:20
MOTHER & CHILD EDUCATION CENTRE,85100,29.6,23.1,63.8,55.4,56.1,70.2,47.6,52.4,37.8,62.2,27.9,72.1,22.4,77.6,100-249,2025-03-30 19:36:23
SALISBURY UNIVERSITY,78100,14.5,10.8,51.3,48.1,82.3,90.1,43.7,56.3,23.5,76.5,25.9,74.1,19.4,80.6,500-999,2025-04-03 08:28:02
BETTER HEALTHCARE GROUP,86000,25.0,18.9,34.6,27.5,22.2,36.4,20.1,79.9,40.8,59.2,21.2,78.8,22.9,77.1,500-999,2025-03-31 12:03:11
BIRMINGHAM CITY COUNCIL,75100,19.6,15.4,65.4,60.8,53.0,60.7,41.5,58.5,37.9,62.1,13.7,86.3,35.3,64.7,10000-19999,2025-04-02 17:01:32
LONDON TRAINING SERVICES,77100,38.9,29.7,83.2,70.0,54.8,63.8,41.6,58.4,39.1,60.9,29.2,70.8,27.3,72.7,500-999,2025-04-03 18:22:31
FARMERS GROUP UK,01120,24.2,21.0,46.2,31.1,50.9,58.1,52.8,47.2,45.0,55.0,30.1,69.9,18.3,81.7,500-999,2025-04-01 14:12:47
MIDDLESEX UNIVERSITY,78100,11.2,10.3,38.5,30.2,66.0,71.7,38.0,62.0,39.1,60.9,14.2,85.8,47.3,52.7,10000-19999,2025-04-05 08:10:06
WESTERN HEALTHCARE TRUST,86000,16.8,15.6,43.2,38.2,49.3,55.1,53.6,46.4,34.1,65.9,33.4,66.6,21.5,78.5,10000-19999,2025-04-02 09:08:17
LINDSEY & HILL LIMITED,94100,7.8,4.3,63.2,61.7,63.4,71.8,26.4,73.6,26.0,74.0,16.1,83.9,34.0,66.0,250-499,2025-04-03 20:11:14
