EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BARKER AND STONEHOUSE LIMITED,47599,12.8,9.2,28.4,15.7,31.2,29.8,42.3,57.7,38.5,61.5,45.2,54.8,52.1,47.9,1000-4999,2025-04-08 09:15:22
HULL CITY COUNCIL,84110,14.2,11.5,22.1,18.9,28.4,26.7,39.8,60.2,36.4,63.6,41.7,58.3,49.3,50.7,500-999,2025-04-07 11:22:45
WRENCH AND COCHRANE LIMITED,71111,18.9,16.3,35.7,28.2,41.5,38.9,34.2,65.8,32.1,67.9,38.6,61.4,48.7,51.3,250-499,2025-04-05 14:30:12
STARBUCKS UK LIMITED,56102,8.1,4.7,19.3,12.8,22.7,20.1,48.3,51.7,46.9,53.1,49.2,50.8,52.4,47.6,5000-19999,2025-04-09 16:45:33
THE ROYAL OPERA HOUSE,90010,22.6,19.8,48.2,35.1,52.8,49.3,28.5,71.5,25.7,74.3,31.4,68.6,44.2,55.8,250-499,2025-04-06 12:18:27
BENEDICTINE COLLEGE,85310,13.7,10.9,31.5,24.2,35.8,32.4,37.6,62.4,34.2,65.8,39.1,60.9,46.8,53.2,100-249,2025-04-04 10:55:18
MCDONALDS UK LIMITED,56101,6.2,3.1,15.7,9.4,18.9,16.2,51.8,48.2,50.3,49.7,52.1,47.9,54.6,45.4,20000+,2025-04-08 08:42:55
THE CO-OPERATIVE GROUP LIMITED,47110,11.4,8.6,26.3,19.7,29.8,27.5,44.7,55.3,42.1,57.9,46.3,53.7,50.9,49.1,5000-19999,2025-04-07 13:28:19
BRITISH AIRWAYS PLC,51101,15.8,12.4,42.1,31.5,48.6,44.2,32.9,67.1,29.7,70.3,35.4,64.6,47.8,52.2,5000-19999,2025-04-05 15:33:44
UNIVERSITY OF CAMBRIDGE,85310,19.2,16.7,45.8,33.2,50.1,46.7,30.4,69.6,27.8,72.2,33.5,66.5,46.1,53.9,1000-4999,2025-04-06 09:20:11
TESCO STORES LIMITED,47110,9.7,6.8,23.1,16.5,26.4,24.2,47.2,52.8,45.6,54.4,48.3,51.7,51.8,48.2,20000+,2025-04-09 11:17:38
NATIONAL TRUST,91030,16.5,13.8,38.7,27.4,43.2,39.8,35.1,64.9,32.6,67.4,37.9,62.1,49.3,50.7,1000-4999,2025-04-08 14:52:29
BOOTS UK LIMITED,47730,13.9,11.2,32.6,23.8,36.9,33.7,38.4,61.6,35.7,64.3,40.2,59.8,48.5,51.5,5000-19999,2025-04-04 16:09:43
ROLLS-ROYCE PLC,30300,24.1,21.3,52.7,39.8,56.4,52.9,26.7,73.3,24.1,75.9,28.9,71.1,42.5,57.5,5000-19999,2025-04-07 12:41:57
LONDON UNDERGROUND LIMITED,49311,17.3,14.6,41.2,29.7,45.8,42.1,33.8,66.2,31.2,68.8,36.4,63.6,48.2,51.8,1000-4999,2025-04-05 18:25:33
HARRODS LIMITED,47770,21.8,18.9,46.3,34.1,50.7,47.2,29.5,70.5,26.9,73.1,32.8,67.2,45.7,54.3,1000-4999,2025-04-06 13:37:48
BBC,60100,14.6,11.9,34.8,25.3,38.7,35.9,36.7,63.3,34.1,65.9,39.4,60.6,47.5,52.5,5000-19999,2025-04-09 09:54:12
JOHN LEWIS PLC,47190,12.1,9.3,29.7,21.4,33.2,30.6,41.5,58.5,39.2,60.8,43.7,56.3,50.1,49.9,1000-4999,2025-04-08 11:28:45
NORTHERN IRELAND CIVIL SERVICE,84110,15.9,13.2,37.4,26.8,41.7,38.5,34.6,65.4,31.9,68.1,37.2,62.8,48.9,51.1,1000-4999,2025-04-07 15:17:22
ROYAL MAIL PLC,53100,16.7,14.1,39.2,28.5,43.6,40.4,33.1,66.9,30.4,69.6,36.8,63.2,48.3,51.7,5000-19999,2025-04-05 10:42:58
BARCLAYS BANK PLC,64110,23.4,20.6,51.8,38.2,55.1,51.7,27.3,72.7,24.8,75.2,30.5,69.5,43.2,56.8,5000-19999,2025-04-06 16:58:31
SAINSBURYS LIMITED,47110,10.8,8.1,27.5,19.2,31.4,28.7,43.9,56.1,41.6,58.4,45.8,54.2,50.6,49.4,20000+,2025-04-09 12:33:17
BRITISH GAS LIMITED,35230,19.5,16.8,47.1,34.6,51.3,47.9,31.2,68.8,28.6,71.4,34.7,65.3,46.4,53.6,5000-19999,2025-04-08 13:19:44
VIRGIN MEDIA LIMITED,61100,18.2,15.5,44.3,32.1,48.7,45.2,32.5,67.5,29.8,70.2,35.9,64.1,47.1,52.9,1000-4999,2025-04-07 14:06:29
