EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Barclays Bank UK PLC,64191,28.7,24.5,68.2,45.3,78.5,65.2,35.2,64.8,42.1,57.9,55.3,44.7,72.8,27.2,5000+,2025-04-05 09:12:33
Tesco Stores Limited,47110,11.2,8.7,42.1,28.9,34.7,29.8,45.6,54.4,48.3,51.7,52.1,47.9,58.9,41.1,5000+,2025-04-06 11:45:22
NHS England,86101,15.3,12.8,0.0,0.0,0.0,0.0,18.7,81.3,22.4,77.6,30.2,69.8,42.1,57.9,5000+,2025-04-07 14:23:18
Amazon UK Services Ltd,96090,19.8,16.2,55.7,38.4,72.1,68.5,58.9,41.1,62.3,37.7,68.5,31.5,75.2,24.8,5000+,2025-04-08 16:34:29
Sainsbury's Supermarkets Ltd,47110,14.6,11.3,39.7,25.8,31.4,27.2,43.2,56.8,46.8,53.2,51.7,48.3,59.4,40.6,5000+,2025-04-09 10:22:45
HSBC UK Bank plc,64191,32.1,28.9,71.5,52.8,82.3,71.6,28.4,71.6,38.2,61.8,52.7,47.3,76.2,23.8,5000+,2025-04-10 13:56:12
Asda Stores Limited,47110,13.9,10.2,35.8,22.1,28.7,24.3,41.8,58.2,45.2,54.8,50.1,49.9,57.3,42.7,5000+,2025-04-11 09:18:37
Royal Mail plc,53100,22.4,18.7,48.9,34.2,65.8,59.3,48.7,51.3,52.1,47.9,61.4,38.6,69.2,30.8,5000+,2025-04-12 15:42:53
Lloyds Banking Group plc,64191,29.8,26.2,69.7,48.5,80.1,69.8,31.2,68.8,40.5,59.5,54.8,45.2,74.6,25.4,5000+,2025-04-13 11:33:28
Morrisons Supermarkets plc,47110,15.2,12.4,37.9,24.7,29.8,26.1,42.6,57.4,46.3,53.7,50.8,49.2,58.1,41.9,5000+,2025-04-14 14:27:19
John Lewis Partnership plc,47190,18.7,15.1,44.2,31.8,38.5,33.7,40.1,59.9,44.6,55.4,49.3,50.7,62.8,37.2,5000+,2025-04-15 10:55:44
BT Group plc,61900,25.3,21.8,58.7,42.1,71.4,64.2,36.8,63.2,42.7,57.3,56.9,43.1,73.5,26.5,5000+,2025-04-16 16:18:22
Marks and Spencer plc,47110,17.4,14.2,41.3,28.9,35.7,31.4,39.8,60.2,43.5,56.5,48.7,51.3,61.2,38.8,5000+,2025-04-17 09:48:15
Deutsche Bank AG,64191,35.2,31.8,74.9,58.2,85.7,76.3,24.1,75.9,34.8,65.2,58.3,41.7,78.9,21.1,5000+,2025-04-18 13:22:37
Argos Limited,47910,16.8,13.5,38.7,26.4,32.1,28.6,44.3,55.7,47.9,52.1,52.4,47.6,60.7,39.3,250-499,2025-04-19 11:15:28
Boots UK Limited,47730,21.5,18.2,46.8,33.5,41.2,36.9,37.4,62.6,41.8,58.2,46.7,53.3,64.1,35.9,5000+,2025-04-20 15:38:44
BP plc,06100,28.1,24.7,65.3,47.8,78.9,69.5,32.7,67.3,39.4,60.6,53.2,46.8,75.4,24.6,5000+,2025-04-21 10:42:59
Shell UK Limited,06100,29.6,26.3,68.7,51.2,81.4,72.1,30.5,69.5,37.8,62.2,55.9,44.1,77.2,22.8,5000+,2025-04-22 14:56:13
Rolls-Royce plc,30300,24.7,21.3,59.8,43.7,73.2,66.8,35.1,64.9,41.3,58.7,55.4,44.6,72.8,27.2,5000+,2025-04-23 09:27:31
BAE Systems plc,25210,26.3,22.9,62.4,46.3,75.8,68.2,33.6,66.4,39.7,60.3,54.1,45.9,74.5,25.5,5000+,2025-04-24 12:14:48
J Sainsbury plc,47110,15.8,12.7,40.2,27.5,33.9,29.4,41.9,58.1,45.7,54.3,50.2,49.8,58.7,41.3,5000+,2025-04-25 16:33:22
National Grid plc,35110,27.5,24.1,64.8,48.2,79.1,70.3,31.8,68.2,38.5,61.5,54.7,45.3,76.1,23.9,5000+,2025-04-26 10:19:45
Vodafone Limited,61900,23.8,20.4,57.3,41.8,72.6,65.1,37.2,62.8,43.9,56.1,56.2,43.8,73.4,26.6,5000+,2025-04-27 13:51:28
Tesco PLC,47110,12.4,9.8,38.9,26.1,32.7,28.5,44.3,55.7,47.6,52.4,51.8,48.2,58.5,41.5,5000+,2025-04-28 15:28:37
Unilever UK Limited,10890,19.2,16.5,48.7,35.2,44.1,39.6,38.7,61.3,42.9,57.1,49.8,50.2,65.3,34.7,5000+,2025-04-29 11:42:14
Aviva plc,65120,31.4,28.0,70.2,52.5,83.7,74.2,27.9,72.1,36.8,63.2,56.4,43.6,77.8,22.2,5000+,2025-04-30 14:09:33
British Airways plc,51101,25.7,22.3,60.1,44.6,74.3,67.5,34.5,65.5,40.8,59.2,54.9,45.1,73.2,26.8,5000+,2025-05-01 09:33:47
