EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BRITISH SKY BROADCASTING LIMITED,"60200,61100",14.2,11.5,48.3,42.7,31.5,28.9,42.1,57.9,38.2,61.8,45.3,54.7,62.1,37.9,5000-19999,2025-04-02 09:15:22
TESCO STORES LIMITED,"47110,47210",8.9,6.2,35.1,28.4,12.7,11.3,48.5,51.5,46.2,53.8,49.7,50.3,54.8,45.2,20000+,2025-04-01 11:30:45
BARCLAYS BANK PLC,"64110,64999",32.5,26.8,78.2,65.9,68.4,52.1,28.3,71.7,32.5,67.5,45.2,54.8,71.9,28.1,20000+,2025-03-28 16:22:18
NATIONAL HEALTH SERVICE TRUSTS,"86101,86210",19.7,15.3,22.1,18.6,8.4,6.7,23.8,76.2,29.4,70.6,35.7,64.3,48.2,51.8,10000-19999,2025-04-05 14:18:33
BP OIL LIMITED,"06100,06200",23.8,19.4,62.5,58.7,45.3,38.9,35.2,64.8,41.6,58.4,52.7,47.3,68.4,31.6,10000-19999,2025-04-03 10:45:12
MARKS AND SPENCER PLC,"47110,47710",12.3,9.7,41.6,35.2,18.9,16.4,44.7,55.3,42.1,57.9,47.8,52.2,58.3,41.7,5000-19999,2025-04-04 13:22:55
ROLLS-ROYCE POWER ENGINEERING LIMITED,"28110,30300",28.6,24.1,55.7,49.2,52.8,41.3,22.5,77.5,26.8,73.2,38.4,61.6,65.7,34.3,5000-19999,2025-04-02 15:38:27
SAINSBURY'S SUPERMARKETS LTD,"47110,47220",9.7,7.1,38.2,32.5,14.6,12.8,46.3,53.7,44.9,55.1,48.2,51.8,55.4,44.6,10000-19999,2025-04-01 12:14:48
LLOYDS BANKING GROUP PLC,"64110,64910",29.3,25.7,71.8,68.4,61.2,48.5,25.7,74.3,30.2,69.8,42.6,57.4,69.8,30.2,20000+,2025-03-30 09:55:33
BRITISH AIRWAYS PLC,"51101,51102",21.4,17.8,45.9,41.2,38.7,32.1,32.6,67.4,37.2,62.8,46.3,53.7,63.5,36.5,10000-19999,2025-04-05 11:28:19
VODAFONE LIMITED,"61100,61200",16.8,13.2,52.4,47.8,35.1,29.7,39.4,60.6,43.2,56.8,51.6,48.4,67.8,32.2,5000-19999,2025-04-04 16:47:22
UNIVERSITY OF MANCHESTER,"85310,85410",22.1,18.5,28.7,24.3,15.2,12.8,31.7,68.3,36.4,63.6,42.9,57.1,58.2,41.8,10000-19999,2025-04-02 14:33:51
SHELL UK LIMITED,"06100,06200",26.9,22.3,68.7,63.1,58.4,45.7,28.9,71.1,34.5,65.5,48.2,51.8,72.6,27.4,5000-19999,2025-04-03 08:22:15
JOHN LEWIS PARTNERSHIP PLC,"47110,47990",11.5,8.9,39.7,34.1,16.3,14.2,43.8,56.2,41.7,58.3,49.1,50.9,59.6,40.4,5000-19999,2025-04-01 10:18:44
GLAXOSMITHKLINE PLC,"21100,21200",24.7,20.1,58.3,53.6,49.2,38.7,30.4,69.6,35.8,64.2,44.7,55.3,68.1,31.9,10000-19999,2025-04-05 12:55:29
ASDA STORES LIMITED,"47110,47290",10.2,7.6,36.8,31.4,13.5,11.7,45.9,54.1,43.6,56.4,47.3,52.7,54.8,45.2,20000+,2025-04-04 09:33:17
DEUTSCHE BANK AG,"64110,64991",33.8,29.2,76.4,71.8,65.7,52.3,24.1,75.9,28.6,71.4,40.8,59.2,73.5,26.5,5000-19999,2025-03-29 15:42:58
ROYAL MAIL PLC,"49100,49200",18.6,14.9,42.5,37.8,28.4,23.7,36.2,63.8,41.3,58.7,48.7,51.3,64.9,35.1,10000-19999,2025-04-02 16:19:25
BT GROUP PLC,"61100,61200",17.3,13.7,49.8,44.2,32.6,27.1,38.7,61.3,44.5,55.5,50.2,49.8,66.4,33.6,20000+,2025-04-01 13:27:41
UNILEVER UK LIMITED,"10890,10910",21.9,17.6,54.2,48.7,44.3,35.8,33.1,66.9,39.4,60.6,48.8,51.2,69.7,30.3,5000-19999,2025-04-03 11:52:33
HSBC BANK PLC,"64110,64910",30.6,26.8,73.5,69.2,63.1,49.7,26.3,73.7,31.4,68.6,43.7,56.3,71.2,28.8,20000+,2025-03-31 10:44:56
TESCO PERSONAL FINANCE PLC,"64110,64992",25.4,21.7,58.9,54.3,51.2,41.6,29.8,70.2,35.2,64.8,46.9,53.1,67.4,32.6,1000-4999,2025-04-05 15:38:12
NORTHERN IRELAND CIVIL SERVICE,"84110,84120",15.2,11.8,25.6,21.4,12.7,9.8,37.5,62.5,42.1,57.9,48.3,51.7,61.2,38.8,1000-4999,2025-04-04 14:22:47
DIAGEO PLC,"11050,11060",27.3,23.1,61.4,56.8,53.7,42.1,27.6,72.4,33.9,66.1,47.5,52.5,70.8,29.2,5000-19999,2025-04-02 09:18:33
WALMART UK LIMITED,"47110,47990",13.8,10.4,40.2,35.7,19.1,16.3,41.7,58.3,44.2,55.8,49.6,50.4,61.3,38.7,10000-19999,2025-04-01 16:45:29
PRUDENTIAL PLC,"65110,65201",31.7,27.9,74.2,69.5,64.8,51.3,25.4,74.6,29.7,70.3,41.8,58.2,72.9,27.1,5000-19999,2025-03-30 12:33:44
BMW (UK) MANUFACTURING LIMITED,"29100,29200",24.1,20.5,56.8,51.9,48.3,39.2,31.5,68.5,36.7,63.3,45.9,54.1,67.2,32.8,1000-4999,2025-04-03 13:52:18
STARBUCKS COFFEE COMPANY (UK) LIMITED,"56101,56102",8.4,5.1,33.7,28.1,11.2,9.6,47.3,52.7,45.8,54.2,48.9,51.1,53.6,46.4,1000-4999,2025-04-05 10:28:55
MONDELEZ UK LIMITED,"10610,10620",22.6,18.8,57.3,52.6,46.7,37.5,32.8,67.2,38.1,61.9,47.2,52.8,68.5,31.5,5000-19999,2025-04-04 11:47:22
AVIVA PLC,"65110,65202",28.4,24.7,69.1,64.3,59.6,46.8,27.2,72.8,32.6,67.4,44.3,55.7,70.9,29.1,10000-19999,2025-04-02 15:19:41
KING'S COLLEGE LONDON,"85310,85410",20.8,17.2,26.9,22.7,13.8,11.4,33.6,66.4,38.7,61.3,45.2,54.8,56.9,43.1,5000-19999,2025-04-01 14:55:33
JAGUAR LAND ROVER LIMITED,"29100,29200",26.2,22.8,63.5,58.7,54.2,43.1,29.4,70.6,34.8,65.2,46.7,53.3,71.4,28.6,10000-19999,2025-04-03 16:08:17
McDONALD'S RESTAURANTS LIMITED,"56101,56210",6.3,3.1,28.4,23.7,9.8,8.2,49.2,50.8,47.6,52.4,49.8,50.2,52.1,47.9,20000+,2025-04-04 08:44:52
CENTRICA PLC,"35110,35210",19.7,16.1,44.6,39.8,30.2,25.4,35.8,64.2,40.7,59.3,47.9,52.1,62.3,37.7,10000-19999,2025-04-02 12:29:45
EASYJET AIRLINE COMPANY LIMITED,"51101,51102",17.5,14.2,47.3,42.6,33.8,28.2,37.1,62.9,42.4,57.6,49.7,50.3,65.2,34.8,5000-19999,2025-04-05 13:17:28
IMAGINATION TECHNOLOGIES LIMITED,"58210,58290",31.2,27.6,72.8,68.1,62.5,49.3,23.7,76.3,27.9,72.1,39.6,60.4,74.1,25.9,1000-4999,2025-04-03 09:38:11
ROYAL BANK OF SCOTLAND PLC,"64110,64910",32.1,28.4,75.3,70.6,66.2,52.8,25.8,74.2,30.1,69.9,42.3,57.7,73.6,26.4,20000+,2025-03-31 11:22:47
THAMES WATER UTILITIES LIMITED,"36000,37000",21.4,17.8,41.7,37.2,24.6,20.1,32.9,67.1,38.5,61.5,46.8,53.2,63.7,36.3,5000-19999,2025-04-04 15:55:22
NETWORK RAIL INFRASTRUCTURE LIMITED,"49100,49200",16.9,13.5,43.2,38.6,29.7,24.8,36.4,63.6,42.1,57.9,48.5,51.5,64.8,35.2,10000-19999,2025-04-01 16:41:38
IMPERIAL BRANDS PLC,"12000,16200",29.6,25.8,67.9,63.2,57.4,44.6,26.7,73.3,31.2,68.8,43.9,56.1,71.8,28.2,5000-19999,2025-04-02 11:33:54
VIRGIN MEDIA LIMITED,"61100,61200",18.2,14.6,50.7,45.9,34.2,29.1,37.8,62.2,43.6,56.4,50.9,49.1,66.7,33.3,5000-19999,2025-04-03 14:27:15
UNIVERSITY OF OXFORD,"85310,85410",23.5,19.8,29.4,25.1,16.7,13.2,29.3,70.7,34.6,65.4,41.8,58.2,59.4,40.6,10000-19999,2025-04-05 16:02:48
ELECTRICITY NORTH WEST LIMITED,"35110,35220",20.3,16.7,43.8,39.1,27.3,22.8,34.6,65.4,39.2,60.8,47.5,52.5,64.1,35.9,1000-4999,2025-04-04 10:19:31
WELLS FARGO BANK NA,"64110,64991",34.2,30.5,77.6,72.9,67.3,53.8,23.9,76.1,28.2,71.8,40.1,59.9,74.7,25.3,1000-4999,2025-03-29 13:45:22
