EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
CBI Ltd,"NACE 7010, 7020",-11.4,-7.9,-15.1,-10.3,8.5,15.1,57.8,62.1,63.4,65.7,69.9,72.2,75.5,78.5,"1,001-5,000",2024-06-15
Land Securities Group Plc,NACE 6810,-12.1,-9.5,-20.5,-16.1,9.2,18.1,58.3,62.9,64.1,66.3,70.5,72.8,76.3,79.2,"5,001-10,000",2024-05-20
National Grid Plc,"NACE 3510, 3530, 3531, 3539",-10.9,-7.3,-14.9,-10.5,8.1,14.9,56.9,61.3,62.4,64.6,68.8,71.1,74.6,77.4,"10,001-20,000",2024-07-10
Standard Life Aberdeen Plc,"NACE 6519, 6523",-8.5,-5.9,-13.5,-9.9,7.5,13.5,55.2,59.5,60.3,62.4,66.6,69.1,72.8,76.2,"20,001-50,000",2024-08-25
BP Plc,"NACE 0610, 0620, 0710, 0720, 0910, 0920, 0930, 0990",-11.9,-8.4,-18.9,-14.5,8.9,17.9,57.5,61.9,63.2,65.4,70.6,72.9,76.5,79.4,2024-06-15,
Royal Bank of Scotland Group Plc,"NACE 6519, 6523",-10.2,-7.7,-16.2,-12.8,9.8,16.2,59.1,63.5,64.7,66.9,71.1,73.4,77.1,80.1,"50,001-100,000",2024-09-10
J Sainsbury Plc,"NACE 4719, 4720, 4721, 4729",-9.5,-6.9,-14.1,-10.7,7.9,14.1,54.9,59.3,60.1,62.2,66.4,68.9,72.6,75.9,"100,001-500,000",2024-08-05
EDF Energy Plc,"NACE 3510, 3530, 3531, 3539",-12.5,-9.9,-21.1,-17.7,10.3,20.9,59.7,64.1,65.3,67.5,72.7,74.9,79.5,82.6,"500,001-1,000,000",2024-06-25
AOL UK Ltd,NACE 7020,-10.8,-7.4,-15.4,-11.1,8.4,15.4,56.1,60.5,61.3,63.5,67.7,70.1,74.2,77.5,"1,000,001-5,000,000",2024-07-20
Bupa Plc,"NACE 8010, 8020, 8030, 8090",-11.2,-8.1,-17.3,-13.9,9.5,17.3,58.1,62.5,63.7,65.9,70.1,72.4,76.2,79.3,"5,000,001-10,000,000",2024-05-15
Next Plc,"NACE 4759, 4760, 4761, 4769",-8.9,-6.3,-13.1,-9.7,7.3,13.1,53.9,58.3,59.1,61.2,65.4,67.9,71.8,74.9,"10,000,001-50,000,000",2024-08-10
Reckitt Benckiser Plc,"NACE 2020, 2030, 2040, 2050, 2060",-9.8,-7.2,-15.5,-11.9,8.5,15.5,55.5,60.9,61.7,63.9,68.1,70.6,74.7,77.9,"50,000,001-100,000,000",2024-06-20
Unilever UK Limited,"NACE 2020, 2030, 2040, 2050, 2060",-10.5,-8.0,-16.9,-13.5,9.9,16.9,57.3,61.7,62.9,65.1,70.3,72.6,77.5,80.9,"100,000,001-500,000,000",2024-07-25
WPP Plc,"NACE 7310, 7320, 7330, 7390",-12.3,-9.7,-19.3,-15.9,10.7,19.3,60.1,64.5,65.7,67.9,73.1,75.3,80.4,83.9,"500,000,001-1,000,000,000",2024-05-10
Royal Mail Plc,"NACE 4910, 4920, 4930, 4990",-10.3,-7.9,-15.7,-12.3,8.7,15.7,56.3,60.7,61.5,63.7,67.9,70.3,74.5,77.9,"1,000,000,001-5,000,000,000",2024-08-05
Sky Plc,"NACE 6011, 6012, 6013, 6019",-11.5,-8.8,-17.9,-14.5,9.9,17.9,58.5,62.9,64.1,66.3,71.5,73.8,78.5,81.9,"5,000,000,001-10,000,000,000",2024-06-10
KPMG LLP,"NACE 6910, 6920, 6930, 6990",-9.2,-6.6,-14.5,-10.9,7.5,14.5,53.1,57.5,58.3,60.4,64.6,67.1,71.2,74.4,"10,000,000,001-50,000,000,000",2024-07-20
PwC UK,"NACE 6910, 6920, 6930, 6990",-10.9,-8.3,-16.7,-13.3,9.3,16.7,56.5,60.9,62.1,64.3,68.5,71.1,75.3,78.8,"50,000,000,001-100,000,000,000",2024-05-25
DHL Supply Chain UK Ltd,"NACE 6420, 6430, 6440, 6490",-12.8,-10.2,-20.5,-16.9,11.1,20.5,61.1,65.5,66.7,68.9,74.1,76.4,81.3,84.9,"100,000,000,001-500,000,000,000",2024-06-10
AstraZeneca UK Ltd,"NACE 2020, 2030, 2040, 2050, 2060, 2070, 2080, 2090",-9.4,-7.0,-14.7,-11.3,8.1,14.7,54.7,59.1,60.9,62.1,66.3,68.8,72.7,75.9,79.2,"500,000,000,001-1,000,000,000,000"
EY UK LLP,"NACE 6910, 6920, 6930, 6990",-10.1,-7.5,-15.9,-12.5,8.9,15.9,55.9,60.3,61.1,63.3,67.5,70.1,74.4,77.6,"1,000,000,000,001-5,000,000,000,000",2024-08-10
Deloitte LLP,"NACE 6910, 6920, 6930, 6990",-11.1,-8.6,-17.5,-14.1,10.1,17.5,57.9,61.3,62.5,64.7,69.9,72.2,77.1,80.6,"5,000,000,000,001-10,000,000,000,000",2024-05-20
Kier Group Plc,"NACE 4320, 4330, 4390",-12.9,-10.5,-21.3,-17.9,11.5,21.3,62.1,66.5,67.7,70.1,75.3,77.6,83.3,86.5,"10,000,000,000,001-50,000,000,000,000",2024-06-25
Virgin Money Holdings (UK) Ltd,"NACE 6519, 6523, 6530, 6590",-10.6,-8.1,-16.3,-12.9,9.5,16.3,56.9,61.3,62.5,64.7,69.9,72.2,77.1,80.6,"50,000,000,000,001-100,000,000,000,000",2024-07-10
BT Group Plc,"NACE 6420, 6430, 6440, 6490",-11.8,-9.2,-19.5,-15.9,10.9,19.5,60.5,64.9,66.1,68.3,73.5,75.8,81.3,84.2,"100,000,000,000,001-500,000,000,000,000",2024-05-15
Dixons Carphone Plc,"NACE 4741, 4750, 4760, 4770, 4780, 4790",-8.6,-6.0,-13.9,-10.5,7.9,13.9,52.9,57.3,58.1,60.2,64.4,66.9,71.0,74.2,77.5,"500,000,000,000,001-1,000,000,000,000"
